moisture,weight_kg,metal_signal,odor_score,optical_density,conductivity,contaminated
0.9395,1.3766,-0.0299,-2.5239,0.1103,-0.1960,0
-0.7789,-3.4669,-0.1961,1.3933,2.5437,-1.0190,1
-2.0772,-1.9674,-0.5074,2.4882,3.0498,0.5750,1
-2.8248,-2.9031,-1.1616,-0.6123,4.0518,-0.8441,1
0.7323,-2.9364,-1.0450,3.1267,1.6270,0.4762,1
-1.7815,-2.4273,0.9227,1.6147,1.0383,-0.9519,1
0.5255,1.3576,0.1292,-0.6367,-1.1836,1.4888,0
-0.1187,2.5033,1.1023,-0.0847,-0.7334,0.0797,0
-1.7463,-3.6674,-1.1250,-0.1749,3.6317,0.5950,1
-1.0888,-3.4638,-1.2779,-0.4323,2.8282,-0.5950,1
1.5953,0.0492,-0.3264,-0.5300,-2.1450,-1.7193,0
-0.4470,-3.2780,-1.2436,2.8279,5.3242,0.0333,1
1.7046,2.9782,-0.4667,0.7107,0.5977,-0.4302,0
-0.1932,-0.1104,0.3567,-0.2630,2.4293,-0.7584,0
1.0356,-0.1396,0.7372,-0.5936,-2.4572,-0.2198,0
-1.4757,-2.2392,0.2096,1.7805,2.6461,0.8825,1
1.2463,1.8181,0.6104,-2.0972,-0.6187,-0.5965,0
-2.1445,-2.7926,-0.4617,0.5995,1.8336,1.8065,1
-1.8709,-3.6557,-1.0770,2.1630,4.9183,1.7631,1
-1.7852,-2.4630,-1.9556,2.2251,2.6537,0.7926,1
-3.1111,-2.8806,-1.7370,-1.3227,4.4914,-0.9194,1
2.0848,-0.0966,0.1412,-1.0020,0.5474,0.5770,0
-2.3613,-3.7587,0.4227,2.9421,2.0800,1.3354,1
1.0323,1.5100,-0.6572,0.4595,-1.4062,-0.9341,0
1.4590,1.2869,-0.9200,-4.0933,-0.7252,0.5174,0
0.2405,0.6147,-0.1051,-1.4355,-0.1995,1.4181,0
1.3556,0.4527,-0.5788,-0.6651,-3.4438,0.2546,0
-2.0138,-3.0572,-0.6726,0.5580,1.3279,1.1343,1
-2.2229,-3.3046,-0.9955,-1.1920,3.4661,-0.1641,1
-1.8958,-2.7470,0.8616,0.9323,3.3843,1.9370,1
-2.0203,-2.3444,-0.4772,2.2171,2.8653,1.3690,1
-2.7385,-3.3904,-1.1472,0.5884,3.8234,0.9574,1
-1.1262,-3.1677,-0.4823,1.3891,2.9081,-0.2606,1
0.3882,-0.2748,0.6484,0.6925,1.3811,-2.6849,0
-1.1100,-2.7110,1.7176,0.2524,1.5125,0.4607,1
-3.4794,-4.4205,-0.0197,-1.3036,1.1631,1.6228,1
-1.2169,-3.9904,0.4070,1.1233,2.3125,0.5274,1
0.8261,1.6657,0.4260,-2.0156,-1.4847,0.8681,0
0.1716,-0.2819,-2.2130,0.4208,-0.7389,0.0510,0
-2.5287,-3.4792,-0.6764,-0.9454,2.6674,2.2007,1
0.5267,0.6927,1.4118,-0.7416,1.1359,1.1409,0
1.8287,0.3544,-0.2505,0.9829,-0.7086,-0.0727,0
-1.4564,0.9311,2.0368,-0.0468,1.0942,0.4893,0
-0.5214,0.7739,1.6135,-0.1028,-0.9149,-0.1225,0
-0.2355,0.3236,0.4353,0.3746,0.1755,-0.6444,0
-3.9003,-3.4195,-1.2221,2.1757,1.4231,1.2187,1
0.2974,1.6827,0.0437,-3.6162,-3.7414,0.6673,0
-0.1207,1.2642,0.2299,1.7913,-0.9011,-0.4421,0
-1.2762,0.9179,-0.0058,-1.5786,2.2785,0.7015,0
-2.6279,-2.5453,-2.1050,-0.4375,3.7362,-1.0828,1
-1.6832,-3.0506,-0.3522,-0.6179,1.0740,-0.0358,1
1.5023,-0.2193,0.7781,0.7376,-0.2664,1.2940,0
-0.6398,-1.9244,-0.3354,1.3625,3.1567,1.5458,1
-2.3941,-1.9094,-1.4486,3.7818,3.1972,2.9423,1
1.1148,1.3023,-1.2444,-1.4057,-0.5286,0.6145,0
1.5073,0.6499,-0.1286,0.3249,-2.6146,-0.1367,0
1.5024,0.5048,0.8719,-1.9352,-0.9261,0.9965,0
2.5216,-0.4081,-1.2736,-2.3740,-2.1918,0.5328,0
-0.7954,-2.9437,-0.5733,1.6376,3.1750,0.4944,1
1.0423,1.4149,-0.7425,-1.5804,-0.2999,2.7432,0
-0.2017,1.4815,-0.3693,-1.0726,-1.4526,1.7684,0
-1.5268,-3.4993,-0.0399,-0.2157,3.2192,-1.1506,1
-1.9350,-2.5282,-0.3111,-0.5107,2.0003,-1.3486,1
-0.9888,0.6420,0.7855,-0.1256,-0.2940,0.3937,0
-1.8237,-3.1268,0.8208,0.4670,4.1084,-0.7041,1
-2.8746,-3.1503,-2.0332,3.0715,2.7807,0.7873,1
-2.2195,-2.4886,-1.1303,2.6199,4.4212,-0.4899,1
0.0488,-0.4904,-0.8519,0.7063,0.2266,1.7915,0
1.3859,1.4445,0.4607,-1.4511,-0.2050,1.0865,0
-1.7079,-4.1912,-1.4148,5.0648,1.7898,-0.2783,1
1.0953,0.6287,1.2619,-1.2254,0.1822,0.5028,0
-1.3454,-2.9798,-1.2206,0.2468,1.3745,0.2532,1
1.1447,1.1328,-0.6346,-2.1523,-1.0736,1.3371,0
1.0587,1.2992,1.3123,-0.0071,-1.2353,1.9844,0
-1.6873,-2.1549,-0.2967,1.8894,4.3142,0.0223,1
-2.9998,-3.0807,-0.4703,0.8004,2.6199,-0.7806,1
1.0234,0.5398,0.3722,-0.6764,-1.1040,0.8213,0
-0.4426,-2.9395,-1.4141,0.0178,4.0106,-1.3426,1
1.0092,1.0029,0.4275,-3.5246,-0.5705,-1.8512,0
-2.4702,-4.2942,-2.1865,2.7007,1.9048,-1.4068,1
-0.6003,0.4783,0.4858,-0.9737,-2.4671,1.3689,0
-1.3317,-1.9415,0.1729,1.0828,4.2944,-0.0061,1
1.8296,-0.5474,-1.3865,-2.3435,-0.1319,0.0971,0
-2.5434,-4.0465,-1.2248,0.8694,4.0349,0.9590,1
-2.0716,-3.2283,-0.3225,-0.4737,2.4995,0.6920,1
-1.4070,-3.4467,-1.1449,-0.6578,4.5040,0.5818,1
-2.8988,-4.7509,-0.5940,2.9342,2.3884,-0.4734,1
-0.8113,-3.3243,-0.8267,1.1652,2.4488,0.9777,1
-1.0597,-3.0456,-1.0800,1.0533,-0.4296,0.1473,1
-2.0249,-2.5309,-1.4768,2.0625,2.5686,0.6956,1
2.2931,0.7644,-0.3752,-0.5459,-0.1399,1.7667,0
0.6099,1.3375,1.2303,0.5745,-1.1053,-0.7437,0
-0.6612,-1.7497,0.1437,2.7964,2.6452,1.2820,1
1.8882,0.9470,1.4531,-1.0399,-1.7812,0.7540,0
0.8240,1.1545,0.7793,-1.1622,-0.0510,0.0033,0
-0.7472,-3.7801,-1.7098,2.5019,0.7205,0.2070,1
-1.8009,-2.1049,-0.7621,0.4613,0.5855,1.2352,1
-2.8094,-2.9409,-1.1737,2.1755,1.6264,-0.7735,1
2.3471,-0.0184,0.2451,-0.3650,-2.8902,0.9580,0
-2.6053,-3.0400,0.0327,0.8147,1.4662,1.3726,1
-2.6835,-4.1423,0.4913,2.3836,0.2414,-0.0064,1
1.0261,-1.7291,-0.3593,0.4324,-1.8810,1.3077,0
0.3981,-3.3324,-1.0617,1.0230,0.8544,1.6842,1
-1.2186,-4.5072,-1.4280,0.4386,3.7178,1.0376,1
-2.6774,-2.9722,-1.1992,1.4970,2.2804,2.3858,1
1.4410,0.3215,-0.6573,-3.0217,0.1734,0.9232,0
2.6877,-0.2095,0.6510,-2.6800,0.1081,0.8023,0
-1.5591,-3.3842,-1.1952,0.2859,0.1410,1.2554,1
-0.2921,0.8010,-0.0172,0.1088,-0.4847,0.2893,0
-1.4189,-2.2187,-0.8269,-0.2673,2.5452,0.1235,1
1.8011,1.1456,0.2062,0.8458,0.0704,0.6396,0
-2.3037,-2.0487,0.1958,-0.3515,1.8099,1.9328,1
-1.5223,-1.6276,1.6460,1.1496,2.9146,1.3177,1
-2.4888,-4.5522,0.9828,-0.4803,2.3822,1.7951,1
-1.6798,-2.2287,-0.0321,-0.9006,1.8512,0.5777,1
-0.0600,1.3121,0.3813,-2.9887,-0.0885,0.0059,0
-2.0529,-2.1966,-2.3468,-0.5168,3.1171,-0.9935,1
-0.2388,-5.8237,0.2761,1.7862,1.8389,0.6677,1
-2.3397,-1.5078,-0.6678,1.4943,2.7742,-0.7824,1
-3.7654,-2.8512,0.4649,1.6226,2.3191,0.8501,1
-2.1013,-2.0911,-0.1535,1.2382,5.2730,-0.3682,1
-2.7033,-3.1441,-1.0009,-0.1409,3.5538,0.5343,1
-0.9009,0.0437,-0.3765,-3.4414,-0.2633,0.3120,0
-1.1066,-3.7241,-0.8701,0.8687,2.6893,-0.2779,1
1.4629,0.1057,0.8005,-0.3410,-1.3529,-1.0742,0
-1.4413,-2.3569,-0.6039,2.9812,3.4599,1.5621,1
-3.2689,-3.6668,-0.3465,1.0942,2.2416,-0.2504,1
-1.3952,1.4727,0.5067,-1.6715,-0.5966,-0.3586,0
-1.0692,-3.4014,0.4186,0.0608,1.1875,-1.1586,1
-1.2374,-3.5433,-0.0058,2.1596,2.9196,1.6169,1
-2.2213,-3.8367,-0.3445,0.5964,4.3423,-1.4697,1
-2.8409,-1.9059,-1.2318,0.5015,2.0104,0.1740,1
0.7429,-2.0675,-0.2102,3.5431,1.2768,0.6205,1
0.1247,-4.1086,-1.2874,-0.6595,2.3011,1.1149,1
-0.1071,-2.1819,0.8520,1.2652,1.8191,-0.5592,1
-1.7124,-3.7779,-1.6428,1.3416,1.6218,0.0297,1
0.4545,-2.6915,0.0083,0.5488,1.6532,0.8876,1
-2.4644,-3.2872,-1.0877,1.0685,2.7374,-1.8260,1
-2.9182,-3.2588,0.9726,-0.5721,2.8418,1.5263,1
1.8954,0.1616,0.7414,-0.6250,-0.8044,-0.2803,0
-1.1107,0.3846,-1.5722,0.3019,-0.1479,1.8101,0
-0.8384,-0.9495,-0.0490,-0.8315,0.3733,-0.8782,0
-3.8914,-3.9277,2.2302,-0.8330,2.0991,1.3141,1
-1.5726,-3.5768,-3.4115,1.5027,1.9757,1.6725,1
-2.0210,-2.5051,-2.1668,0.2277,2.5499,-0.0593,1
1.4800,1.2089,-0.5802,-0.0963,1.1942,0.4709,0
0.9775,0.8840,0.0068,-0.4649,0.0543,-0.5842,0
1.4274,1.9659,-0.1488,-1.9623,-1.3725,0.7143,0
1.4373,0.1044,-2.1772,-0.1629,-0.2463,0.5315,0
-2.4444,-4.7871,-1.2114,-0.3859,3.3069,1.8604,1
1.7946,0.5911,1.0316,-1.5313,0.0547,0.2943,0
0.5847,1.0469,0.0776,1.0072,-0.5854,0.3834,0
2.5036,1.0758,0.3711,2.1305,-3.6798,-1.0952,0
-2.1467,-2.2239,0.8233,1.4520,2.1626,-0.7550,1
1.9857,0.9469,-0.0595,0.9500,1.5111,-0.4796,0
1.2008,-0.2358,0.6104,-2.4333,-0.4979,2.4477,0
-2.0175,-1.6555,0.8194,2.7438,2.5577,-0.8277,1
-1.7463,-2.4680,-0.7001,0.1422,1.2807,3.2541,1
-3.4448,-2.3543,-0.6474,2.6877,4.3352,-0.4669,1
0.8503,0.2680,0.7885,-0.7977,0.3089,0.8599,0
0.6408,1.6552,0.6534,0.3132,-1.1054,1.3032,0
-1.9141,-2.0761,-0.2394,-2.0989,3.2039,1.2291,1
0.9550,1.3781,-0.8590,-0.1245,-1.1811,0.4746,0
0.2825,-0.1751,-0.0240,-3.2875,-0.6602,1.1510,0
2.2265,1.1364,-0.2052,-1.2132,-0.7301,1.5694,0
-0.3677,0.2674,-1.3317,0.8696,-1.8308,-0.6810,0
-3.9520,-2.9012,-0.7505,0.2460,1.3713,-0.0398,1
-0.5567,-4.5038,-0.4871,2.7100,1.2379,0.8986,1
1.9485,0.0990,-0.0264,0.2224,0.4965,-0.2876,0
-3.2772,-3.0154,-0.5305,1.9705,4.7828,1.1754,1
-0.8038,-3.1892,0.4096,2.3891,2.0456,-0.3571,1
-0.2746,0.5268,0.1885,-0.8736,0.0804,0.6854,0
0.2364,1.6619,-1.2428,0.6804,-0.2733,0.3624,0
-2.3772,-3.0791,0.7140,0.3176,3.5167,0.5732,1
-5.0119,-3.7515,-0.0167,0.1555,2.4467,-0.7201,1
-0.0228,-2.5701,-0.6809,-0.1102,3.8139,0.3752,1
-0.9214,-2.6076,-1.7330,1.5768,-0.3241,-1.9967,1
-2.2194,-1.6868,-0.0410,1.8086,1.3380,0.1219,1
1.7101,-0.9660,-0.5447,-1.7101,0.4012,1.6095,0
0.2414,1.8090,0.2113,-1.3297,0.6745,-0.5553,0
-2.4772,-4.0572,-1.1475,-2.4400,5.8337,0.9799,1
2.7495,-0.5890,-1.5401,0.8748,-1.2804,-0.1344,0
-2.1029,-4.5589,-1.2970,3.8448,1.2200,1.7129,1
1.2883,1.5030,1.0853,-2.3359,0.6002,0.5376,0
3.7736,0.5423,0.9742,-0.9576,-0.3673,0.0552,0
-1.7746,-2.0759,-0.3627,1.5415,3.9338,-0.3291,1
0.6516,0.7536,0.4131,1.2426,-3.1903,-0.6560,0
-2.7394,-3.0010,-0.7272,-1.7165,1.5528,-0.5703,1
-3.7557,-4.2458,-1.1305,2.1921,2.7297,-0.1678,1
-2.5520,-3.2138,0.6089,2.5095,1.4903,0.0718,1
-1.6099,-2.9478,-1.4877,1.4780,3.7106,1.0923,1
0.3868,-2.4638,-0.7537,-1.0867,2.6762,-0.2695,1
2.0224,0.8006,-1.0704,-2.0211,1.2018,-0.5067,0
-1.6878,-2.2656,-0.1864,-1.1378,0.9292,-0.4239,1
1.5681,0.8931,-0.3990,-0.7940,-0.3895,-1.4250,0
-0.5906,0.9812,1.2823,-1.1606,-0.7691,1.6840,0
-2.5149,-3.1460,-1.0116,3.4046,1.8686,-0.5494,1
-0.6770,-0.7390,0.2684,2.5535,4.2555,0.8917,1
0.7315,2.4312,0.7160,-2.3751,-1.1494,0.6206,0
-0.0529,0.9107,-0.3292,-1.8132,-2.5620,1.9766,0
-2.7230,-4.0291,-0.2441,1.0227,2.4603,2.0293,1
-2.2342,-4.1519,-1.5253,-0.0714,2.9148,0.9575,1
2.1256,0.4091,0.4182,-2.6112,-1.4632,0.1182,0
-2.9942,-1.7087,-1.2124,-0.5600,1.7919,0.6745,1
0.1404,-4.1901,-0.6004,-0.1403,3.4583,-0.1878,1
-1.5142,-0.2517,-0.3544,-1.6204,0.6971,0.4976,0
-3.0994,-2.6207,-0.6130,3.5420,2.2831,-0.2382,1
-1.3638,-1.7637,-0.9379,2.9512,2.4752,0.4127,1
-0.2777,-2.2986,-0.1179,3.4344,1.8799,-1.9786,1
-1.1029,-2.7935,-0.5248,2.7032,0.1748,0.1695,1
2.2427,0.9451,1.3303,-0.6056,-2.0261,-0.9502,0
0.8867,-0.5360,1.2338,-1.9259,-2.8713,0.0192,0
-1.2767,-3.4614,-0.9376,0.1471,0.2327,0.2478,1
1.8097,-0.3078,0.6627,-3.5288,-0.6897,-0.9113,0
-0.7028,-4.0926,-1.5933,0.3783,2.3425,-0.0824,1
1.5318,0.4535,-0.2247,1.5167,0.4279,0.3701,0
1.0302,-0.8473,-0.8804,2.2319,-2.6284,1.0407,0
1.3215,0.5564,2.0306,-1.3410,1.2397,-0.3253,0
0.9037,0.5643,0.4165,0.6367,-0.4050,-0.9098,0
1.2374,-0.7397,1.1420,0.4172,0.4591,-0.2468,0
-1.4845,-4.9704,-1.0719,0.8408,0.0247,0.5121,1
0.5427,0.8698,-0.3421,0.8536,-1.0114,1.1354,0
-0.8874,-4.1314,-2.3055,0.2042,2.6538,0.7583,1
0.4955,2.5429,0.2274,1.3894,-3.0595,0.9048,0
-1.9864,-2.3333,1.4050,-0.2325,1.9883,0.2281,1
-1.8332,-3.1344,-0.3499,-0.2571,2.5204,0.1481,1
-0.3968,-3.3533,-0.1216,1.5180,2.9416,1.4688,1
-1.2598,0.8470,-0.5022,-4.2581,-1.0835,0.3369,0
-4.0590,-2.7305,-1.5555,-0.2202,4.2819,1.4908,1
1.6434,0.8196,-0.6287,1.6945,0.5879,0.7681,0
-0.3315,-2.9287,-0.7099,1.8467,3.4657,1.9826,1
-2.0955,-1.4914,-0.4389,2.3360,3.3896,-0.9608,1
0.8765,0.6191,-0.0640,2.6728,-1.4036,0.6714,0
1.6977,0.1676,-0.9504,-2.3902,0.9829,-0.6218,0
-1.4159,-3.0651,-1.2391,1.8270,3.3884,-0.8692,1
-0.1472,0.3829,1.1613,-2.0342,-3.2720,2.0406,0
-0.3319,0.0646,-0.5446,-3.6573,1.0325,1.2966,0
-0.6911,-2.6188,1.9350,-1.0802,2.6226,-0.0879,1
-4.1343,-4.0247,-0.7978,0.6255,2.2118,0.3579,1
-1.5204,-3.4231,0.4430,0.4323,4.2018,1.7538,1
-1.7738,-3.8373,-0.2871,2.7419,-0.0657,-0.1994,1
0.7973,-3.1129,-1.2832,-0.3748,1.8835,-0.1590,1
-0.3733,1.0455,-0.0684,-3.0882,1.0339,1.2138,0
0.3692,0.4549,0.4842,-0.7986,-0.2775,1.2876,0
0.1472,-2.2575,-0.7267,0.4042,0.7166,0.6856,1
0.0795,-2.4421,-1.2683,1.2736,1.9880,0.2451,1
-2.1673,-1.7230,-2.6406,-0.8043,3.3068,-1.9373,1
0.4124,-0.2840,0.5864,-1.0507,-0.8162,0.4175,0
-1.8802,-1.4867,-1.0257,-0.4220,2.6769,-1.0946,1
-0.4292,1.6005,0.1849,-1.2224,0.5712,-0.7008,0
-3.4593,-2.2662,-1.0063,4.4497,0.7379,0.3893,1
0.1449,0.9679,-0.0215,-1.3537,1.1735,1.3651,0
1.2457,1.7223,0.3967,-3.6975,-1.7543,0.6211,0
-1.5872,-1.5527,-1.2637,0.6515,2.8742,0.5678,1
2.3805,0.0860,0.6604,-0.4679,-2.6298,-1.0609,0
0.7449,2.1818,0.2564,0.1514,-0.4326,-0.9708,0
-2.3001,-4.6709,-0.0631,0.2931,4.1759,0.0147,1
-3.2797,-3.5459,0.2246,0.5398,2.7724,-1.1552,1
-2.0751,-2.6208,-0.6159,1.1010,2.9591,-0.4321,1
-1.8168,-3.3140,-0.9819,3.6522,4.4874,1.4221,1
-1.6826,-4.5032,0.1133,-0.0684,3.7204,0.0254,1
-2.2930,-4.6351,-0.1319,1.6156,3.4985,1.3044,1
-3.3348,-2.9323,0.3232,2.3645,0.7558,0.7369,1
2.0168,1.1071,-0.5137,0.3176,-0.4029,1.4708,0
0.3844,0.9355,0.2169,-0.0804,-2.5836,0.1961,0
-0.4584,0.6575,-0.3153,-0.9659,0.0697,0.5467,0
1.2798,1.2203,-0.0605,-1.6312,-0.3891,-1.4755,0
-1.2737,-3.7986,-1.0644,0.9348,2.5585,-0.6162,1
-1.7918,-2.9201,-1.1238,2.0091,1.0195,-0.8338,1
1.5329,0.4941,-0.3465,-0.2505,0.1917,0.0537,0
1.5113,0.7080,-0.4802,-0.6872,-1.3616,-1.7944,0
0.4121,1.3836,0.0546,-1.1661,-1.3907,-1.1012,0
-2.9101,-4.3376,-1.6316,1.5150,2.2104,-0.8074,1
-1.1554,-2.4450,-2.0150,1.8937,1.3501,2.7061,1
-1.2756,-4.7756,0.4129,-0.6832,3.2919,2.0087,1
1.6619,-0.5822,0.2290,-1.6714,-0.4267,-0.1046,0
0.6619,2.0375,-0.4812,0.8920,-2.0263,-0.0398,0
-3.2718,-2.0762,-0.6333,-1.0924,2.8199,-0.2094,1
0.3903,0.4225,0.3273,-1.9181,0.4894,1.0028,0
-0.8563,-2.2039,-0.3717,-0.2954,3.8827,-1.3465,1
0.1099,1.7540,-1.4829,-2.2037,-2.3731,0.5218,0
-0.0758,1.1094,0.0100,1.9598,1.5960,-0.6528,0
-2.1043,-3.0315,-0.7203,-0.0261,2.3223,1.3464,1
-0.5973,-4.0996,-0.2426,0.8883,1.3271,0.1661,1
-2.4356,-2.9734,-0.5735,-1.8577,2.1829,0.5706,1
0.0302,-1.8267,1.2627,-1.3103,-0.0659,-0.3423,0
-2.5225,-2.5075,-0.3778,0.0450,3.1748,-0.1326,1
-1.5725,-2.4216,-0.8265,0.0329,3.1988,1.3452,1
1.1709,0.5532,-0.0189,-1.6386,0.1282,0.0001,0
0.4418,0.9363,1.1820,0.9582,-2.3107,1.6626,0
1.8281,0.6469,0.7139,-0.6170,1.4073,-0.3370,0
1.9502,0.4254,-0.2402,0.3607,-3.2293,1.2935,0
-0.2460,-4.6148,-0.8659,2.2243,1.5656,-0.9728,1
-0.0663,-3.3821,0.5540,2.1315,3.0752,-0.5674,1
2.0312,1.0866,0.0017,-1.8332,-1.1154,-0.8575,0
0.3023,1.2552,-0.8045,-1.3576,-1.2949,0.1137,0
0.2769,1.1823,0.9258,-2.6691,-1.4109,0.2731,0
2.1425,0.2056,-0.1436,0.4075,-0.9487,-0.8098,0
-1.4751,-3.1315,-1.2704,-1.5251,1.9353,0.6176,1
-1.3183,-4.5054,-1.6012,1.9980,0.6189,1.1899,1
1.5339,2.4462,-1.3525,-0.0599,-1.5743,0.2044,0
-3.0613,-2.2906,-0.0269,-0.9053,0.7448,0.7350,1
-2.1445,-3.1117,-0.3542,1.3672,2.8833,-0.0283,1
-0.7763,-2.5897,-0.6174,1.3752,2.6762,0.1260,1
0.5718,1.7391,-0.2033,0.9891,-0.1774,0.6658,0
1.6468,1.0907,-0.9610,-3.1195,-1.4193,-0.5510,0
-2.0085,-3.2291,-0.1504,-1.5364,2.6187,-0.4795,1
-2.4638,-3.8996,-0.7070,-0.8591,3.2769,0.8579,1
-0.1270,-0.0361,-0.0819,0.5635,-0.3700,-0.6231,0
-2.1945,-4.2484,-1.1151,-0.8300,2.9840,-0.0076,1
-1.9499,-4.7626,-1.0048,0.1074,3.7181,-1.4295,1
-2.7953,-3.9831,-0.2276,-0.3824,4.0511,1.8350,1
-4.1369,-2.1927,0.0222,1.7759,3.2360,-0.1529,1
-2.3636,-3.6200,-1.5221,1.0028,2.5305,0.3341,1
-1.8379,-4.5219,-0.7397,-0.2283,1.4306,0.2610,1
1.4855,0.5189,0.2576,1.1751,-0.1918,0.8923,0
-2.6001,-2.5401,-0.7224,2.7079,4.8180,-0.3185,1
1.2843,0.9293,1.1996,-2.6587,0.8241,1.4335,0
-1.7495,-2.6415,-0.6453,1.2588,2.4768,-0.9228,1
-2.5464,-3.3594,0.0276,0.2148,3.1004,1.5379,1
0.5910,1.5987,-0.8489,-0.9635,0.4974,0.9714,0
1.7520,-3.4677,-0.4781,0.9993,1.9891,0.4936,1
-3.0301,-3.3540,2.2145,-0.4508,4.0260,1.6528,1
2.4120,1.3878,0.5606,0.3338,0.3361,-1.0411,0
-0.2213,-3.1495,0.1176,2.0389,2.9468,-0.6306,1
-1.0428,1.6826,-0.3950,-3.0216,-1.3877,0.0478,0
0.1265,-3.9485,0.2354,1.1056,2.1064,-0.9570,1
-0.0958,-3.2480,-0.4094,0.4129,4.7079,0.7849,1
0.5191,1.4180,0.5219,-2.4027,-2.5536,-0.4731,0
0.1861,-0.6348,-1.9274,-1.0943,-0.4470,0.5291,0
-0.2925,0.3879,0.2543,-1.3169,-1.4333,-0.2398,0
0.0108,0.2561,-0.1676,-2.6670,-2.0298,-0.1720,0
0.6173,1.0609,-0.3259,-2.0068,-2.2944,0.7527,0
0.1480,-0.4008,1.2799,0.7606,-1.6048,-0.2586,0
-2.7636,-3.3481,0.5452,0.2837,3.6332,1.4709,1
-3.9739,-3.9760,0.2117,-0.0535,1.9442,-0.3041,1
-1.0163,-3.3662,1.5400,1.0778,0.1420,-0.8614,1
-1.7206,-1.7238,0.3110,-0.0356,1.9584,-1.1965,1
-0.8389,-4.5720,-0.1529,2.0832,3.0812,1.4634,1
0.2835,-3.3740,0.8700,-2.2644,1.9453,0.0023,1
-1.7631,-2.0585,-0.5011,-0.6909,1.3631,-0.3316,1
-1.2351,-3.9422,-0.9160,0.0464,3.2618,0.5707,1
-0.2697,-0.2375,-0.6822,-0.3075,0.5770,0.4279,0
-2.7594,-1.4064,0.0214,-2.5603,3.5364,1.2675,1
1.9614,0.3394,-1.3169,-0.7810,-0.0085,1.0446,0
-1.2958,-3.5706,-0.7570,0.7291,2.0976,2.2181,1
0.7503,0.2721,1.5981,-1.7226,-1.3730,0.1491,0
-0.5991,1.1327,-0.1774,-0.8271,0.1999,-0.5047,0
-2.2224,-4.4050,-0.2252,-0.0619,3.7113,0.2763,1
-2.5255,-3.7167,0.3577,1.5198,3.7384,0.1740,1
-0.4914,0.4551,0.4431,-0.0224,0.2391,1.3882,0
-0.6942,-1.8373,-2.2832,1.9238,3.4351,1.1866,1
1.0224,0.0447,0.3138,0.5371,-0.3652,1.2457,0
1.8843,-1.2114,2.2498,-2.2286,2.1457,0.6352,0
0.5969,0.9124,-0.0412,-0.1952,-2.3839,-0.2458,0
-1.5605,0.8097,-0.1470,-2.6364,-1.9734,0.1105,0
0.2703,0.4995,-0.4738,-1.8295,-1.4253,1.3473,0
0.3004,0.6414,0.6253,1.1170,-2.6208,0.1114,0
-0.0590,0.6369,0.1395,-3.3145,-2.0062,-0.2646,0
-0.7710,-4.9462,-0.1674,0.6516,1.8889,0.6171,1
0.0889,2.4290,0.1573,-1.6779,0.2124,0.0438,0
-2.6929,-3.5299,-0.3119,0.9345,2.7713,0.6192,1
1.5954,0.6529,1.4088,-0.2734,0.6069,0.1516,0
-2.5511,-3.5256,-0.1556,0.0967,-0.5398,-0.0594,1
-0.7712,-1.8293,0.4955,0.3516,2.0047,1.8686,1
1.7417,-0.3299,-0.7522,-2.0063,-1.6700,-2.0039,0
-2.5449,-3.5515,-0.2695,0.3366,0.5285,0.7164,1
-0.5487,-1.7819,-0.2327,1.8722,4.5695,-0.6961,1
0.2382,-1.6962,-1.1649,2.3802,0.9670,3.3449,1
1.6547,0.7950,-0.5767,-0.6185,-0.0003,0.1283,0
2.1164,1.0372,-0.3635,0.4554,2.8695,-1.8773,0
0.7499,1.6262,-0.3303,-2.2893,-1.6746,0.4395,0
-0.3735,-0.9863,-0.8788,-0.7615,-0.9189,1.2347,0
1.0714,-0.3341,-0.3846,-1.9109,0.4595,0.1454,0
-1.9397,-2.6896,-0.2477,-0.2686,0.6564,0.6406,1
0.6560,1.2205,-1.0597,1.0663,-1.0600,1.2420,0
1.3772,0.7860,-0.4239,-1.2909,-1.7917,1.9074,0
-2.5707,-3.0986,-1.2043,-0.2902,2.7767,2.1412,1
-0.1022,0.6012,1.0921,-0.9178,-1.2460,2.8877,0
1.4035,-0.0003,-0.9443,-2.3512,-1.6088,1.4153,0
-1.6740,-3.9593,0.6291,2.5444,2.1479,1.2802,1
0.8961,-0.1476,-0.8791,-0.7489,-0.5102,0.4934,0
-1.3844,-2.3786,0.8206,0.7388,3.2061,1.7499,1
-1.8124,-3.5926,-2.2597,0.4367,-0.1206,-0.6300,1
1.2563,1.2423,-1.0671,-3.9616,-2.2255,0.3867,0
3.3684,0.4729,-1.8129,-2.7926,0.4807,0.7673,0
-1.0451,-3.4623,-0.6324,-2.2354,3.8888,1.6620,1
-0.0668,0.1138,-0.0292,-1.5460,-2.1142,-1.0068,0
-1.4802,-2.0130,-1.2104,-1.2019,3.1720,1.5085,1
-2.6075,-4.3000,-1.2260,0.3591,4.3346,-0.5145,1
1.2834,0.8150,-0.0393,1.5674,-0.2467,-0.5485,0
-1.9598,-3.0358,0.8436,0.4133,3.5415,0.9840,1
-0.2204,0.9545,-0.6744,-1.4914,-0.9358,0.9383,0
0.7567,0.7544,-0.3376,-1.7276,-0.5183,-0.7920,0
-2.4436,-3.0650,-2.5411,1.8622,3.5016,-0.3079,1
-1.8835,-3.2301,-0.9614,0.9084,1.2234,1.3983,1
-2.4323,-2.3237,1.5877,1.1875,3.4299,0.7284,1
0.9031,1.1580,1.0528,-1.5506,0.8800,0.1946,0
