m3,m0,m5,m1,m4,m2
-1.963697,-1.743234,-0.452640,-0.750516,-1.224496,-0.894583
-2.098866,-0.364205,0.061701,-1.674004,-1.160786,0.026484
-1.377131,0.109693,-1.257411,-0.089551,0.601753,-0.133407
-1.232599,-0.995275,1.499590,0.113704,-0.184069,0.749726
1.016867,-0.885679,-0.744185,0.956310,0.364277,-1.534278
-2.163052,-0.701456,-2.181062,-2.114461,-0.261532,-1.768068
-1.591161,-0.832547,-1.227731,-0.372146,1.060819,-1.309300
1.205906,0.731004,0.889994,0.466500,0.844560,0.239501
-1.887441,-1.342053,-2.195226,-0.158244,-1.148674,-2.877778
-0.512214,-0.819361,-1.100971,-0.893995,-1.799331,-2.478251
0.138266,-0.892378,-1.574589,0.751787,1.090179,-0.830023
-1.010273,0.362459,-2.236854,-0.649283,-1.353986,0.064436
1.564494,0.504481,0.223943,0.144771,0.735816,1.219428
0.263779,-0.360881,-1.155621,-2.061998,-4.685356,0.662336
-0.265726,-1.233718,-0.803127,-1.518605,0.483834,-0.851746
-2.554303,-0.626028,-0.770559,-2.118318,-2.374241,-1.052807
-2.458889,-1.441095,0.416028,-2.171001,-1.539996,-1.520185
-0.208944,-1.499578,-0.585468,-1.561145,-1.091027,-1.643132
1.189307,-1.830733,-1.448014,-1.099141,-2.557692,-1.822568
-1.518021,-0.347300,-1.396322,-1.050108,-1.485076,-1.609657
-0.365068,0.508870,0.892862,-0.658543,-0.247178,-0.147349
1.997607,1.939836,-0.674330,1.916604,1.575421,-0.399298
-2.277243,-0.447983,0.055871,-1.726218,-1.282035,-0.354853
3.258362,-0.266505,1.820190,0.690681,0.606976,-0.751135
0.065633,1.096888,-1.211697,-0.472485,-0.588974,-0.994644
1.879274,-0.372640,1.033303,0.299750,-0.508470,0.665528
1.942643,2.146678,1.525777,2.988802,2.848614,1.324066
-1.190379,-0.796508,-0.759382,-1.037277,-1.356330,0.389603
-2.406256,0.720353,0.920260,-1.480866,-1.330168,1.148336
-0.230366,-0.918367,-0.584650,-0.082593,0.791410,-0.438744
-0.561351,0.492221,0.031889,0.076710,0.986044,1.351853
-1.530500,0.277166,-0.092423,-1.633482,-1.148098,1.208893
-0.356742,-1.774146,-2.581931,-2.326137,-1.941928,-2.120410
-1.968086,-0.075829,-0.561784,-0.099228,-0.652353,-0.973232
0.535583,0.229191,-1.226045,1.368191,1.014646,-0.862430
1.356014,0.290681,-0.050074,0.433627,-0.328069,-0.755737
-0.288565,-0.679001,-2.044385,0.279368,1.069140,-1.284310
0.969012,0.085804,-1.593229,-0.321151,1.383740,0.995652
1.561461,2.335236,2.390147,3.237804,3.814374,2.161392
-2.464080,0.142642,-0.642186,-0.635707,0.033995,-0.239485
0.051141,1.079707,0.774703,0.731146,2.023935,1.016856
-1.455397,0.232125,0.674829,0.699765,1.367187,0.601353
-0.534355,0.890371,0.508188,-0.325275,-0.922645,1.561364
-1.078512,0.243108,1.288858,0.398942,0.605046,1.407845
0.110126,0.244139,2.572260,-0.676688,-0.114566,0.441029
-2.308552,-0.923643,-2.195785,-1.429218,-0.677426,-1.697540
2.503403,0.614658,0.460769,-0.312667,-2.187506,1.065892
-0.499676,0.697566,-0.311260,-0.408386,-1.035659,0.774870
-0.391006,-0.318379,-1.084553,-0.516417,-1.128496,-1.793554
0.721643,-0.180389,0.848917,0.073733,0.685756,1.180032
0.636167,-0.279249,-0.751824,-0.729255,-1.444543,-1.826814
1.204987,0.513611,-0.101713,0.522292,0.210004,-0.329487
2.526573,1.186580,3.273705,2.441643,1.781938,1.270332
-0.952950,-0.796991,-1.242965,-0.145711,-0.418410,-2.286900
0.762713,0.425797,-2.259897,1.586035,1.803845,-1.064049
0.262257,0.608336,-0.101209,-0.112181,-1.060343,-1.700261
-0.866422,0.188730,-0.195220,-0.231776,-1.114473,1.649233
-0.150671,0.302246,0.052333,-0.345598,-0.895515,-0.651343
1.177047,-0.090030,0.476471,0.871358,-0.822038,0.245585
0.590745,0.020273,2.564288,0.390392,0.865752,0.716809
1.864446,0.294012,-0.718800,2.133090,3.668683,0.447675
0.844245,0.513970,-0.345331,1.346068,0.013646,0.238426
0.780541,-0.242424,-0.933060,-0.300733,-0.841354,0.074359
4.033124,0.207544,-1.285915,1.582296,2.615182,-1.280855
-1.403504,-0.942388,0.387244,-0.601039,-0.786302,-0.154080
1.717231,0.703382,4.074261,2.405780,4.219352,2.950026
-0.808102,0.714819,1.982919,0.877444,0.490211,1.076223
-0.915532,-1.490986,0.120467,0.017649,-0.069798,0.069034
-0.117753,0.897628,0.153912,1.115620,0.693564,-0.065567
1.215717,-0.926305,1.167413,0.367906,-0.176366,-0.467395
2.573574,-0.047236,-0.364110,1.645966,1.642566,0.149708
1.314212,-0.087536,-0.143842,-0.049785,0.474430,0.721751
-1.307175,-0.230447,1.334358,0.908277,0.144207,0.345333
0.920463,-0.709964,-0.152513,0.066526,-1.733069,0.264197
1.557347,0.596417,1.010322,-0.471956,-1.067564,0.088435
0.303877,0.099655,-1.958018,-0.812290,-1.032668,-0.270250
-0.589101,0.698191,-0.343415,0.087831,-0.205947,-0.482539
-0.095322,0.948716,0.692782,0.346653,-0.975024,1.041060
-0.029823,0.817059,0.736009,0.186912,-1.839531,1.939145
1.656554,1.242426,0.291007,1.448644,2.173364,1.171214
-0.327741,0.059118,0.906729,-0.856575,0.877256,2.033318
1.080428,1.688121,-0.091637,1.666884,0.007839,0.549785
-0.103608,0.252266,0.407846,1.905987,1.170028,1.926344
0.151863,0.747227,1.576955,-0.276509,-0.263635,1.666263
1.986089,-0.745074,-2.139105,1.497509,1.257501,-1.669522
0.576225,2.145155,0.319331,1.359635,1.190880,2.351653
1.079977,0.869110,1.232883,1.846486,2.495037,1.771544
1.874562,1.040082,0.493002,2.916906,1.207937,0.600315
-3.050749,-1.740322,0.675659,-2.540922,-3.045704,0.727538
2.488696,0.565954,0.735721,1.181831,1.483799,-0.387677
0.439614,-0.225237,1.263123,0.874345,1.221860,-0.258340
1.651012,-0.273292,-0.969230,-0.233070,-0.180598,-0.540235
0.313915,-1.431261,0.534181,-0.322360,-0.913497,-0.034400
0.571501,0.641653,0.439408,0.172981,0.517835,-0.391998
-1.814708,-1.559809,-0.245009,-1.101850,-1.420279,-0.429049
1.488642,0.989448,-2.346650,0.970929,-1.108383,0.367137
1.409131,0.470880,0.137777,1.051453,0.670171,0.652115
0.260746,1.208744,0.623350,1.877570,1.152921,-0.432592
0.202796,-0.861181,-0.420716,-0.569000,0.231098,-1.020137
0.317723,-1.187747,-0.436471,-0.837184,-0.527261,-0.191578
-0.912973,-0.799649,0.937859,-2.047207,-0.022980,-0.875312
1.603679,-0.620858,-0.936130,0.984838,0.768192,-0.898629
-0.546847,-0.111327,1.371607,-0.419218,-0.216035,1.460033
-0.432951,0.185945,1.007388,-1.279636,-2.606817,-1.231060
0.872113,1.833508,2.361930,0.495457,1.176221,1.507070
1.459519,-0.783320,-0.556703,1.738127,0.623158,-1.348736
-1.275576,-0.847666,-1.296428,-1.083989,-1.554147,-1.300408
-0.626433,-0.273389,0.284437,-2.132635,-1.754354,-1.086283
-2.099660,-0.252429,-0.060598,-0.451517,-1.595485,0.131857
-2.118200,-1.109590,0.007959,-1.572105,-1.772289,-0.925272
1.919931,-0.419440,-0.657571,1.008292,1.274280,-1.024577
-0.215394,-0.455868,1.764288,0.485169,0.840494,-0.033719
-1.969605,0.256308,-0.246767,-0.464798,-1.806586,1.236582
-1.535975,-1.944790,-0.913819,-0.047268,-0.372246,-1.766707
-1.613033,-0.883681,1.727450,-2.154982,-1.736859,-1.544754
-0.049826,0.877157,0.207446,0.762247,0.470048,0.765356
-0.092658,0.489380,0.978400,0.363122,1.488725,0.124817
1.761567,-1.247936,-2.752770,0.497855,-0.015694,-3.024585
0.207303,0.124404,0.942547,1.704799,4.368917,-0.317997
-0.173085,-1.873558,0.570465,-2.366090,-1.435554,-1.137874
0.194081,0.530356,1.166971,0.419292,0.276665,0.519374
0.134456,0.027643,0.377892,0.684767,2.199097,-1.115793
-1.264285,0.588594,0.996759,0.430729,-0.240155,0.701797
0.703854,-0.157908,-1.861980,0.422400,0.802731,-1.600330
-2.046676,-1.174880,-0.108496,-0.446429,0.915650,0.106170
0.270470,0.478382,-0.005648,-0.425709,-0.727884,0.999933
-0.589622,-1.250493,-1.627863,-0.631986,1.002653,-1.579556
-2.772558,0.472723,-0.710589,-0.488292,-0.932733,-0.497653
-1.132719,-0.345896,-0.444465,-1.658345,-1.452125,-0.996139
-0.634962,1.323660,0.690742,1.894135,2.338388,0.837559
0.607997,0.229635,1.744392,1.413790,0.042323,0.496254
-0.737050,0.383685,-1.046629,-2.312688,0.522204,0.041960
-0.064294,-1.006365,-1.238741,-0.866059,-1.629870,-1.386017
-0.485361,-0.724548,0.026615,0.843273,1.611635,0.753911
-0.208174,0.619714,-0.328501,0.467587,-2.074962,-0.092758
0.759832,0.092157,-2.358567,1.413025,-0.219705,-2.757223
-0.466089,0.022076,3.098673,1.167134,0.813189,1.298219
2.486166,0.701231,-0.135325,1.545345,0.368787,-0.964136
-2.640633,-0.398086,0.155769,-1.583155,-1.112243,-0.619845
-1.026288,-0.767614,-0.684390,-1.311655,-2.288525,0.366727
2.972121,1.520898,0.330338,1.855742,0.820156,2.684108
2.637574,2.324795,2.022614,2.450721,0.645515,1.920546
0.252285,-1.270659,-2.014868,-0.591054,0.559978,-1.739455
-0.163964,-0.298116,1.771503,0.529950,0.301549,-0.194710
-1.791965,-1.887803,0.299725,-2.053769,-3.239827,-0.318917
0.664330,-0.628388,-0.526485,1.050305,1.410503,-1.966247
0.697566,-0.661753,-0.611908,1.079980,0.140768,-0.121069
2.438562,0.139256,0.069200,2.148215,1.014434,-0.126546
0.141600,-0.855478,-0.421946,-0.958014,1.195225,-1.741926
2.399331,0.371805,-2.224354,1.481387,1.935450,-0.964368
0.197351,0.738542,0.994597,-0.257741,-0.710974,-0.140043
-0.080684,0.215795,0.108764,-0.531387,-0.894596,-0.373566
0.976886,1.281200,-0.021640,2.248436,3.115335,0.594010
0.532158,0.886797,-0.985507,1.197487,0.281142,0.188314
1.556747,0.284331,-1.700252,0.961462,0.376295,-1.861339
-1.097578,0.848638,1.337800,0.495357,0.172273,1.100547
2.824053,1.446903,1.602765,1.874577,0.405340,2.107061
2.144382,-0.349327,0.675664,1.466714,-0.077720,1.408166
0.909556,1.150969,-0.427340,0.354973,0.341183,0.225573
-1.303015,-0.242611,0.856388,-1.144101,-1.545019,0.911696
-0.330980,0.152145,1.249014,-0.945084,-0.051166,0.804544
0.273495,0.462423,-0.084598,1.192231,-1.754873,1.206980
-1.534981,-0.399380,0.586484,0.180569,0.671739,-0.535571
0.012485,0.533619,-0.259703,1.672501,0.110571,0.124566
0.620531,1.166365,2.089352,1.648631,1.924539,2.281044
-2.387399,0.347611,0.107677,-0.778130,-1.676311,-0.146932
2.756808,1.749207,-0.511737,1.555705,0.841484,0.439273
0.064372,-0.024403,-0.322573,-1.339618,-1.168450,0.393621
-3.352608,-1.940532,-4.128245,-2.837236,-2.712727,-3.059719
-0.459125,0.002251,-0.261475,0.330854,0.186805,0.248369
0.467200,0.351487,0.471441,-0.635608,0.322142,-0.162302
-1.403499,-1.192276,-1.062666,-1.768454,-0.383351,-0.424236
-0.220524,-0.784781,0.097138,-1.812118,-1.089306,-1.641005
-2.057828,-2.451275,-0.953050,-1.658108,-1.144740,-0.616863
0.731810,-0.030522,-0.037803,0.545709,1.161549,-1.112142
0.620447,0.420935,3.035820,0.770571,1.063489,0.259508
1.082296,-0.152820,0.957635,0.999915,1.772692,1.026000
0.653302,0.660612,0.764807,1.650796,2.169799,0.796073
-0.565665,-0.017831,0.253409,0.512400,-0.220204,-0.420084
-0.414721,-1.304186,-2.177388,-0.709582,-1.104574,-2.762457
-1.021339,-0.012925,-1.280201,-1.663468,-3.056694,-1.344919
1.249600,1.254847,2.511562,0.252843,0.511920,1.867885
0.627022,0.932545,-0.327155,-0.903499,-2.278502,-0.131568
-0.068345,0.755592,-1.977256,0.169716,-0.699984,0.832140
-1.273856,0.850086,-0.979112,0.700495,1.660413,0.618480
-0.228066,0.247734,-1.388434,0.242474,0.677350,-0.425522
-0.904197,1.326907,1.617191,-0.413114,-0.517741,0.663452
3.092055,0.740542,0.322864,2.116004,0.248340,0.554636
-2.528531,-0.535906,-0.975853,-1.817590,-0.229145,-0.658718
-0.628163,-0.765450,-2.291114,-1.598904,-0.836625,-0.776685
0.164184,0.358560,-3.179574,0.071662,-1.157448,-2.165115
0.890480,0.643707,0.036048,-0.672699,-0.483601,1.519801
-0.171237,1.143650,1.288927,-0.027122,-0.286726,2.004028
1.245275,0.716781,-0.577786,0.074506,-0.199900,-0.271208
1.792584,3.081151,1.384100,2.113391,2.209485,3.058166
-0.547237,-0.140648,2.782230,-1.575722,-1.709998,1.494815
2.163779,-0.890568,-0.016865,-0.840208,-0.988614,0.570271
0.413208,0.244081,1.434108,0.965975,1.123729,1.345264
1.271011,-1.262994,-0.757747,0.647402,0.850738,0.416407
0.067828,0.059651,-0.073816,0.115760,0.742206,0.279276
-0.886323,-0.061733,-1.762605,-1.297406,-1.295989,-0.628424
3.544365,-0.104787,-1.049946,1.050533,0.270915,-0.075197
1.459933,0.235795,0.789457,0.904769,0.080897,1.787623
1.138035,0.142307,1.300494,1.271562,1.450723,-0.247029
0.410710,-0.532327,0.546001,-0.555662,-1.149278,-0.228241
1.344782,-0.104534,0.354233,1.203745,0.616863,0.738177
1.329742,1.064197,1.183375,0.049148,-0.491692,-0.058489
-2.035679,-0.728075,-3.336423,-1.947911,-2.223221,-1.876512
2.444510,2.619802,3.204311,1.061048,1.346343,1.804837
-1.760740,-0.838910,0.298835,-1.664810,-0.717398,0.602800
1.633806,-0.119904,-0.339678,0.613164,-1.213652,-0.419442
1.914280,1.718191,3.342053,2.307952,1.172326,2.327798
2.794340,1.088656,0.684953,2.555201,1.866382,0.216825
-0.849761,-0.182351,-1.440031,-0.336051,1.168414,-0.821672
1.120085,1.526946,0.647340,0.058931,-0.020685,0.961481
-1.518370,-0.332229,-1.015936,-1.713407,-1.913960,-1.096956
0.927786,0.379662,0.425911,0.771557,0.993585,1.511193
0.878238,0.013728,-0.708742,0.269081,0.161858,-0.547006
-2.931035,-1.898600,-4.975435,-2.115321,-2.039622,-2.880003
-0.511526,0.485812,-0.520364,-0.811715,-0.619769,-0.220446
0.972843,-0.158146,1.584501,-0.295464,1.454396,1.468302
-2.671426,-1.361870,-1.556714,-1.283361,0.223627,-1.320097
1.268329,0.363810,0.948692,1.004219,1.394409,0.966745
-0.917493,-1.232652,-0.000262,-0.800881,1.080408,-0.810327
-0.407150,-0.046255,2.429160,-1.649212,-0.115560,0.423271
0.325914,-0.064067,0.672284,-0.626597,0.247198,1.673318
-2.706811,-2.502058,0.891975,-2.418332,-1.967721,-1.139285
-2.021785,-0.717373,-0.820350,-0.714577,-1.582710,-0.416632
-0.681427,-0.345889,0.370742,-0.369139,0.070688,0.750157
1.068371,-0.266969,0.146060,-0.057926,-0.581776,0.027450
0.443816,-1.781773,-1.189158,-1.459397,-1.992928,-1.303508
-0.513607,-1.748691,-1.716841,-1.734321,-2.742392,-0.686576
-2.818022,-1.470507,-0.057942,-2.294447,-2.190498,-1.776456
2.058219,1.634309,0.266410,3.461745,2.416180,-0.295750
1.651512,0.256383,0.481570,2.241634,1.955255,0.989451
0.189447,1.524308,0.665480,1.125170,1.773961,1.180609
0.162984,-0.127448,0.017681,-0.787349,-0.325701,0.208201
-3.395853,-1.005684,-1.030065,-2.792394,-2.492225,-1.801596
0.336546,-0.140575,-0.014011,-0.610848,-1.167722,1.006524
-1.638155,-0.290139,-0.360529,-1.188985,-2.345550,-1.235963
1.435890,1.099315,-0.101646,0.568422,2.227147,0.221832
-1.430917,-1.247260,-0.655066,-0.988451,-0.887972,-0.391166
-1.306375,-0.419182,-0.154352,-0.720510,-1.321344,-1.238349
0.021976,0.178515,0.141820,-0.377228,0.556229,-0.513332
0.391581,1.277202,-0.499052,0.900018,1.758776,2.553405
0.013950,0.996472,0.265992,-0.371372,-0.755877,1.012984
-1.193844,0.719255,1.256539,1.309702,0.950356,1.016236
-0.258249,-1.147888,-0.929267,-0.089743,-0.392927,-0.044658
-1.760978,-0.561603,-1.964100,-1.828619,-1.235562,-1.758284
1.360067,0.608416,1.524756,1.044140,1.168367,1.094898
-1.029465,0.312570,0.197870,0.228246,0.367113,1.106636
-0.073223,0.583933,2.624015,1.825907,0.022811,1.216664
-1.334561,0.134303,-1.336340,0.274211,1.765952,-1.325585
0.043704,-0.154304,0.770326,1.422696,0.100877,1.142075
0.249491,1.172291,0.225473,-0.360302,1.090848,1.309303
1.301911,-0.021346,-2.010328,0.151238,-0.557739,-1.249477
-0.272508,-0.589142,-0.795492,0.348103,-1.416853,-1.066709
0.675888,-0.134114,-1.313605,-1.049924,-0.508133,0.334167
0.403566,-0.259001,0.262300,0.753081,0.480079,0.510874
-0.592166,-1.042108,-0.563682,-1.117710,-0.805256,-2.422848
-0.960685,-1.269655,-0.501676,-0.620716,0.401343,-0.476561
1.086904,-0.640529,-1.649043,-0.449377,0.327993,-1.100316
-1.989713,0.176241,-0.680040,-0.503064,-0.815280,0.851199
0.911478,0.248832,0.361490,0.074822,-1.640997,0.157043
-2.142527,-1.222756,-1.669677,-1.346570,-0.660415,-2.325224
-0.385287,-0.616208,-1.305260,-0.882580,-0.221686,-2.110410
-1.224374,1.689408,-1.228767,-0.110126,-0.382073,0.111319
0.304314,0.770497,0.838052,1.409597,1.286881,2.198456
-2.728492,-0.640110,-1.682511,-2.241085,-2.854330,-1.411188
0.549759,-0.715161,-0.000331,0.277427,0.971815,-0.033614
-1.093946,-0.985884,-0.483074,-0.598183,0.196181,-0.151972
-1.338747,0.343814,2.377663,0.567197,0.073426,1.482887
0.865825,1.060009,0.005551,0.303115,0.205561,-1.861768
-1.744294,-1.074813,-0.060162,-1.794669,-0.498386,-0.956170
-1.231487,-0.981010,-0.230364,-1.789562,-0.336292,-0.242562
4.038451,1.166439,0.256054,2.378891,1.073706,1.148867
2.552068,1.395064,0.995004,1.491301,-0.493604,1.835324
-0.703448,0.720474,0.380460,0.430438,-0.265503,0.625371
-1.419030,-1.425685,0.808316,-1.916353,-1.132174,0.181113
-1.871752,0.098979,-0.267891,-0.339257,-1.443743,0.393106
-1.116689,0.109590,1.199880,0.134622,-0.211952,-0.992457
-1.328572,-1.334930,-1.895232,-0.838817,-1.480010,-1.961471
0.447030,-0.117049,2.084774,0.179652,-0.245390,0.382170
-0.876339,1.267784,1.290279,0.381805,0.641155,0.835644
1.277516,-0.155212,-1.194805,-0.449224,0.058717,-0.099120
1.347427,-0.094785,0.626291,1.075127,0.909700,1.311937
2.475411,0.625859,0.996347,0.991676,1.049885,0.835494
-0.904372,-0.415636,0.652283,-0.649605,-1.122853,-0.457640
-3.092634,-1.376574,-1.203106,-3.046530,-2.702064,-0.702460
0.308765,0.962981,2.874869,1.347756,-0.093147,0.592246
-1.363798,1.276800,1.188287,-0.644506,-1.034865,1.625953
-1.200385,-1.483969,-1.199699,-1.551908,-1.831910,-1.116216
0.172603,-0.791188,-0.501562,-1.333170,-0.866871,-1.319034
-1.962833,-0.123527,1.677237,-0.723429,0.508384,-0.118081
-1.214498,-0.600261,-1.574138,-1.498513,-2.038802,-0.936545
2.395430,1.267874,0.635976,2.217112,0.872419,0.519484
-0.509937,0.615300,0.771441,-0.271093,0.014734,-1.019679
1.967185,2.935215,2.258604,2.319296,0.399548,1.634703
-1.114200,-0.425527,-0.499497,-0.927786,-1.296478,-0.614664
-0.106490,-0.754908,-0.871003,0.682213,0.829094,0.233759
0.511217,-0.993627,-2.293414,-0.276000,-0.108365,-2.638231
1.146039,1.393978,0.528822,1.255169,2.205844,3.042814
0.028395,0.460696,-1.104328,-0.230937,0.336970,0.042881
-2.033278,-0.775268,-1.515240,-1.969157,-0.958324,-1.543743
-1.026409,-0.769054,-0.614410,-1.015224,-0.709015,-0.715592
2.258014,1.125510,0.215974,1.191974,0.255421,0.616421
1.297683,1.877537,0.684005,2.651258,1.798431,1.603261
-1.644655,-1.054156,-0.496207,-2.299658,-2.315704,0.189025
-0.362177,0.070114,-0.613867,0.773539,1.147233,1.270150
1.269165,0.990546,0.612413,0.397591,0.318120,1.008310
-1.125054,0.518133,0.450775,-0.986732,-1.798744,1.075352
-0.184269,-1.123755,-1.828370,-1.035740,0.184326,-0.312278
0.444943,0.461795,-0.676155,0.214995,0.792842,0.545492
0.302173,-0.440920,0.563070,-0.466006,-0.669708,-1.053695
1.637576,1.360730,-1.591851,2.557022,1.501358,0.197368
0.398139,0.126740,3.681616,-0.156207,-0.271345,2.481725
-0.671295,0.281983,-0.456322,-0.695472,-1.928218,-0.324196
2.048314,1.907225,3.036682,0.885252,1.247579,2.866520
0.374493,-1.230459,-1.408121,-2.842414,-2.735927,-0.953502
-1.259823,-0.455863,-1.344509,-0.796285,-1.455661,-0.933882
-0.419081,-0.735632,-1.303311,-0.841049,-1.323248,-0.289235
1.360826,-0.533673,0.672409,1.070891,0.747003,0.096047
-0.003616,-0.944813,-1.180349,-0.201700,1.047189,-1.332628
-0.218887,-1.208348,-0.601309,-0.968104,-0.385119,-0.752256
0.353660,-0.460152,-0.964219,1.916733,2.423641,-0.235198
0.732437,-0.363550,-0.063041,0.886657,1.166229,0.179706
-0.599859,-1.160337,1.905991,-1.560049,-1.504772,1.242602
-2.656055,-0.303971,1.252984,-2.404571,0.731301,-0.145839
-1.330636,-0.560659,-0.204907,-1.501354,0.760827,0.288145
0.105783,-0.151256,-1.967322,-2.360447,-2.159229,-0.686612
-1.615616,-0.294643,-1.683448,-1.210195,-1.586837,-1.177272
-1.870435,-1.629284,-1.301497,-1.726482,-0.627438,-2.589163
-0.420428,-0.540246,-0.157624,-0.680528,-0.068384,-1.835731
1.989931,0.039717,0.104233,1.939485,3.790373,-0.156212
2.237409,1.299263,2.654465,3.361478,2.634567,1.566703
3.194038,-0.056486,-0.120638,2.425095,1.347614,0.946657
-0.698898,-0.353621,-1.819582,-0.545521,-0.823442,-0.734782
-0.891609,-1.037939,0.727277,-1.274525,1.787214,1.134627
0.086485,-0.445755,-2.206831,1.046606,0.340445,-0.308628
0.594227,1.395820,1.959700,0.258020,0.217932,2.782670
-0.234614,-1.055639,0.021670,-1.529031,-0.006739,0.965597
0.840747,0.513475,-1.148687,1.858302,2.379949,0.096332
2.970408,0.727383,0.549936,2.318723,1.131078,0.685828
1.395773,0.458317,0.078321,0.043392,0.300267,1.577817
1.430526,-0.867389,-0.134408,0.088507,0.493768,0.722353
1.978522,0.102859,-2.482602,2.232815,2.490397,-1.412879
-1.659992,-0.438442,0.600481,-0.719380,-0.376524,-1.161716
0.928678,-0.081512,0.274954,0.195840,1.190117,-0.630480
-0.812258,-0.467344,-1.917201,-1.041496,0.266025,-2.001245
0.122648,0.332568,-0.647826,0.497878,-1.412219,-0.540913
0.794619,-0.742078,-1.607408,-0.009716,-1.641883,-1.021861
0.771190,0.346430,1.381882,0.026597,-0.288689,0.774054
0.159855,-0.833759,-0.006005,-1.112523,-1.979752,-0.052688
2.491958,0.568828,1.167873,1.383090,1.054125,0.035228
-0.778565,-0.416355,1.386437,1.101142,0.348801,0.602758
-1.526092,-1.298236,-1.612297,-0.365967,-0.872601,-0.855890
1.870065,0.484942,-0.068354,-0.168342,1.523893,-0.027412
-1.866197,0.013879,-1.674465,-0.587256,-1.316307,-0.825245
0.580173,0.854276,0.348327,1.880955,2.055272,1.138587
-0.670688,-0.931088,-1.564807,-0.465239,-1.020450,-0.803000
0.979044,-0.528779,-1.088871,0.431152,0.406518,0.031400
-0.834214,0.637940,-0.254713,0.358282,0.298605,0.745937
-1.139111,-0.423740,0.430121,-0.838010,-1.624027,0.708790
-0.369053,-0.365209,1.675059,-0.917424,0.081630,-0.100938
-2.359015,-0.395984,-1.781268,-1.275412,-1.494647,-2.028919
3.495091,2.622374,0.655048,2.648614,2.779213,1.601203
0.191338,-0.873932,-0.824060,-0.620607,-1.534950,-0.090537
2.585610,-0.440852,-0.132894,2.752267,1.440816,0.393195
-0.941717,1.024789,1.459154,0.412061,0.053054,0.725116
2.174376,1.141552,0.655940,1.297570,0.429272,-0.058189
0.238892,0.313471,-0.276839,-0.021824,1.673465,-0.788358
-0.954760,0.286685,-0.101437,0.009504,-1.350738,-0.104329
1.704964,0.822797,2.035602,1.375114,0.990329,0.515746
-0.754932,0.202747,-0.379658,-0.376460,0.241401,-0.456397
4.208978,2.760622,0.146078,3.635460,1.903352,2.325336
0.239975,1.212618,0.222670,0.351293,0.445650,0.975358
0.177781,0.893998,2.017189,1.161885,0.640807,0.992152
-2.221454,-0.356578,1.766232,-2.505535,-2.708948,0.772895
-2.688404,-0.775905,-1.449769,-1.713161,-1.610809,-0.969923
1.096110,1.017552,1.770787,3.605711,2.394636,1.795817
-0.003201,0.720148,-1.129367,-0.922490,-1.004636,-1.086944
-0.218301,-0.612929,0.066026,-0.843262,0.507689,0.322225
1.194744,0.988472,-1.465101,1.281119,1.252250,1.263021
-1.250754,-0.534464,-0.967702,0.198369,0.739310,-0.958040
-0.779602,0.788069,1.434518,0.482849,-0.609259,1.273505
-1.158546,-0.672000,1.009472,-1.862107,-1.813715,-0.240456
-0.961685,0.050247,-0.335871,-0.667353,-1.126340,0.800583
2.990964,1.475874,2.934559,1.686455,1.128628,2.813036
0.801801,-0.442712,-0.909168,0.139715,1.297652,-0.269985
0.934610,-1.264302,-2.729041,0.410620,0.128668,-1.491629
-0.610630,0.322349,1.330403,-0.719133,1.161738,0.824107
-1.301543,0.064181,-0.774998,-1.073463,-1.301526,-1.453888
-0.503220,-0.026611,-0.807369,-0.028449,0.654798,1.312833
1.871409,-0.399156,-0.769381,0.618480,1.381838,-0.611220
0.098678,-0.733483,-1.879836,-0.396332,-0.991192,-0.421871
-1.619728,-1.025539,-0.816427,-2.509928,-2.060624,-0.892937
-0.505536,-1.063067,-2.054378,-0.378481,-0.184913,-0.713811
-1.623250,-1.608329,-1.498339,-1.951245,-1.131934,-1.253963
-0.862497,0.391223,-0.275217,-0.616326,-1.635631,0.923755
-1.114063,-0.912940,-0.141000,-0.596747,-0.573330,-0.188123
0.949404,1.351236,2.004313,1.949425,1.996540,1.702456
0.535356,-0.532129,0.631328,0.288187,0.709929,-0.567696
-0.469715,-1.529569,-1.287918,-1.776820,-2.645256,-2.400424
0.108547,0.460053,1.853112,0.188666,0.986001,1.911843
-0.911556,-0.448901,-1.227110,-2.055443,-1.396731,-0.459763
-0.780003,-0.067724,-1.437023,-0.318978,1.306337,0.806789
-3.213676,-1.699477,-0.655510,-3.119433,-3.619240,0.441297
-1.368693,-0.737986,0.250425,0.272450,-1.256236,0.948780
1.876628,1.080258,1.834269,1.806406,2.548624,0.136848
-0.351924,0.613499,2.469109,0.841158,-2.107900,1.359360
0.419227,0.075849,-2.199085,-0.353854,0.705233,-0.849587
-2.587443,-0.458255,0.260392,-2.140338,-0.531378,-1.212220
0.390581,-0.315317,0.214087,-0.745338,-1.555752,-0.270389
-1.094183,-0.529047,1.401068,-0.461023,-0.962753,-0.122544
-1.592351,-1.150447,0.160574,-0.759613,-1.198189,-0.029491
-0.286292,-0.527180,-0.726924,0.708665,2.212402,0.999722
1.147123,-0.013754,1.455945,-0.021876,-0.448813,0.188467
-1.100349,-0.490158,-1.156476,-0.858180,0.261418,-1.512107
0.389184,1.584784,1.702847,2.049547,1.503807,1.961563
1.534749,-0.734092,-0.050524,0.178457,0.774174,-1.207127
-0.228192,1.199175,-0.108976,0.049180,0.758031,1.517869
-0.439610,-1.077534,0.479805,-1.423114,-1.151722,-0.474439
