id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label
235,2.0680,0.1384,-1.1718,1.1564,-1.3922,0.5487,-1.9514,0.7199,0.3156,-0.1639,1
236,9.6062,5.3058,6.2527,6.1212,8.3279,5.7589,4.3722,6.1897,6.5638,5.8496,2
237,-0.4244,1.0550,-0.2759,-2.8005,0.7425,1.2231,-0.7161,-1.1260,1.6561,-0.6319,1
238,5.8251,6.9522,4.7600,8.7604,7.0835,6.3343,6.4421,8.7438,7.1309,6.4500,2
239,7.9321,6.7024,7.0705,6.0990,7.6102,5.6253,7.9263,9.0917,8.5495,5.8834,2
240,-8.0457,-6.4852,-7.3124,-7.8095,-5.7203,-5.3959,-5.9829,-7.9101,-4.5467,-6.0487,0
241,7.6669,5.7671,7.0046,8.1464,6.2745,6.3351,6.1806,7.7655,6.0733,6.6478,2
242,-8.5157,-6.5497,-7.0623,-10.1364,-5.9551,-6.7802,-7.9965,-6.3828,-4.0011,-6.5988,0
243,10.0327,3.9349,7.4505,8.0800,8.2176,6.4402,5.5455,6.3353,7.3715,5.4258,2
244,-7.9911,-5.7113,-7.6005,-7.7623,-7.4661,-7.1499,-9.0718,-6.1797,-6.6833,-6.2765,0
245,5.3000,7.1358,4.9949,6.7692,7.6575,6.0320,6.3442,7.0196,8.4528,6.1042,2
246,0.5527,0.5569,-2.1125,-0.2025,-0.5623,0.5050,-1.1547,0.3361,-0.8768,-1.8315,1
247,-7.1678,-6.0340,-7.5827,-8.3742,-5.7306,-5.6172,-6.9238,-5.5986,-6.1162,-5.7183,0
248,0.6691,0.4273,-1.3771,-1.5684,0.8640,-0.9702,-0.4367,1.7696,1.2509,-0.9862,1
249,1.9561,1.7317,-1.8889,-0.6089,0.3520,-0.2221,1.3967,-0.0552,0.6388,1.4688,1
250,8.5196,7.2438,5.1202,7.0402,7.0294,7.0887,6.7893,6.7936,6.2659,5.4883,2
251,-0.5512,1.2349,-2.0909,-0.0045,0.8352,-0.3286,-1.3441,-0.5295,2.0100,-1.4453,1
252,-0.0445,0.7009,-0.2766,-0.9772,1.5957,0.2718,-0.6691,-0.2971,3.6006,-1.2955,1
253,-0.9104,1.9218,-1.0598,-0.4690,0.1476,-1.0046,0.7590,0.5429,-1.1092,-0.8439,1
254,8.4787,6.8012,5.3282,7.8796,6.7384,6.4717,6.7494,7.4269,4.9171,6.4102,2
255,7.1905,7.5654,6.6055,8.2589,6.8285,8.7752,8.3192,7.8997,7.5839,5.7242,2
256,6.5859,4.2957,6.2316,7.9550,7.9889,7.5767,5.8506,9.8222,6.2543,5.8487,2
257,0.7854,0.0029,-1.6207,0.8767,2.0435,-0.8234,-1.1304,-1.3914,-0.6976,-0.8977,1
258,-6.8937,-6.9685,-7.9660,-7.1032,-6.9802,-2.9700,-6.3341,-7.7539,-8.2450,-5.9260,0
259,9.3671,7.3874,6.3669,7.1715,6.8501,7.3251,5.7429,7.2404,6.9321,6.4211,2
260,7.0383,7.7277,5.4596,6.8120,7.8597,4.5992,5.5259,8.6022,7.6752,5.9742,2
261,7.1529,7.7181,4.3620,8.7243,5.7331,6.0932,6.5211,8.3844,7.1384,6.3890,2
262,8.3872,6.8188,5.8049,8.7541,8.8956,6.4382,5.4469,8.0744,8.5523,6.5617,2
263,8.7999,4.3093,7.2449,5.2287,8.6154,7.9175,7.3882,8.3007,6.8477,4.9496,2
264,7.4512,4.8375,7.2131,8.6292,7.0611,6.1253,6.9453,6.8287,6.4584,7.3352,2
265,-6.3795,-9.0414,-6.6841,-6.3400,-5.0008,-7.0360,-7.2817,-7.7895,-4.5705,-6.9904,0
266,-8.1458,-5.8674,-5.7532,-5.8323,-5.6259,-7.3203,-7.2921,-6.5120,-7.7034,-6.0554,0
267,0.1748,0.6399,-0.4959,-0.4049,0.9166,-1.2845,-2.0643,1.4920,-0.1696,0.6528,1
268,8.5483,7.3784,6.8324,8.2260,7.2368,8.1440,6.4217,7.3171,8.3768,5.5166,2
269,-6.2691,-5.8428,-7.4999,-8.0305,-5.3711,-8.1216,-7.5603,-7.3499,-6.4590,-4.7800,0
270,7.5086,7.7001,5.8306,7.5920,8.0965,5.5729,6.7761,7.2774,7.8333,7.1454,2
271,5.6510,5.3432,5.4134,7.3973,7.2082,4.8679,7.0097,8.2670,7.9317,6.3572,2
272,-8.5891,-5.2380,-5.4919,-7.2849,-5.7865,-5.5311,-8.1160,-8.3954,-5.9212,-6.2473,0
273,-0.2780,0.5119,-0.1050,-0.2853,0.1185,-1.4445,-0.8816,1.4499,1.0101,-1.4482,1
274,-0.0288,-0.3770,-1.0975,0.7708,1.0150,0.1226,-1.0694,1.0988,2.2115,-0.8725,1
275,-0.4425,0.6804,0.7720,-0.4738,1.2900,-0.6890,-1.2323,-0.3798,0.6488,-0.4028,1
276,-0.0163,2.9759,-0.7301,-0.4766,0.5703,0.4491,-1.0903,1.4655,1.0943,-0.9427,1
277,7.5795,5.4604,7.0652,8.6733,8.8403,5.4230,6.1006,6.8736,6.8495,8.1441,2
278,-7.2607,-5.5284,-6.6204,-4.4500,-7.2279,-6.1079,-8.1481,-8.4029,-6.6191,-6.6325,0
279,-6.6336,-7.2529,-7.1722,-9.8643,-6.4261,-6.0536,-6.5490,-8.1369,-5.0593,-7.8022,0
280,5.8921,6.2696,5.0875,7.5354,7.8506,4.8773,7.8649,6.9453,7.5794,6.1181,2
281,1.8411,1.0858,-2.1628,0.5259,2.3265,-0.3574,-0.0622,-0.3194,-0.5706,-1.6257,1
282,-9.0228,-6.4335,-7.7890,-8.1259,-5.3462,-5.7029,-6.9011,-6.4998,-6.0987,-8.2890,0
283,7.9411,7.8776,5.3065,5.8934,7.6809,7.0234,7.5369,7.0944,6.5649,5.3814,2
284,7.9138,7.1540,6.8202,6.7702,6.4718,7.3830,6.2689,7.3515,6.9428,6.2052,2
285,-7.6511,-6.5313,-7.3409,-8.6341,-6.2748,-7.5641,-7.9906,-7.3209,-8.2051,-6.5073,0
286,7.0877,4.5387,5.6116,8.9651,6.2168,6.3551,6.7355,6.9369,8.5362,5.9075,2
287,-5.9334,-6.0064,-6.7536,-7.5248,-6.8720,-5.7683,-7.3008,-9.0914,-6.3762,-6.9103,0
288,-6.7104,-7.5759,-5.1994,-6.9777,-8.4766,-5.1506,-9.1937,-7.6761,-7.3642,-7.8971,0
289,0.8802,0.3307,-1.6256,1.6156,0.6958,-0.6809,-1.8001,0.7541,1.1854,-2.3324,1
290,-7.1412,-7.0018,-7.2357,-8.7159,-7.9037,-7.8260,-8.2208,-6.7859,-5.7733,-6.9890,0
291,6.8436,7.2729,5.4341,7.3995,7.0584,6.7542,7.6895,6.6833,7.5364,4.2788,2
292,7.1143,7.8181,6.5533,7.8886,7.0506,7.6203,7.8362,8.6759,7.8660,6.0606,2
293,-8.4126,-7.1914,-8.1482,-8.3556,-5.8971,-6.7910,-7.5424,-8.1265,-6.5367,-7.9803,0
294,7.4539,5.7017,6.3762,8.0219,6.9016,5.7604,8.6387,7.3509,4.9889,6.4784,2
295,6.6082,5.7146,6.3645,8.1062,6.0834,4.3461,6.5422,8.2296,6.0123,5.5551,2
296,6.2557,5.2913,6.8533,8.5295,7.3163,4.8616,7.6513,7.4481,8.1904,5.8201,2
297,7.6311,5.5818,6.0439,7.6247,5.5078,6.4332,6.8690,8.7912,8.3467,5.6500,2
298,7.6243,5.7606,7.2546,7.7295,8.1200,4.6086,8.0046,6.1955,6.4818,5.8030,2
299,-6.7683,-6.9829,-5.9216,-8.5581,-7.6011,-4.7807,-7.5617,-8.2638,-6.6986,-6.4735,0
300,-8.0709,-4.8249,-5.3468,-8.0311,-8.3270,-6.9500,-7.8340,-7.8877,-4.8260,-4.8330,0
301,0.2704,1.1824,-1.2466,0.2307,2.5243,0.1521,-2.7082,-0.6035,0.9529,0.0913,1
302,7.6444,5.8182,6.3987,7.8628,7.1936,7.1129,6.1675,7.4727,6.8081,4.2363,2
303,6.9687,7.3356,7.2786,6.6510,8.6881,6.1412,4.6218,8.2421,5.7437,5.8996,2
304,5.9298,7.4829,7.1248,8.5880,5.5248,6.0128,6.7107,8.0605,5.7043,5.6547,2
305,-8.3499,-6.1357,-5.3782,-7.4293,-7.8388,-7.2773,-7.0488,-7.7324,-6.9180,-7.5521,0
306,-6.7215,-7.7506,-7.2300,-8.9851,-5.8474,-7.1511,-6.0920,-6.9894,-4.3809,-5.5440,0
307,8.0468,6.8848,7.3277,5.1351,7.8005,7.5796,7.0309,6.0459,5.8109,4.2754,2
308,1.4757,0.3235,-0.1385,1.7334,1.3197,0.6700,-0.1458,0.3464,0.9950,-0.8468,1
309,-4.5886,-5.3029,-6.0113,-7.3520,-7.9054,-5.0380,-7.8961,-6.7515,-7.4013,-5.0134,0
310,9.7858,6.4277,7.4423,8.9467,7.0178,6.9914,7.3140,7.8540,10.2622,3.7770,2
311,1.0714,-0.0641,-1.0092,-0.3374,0.9388,-1.3853,0.0678,1.8909,0.4738,-0.3680,1
312,6.6798,6.7075,8.1438,6.6192,8.7242,6.9761,6.9160,7.8898,8.6056,5.9381,2
313,1.4479,0.0647,-1.2163,-0.0887,0.3129,1.7508,-0.2310,-0.2618,1.0424,0.3234,1
314,0.1913,-0.9286,-1.0194,-1.3282,-0.8519,0.0326,-0.7476,-0.2365,0.8495,-0.6615,1
315,7.6977,6.1529,6.6493,8.7880,6.4566,4.3203,6.8248,8.4700,6.0401,5.0643,2
316,1.5543,-1.4650,1.1621,0.7735,0.8771,0.1490,0.5438,-0.3197,1.1636,-0.6067,1
317,-7.5535,-6.9739,-7.3255,-6.3079,-5.3222,-6.5899,-9.1741,-8.1772,-7.3653,-8.0411,0
318,8.9007,5.6385,6.2586,6.7869,8.4033,6.8792,8.1824,7.0279,8.3803,5.9167,2
319,1.4980,0.7657,-1.1701,-0.2957,0.5500,0.3797,-2.3405,0.0396,1.2566,0.1262,1
320,0.3524,-1.7804,-0.3739,0.6648,-0.5899,0.0523,-0.1377,1.1447,1.7657,-2.0890,1
321,1.8456,0.7184,-2.0065,0.4801,-1.7159,-0.3376,-2.2547,0.1593,1.1933,-0.0471,1
322,-0.6143,0.3232,-0.4095,-0.9271,1.3853,-0.0575,1.7476,0.2177,2.3947,-1.0078,1
323,-0.3740,-0.6006,-1.2473,-0.5695,1.1596,1.1149,0.7747,-1.3531,1.5111,0.4741,1
324,7.1400,5.0951,4.2554,7.7657,8.5832,5.5564,8.5217,7.6445,8.0020,7.7515,2
325,-0.5604,-1.5180,-1.2017,-0.7061,0.7792,-1.6742,-1.4912,-1.7758,-0.1578,-1.0888,1
326,-7.1361,-7.0522,-8.3018,-7.6206,-5.2327,-5.3775,-7.9837,-6.3962,-7.5248,-6.7999,0
327,-6.9829,-5.3220,-8.0948,-8.5536,-4.9752,-5.9134,-8.3430,-8.5221,-5.8283,-7.5248,0
328,2.4572,-0.1090,-1.2439,-1.1322,1.2677,0.5075,-0.2006,0.8779,-1.5710,-2.3027,1
329,-7.9530,-7.2416,-6.4731,-8.6820,-6.6955,-7.0294,-6.6084,-7.0156,-6.9587,-6.3910,0
330,-5.2874,-6.5626,-6.4611,-8.6993,-6.0292,-6.6411,-7.8375,-7.6072,-8.0623,-7.3550,0
331,6.7771,7.9271,6.7261,6.9868,8.4548,7.9017,6.2460,6.5788,8.0520,6.1788,2
332,7.1224,5.8059,5.6587,8.3225,7.9234,4.6602,7.0407,5.8391,8.5518,6.9106,2
333,-7.3614,-6.6649,-9.0288,-6.5571,-7.8123,-5.3950,-9.2713,-7.1792,-6.7791,-5.9458,0
334,-6.4327,-7.1678,-8.1625,-7.0997,-5.9419,-7.5891,-7.4661,-8.4397,-6.6584,-5.4589,0
335,7.7043,7.1084,6.1601,8.6620,8.2340,5.7468,6.6083,9.5575,5.4653,7.6997,2
336,8.1898,5.5940,5.7686,6.1653,6.1166,5.9815,5.7356,8.3150,7.9700,7.0222,2
337,8.4500,6.8906,7.0891,6.8324,7.6416,7.0791,7.6794,8.1805,8.0673,6.1403,2
338,9.0937,7.2153,6.7110,9.2336,7.4390,8.4793,5.1220,6.6168,6.9213,6.2163,2
339,6.7250,6.3492,6.4823,8.8574,8.6874,7.3049,5.9269,8.0800,7.7486,4.5908,2
340,6.1784,5.6842,5.6166,8.7407,7.7834,5.8368,7.7985,7.1243,6.3590,7.1776,2
341,7.2962,7.6884,7.0563,7.9254,6.3350,6.3069,5.4432,5.3677,8.3935,7.2594,2
342,8.6965,4.7584,7.4870,8.9335,5.8558,7.6047,7.1685,8.3501,7.3518,5.9205,2
343,6.0823,6.7557,5.6587,7.0039,8.2664,6.4573,6.8739,7.6189,7.7996,7.1385,2
344,7.5005,5.5729,6.2221,6.9510,7.4970,6.6906,7.3674,7.3183,8.0561,6.7256,2
345,-0.7837,-0.4532,-1.4637,-0.9111,0.9451,-0.6041,-1.5924,-0.0556,-0.4824,0.1812,1
346,0.2261,3.8099,0.0506,-0.5513,-0.6627,0.0469,-0.4435,0.4273,-0.3273,-0.8582,1
347,-7.3524,-6.8791,-6.9633,-7.8028,-5.1480,-7.0269,-6.6830,-7.4965,-7.7479,-8.9668,0
348,-6.8569,-7.5675,-6.6744,-9.1494,-7.2536,-6.5004,-8.1869,-8.7214,-6.3522,-6.5880,0
349,-8.7741,-7.2733,-7.6859,-8.9572,-4.5937,-5.8663,-7.2131,-8.6442,-4.8229,-5.4886,0
350,0.3881,1.1457,-0.2748,-0.6153,1.2991,-0.4101,-2.1471,-0.3441,2.3427,-0.9236,1
351,7.1776,6.5114,7.2512,7.2147,7.3982,5.9150,6.8880,7.1943,8.3527,5.4521,2
352,-6.5664,-6.4049,-7.3705,-8.0088,-6.6513,-4.5394,-7.8388,-6.6894,-4.9935,-7.5588,0
353,-6.4188,-5.0962,-6.6468,-8.0931,-8.1232,-7.6391,-8.4508,-6.7701,-4.9429,-5.8773,0
354,-5.9412,-6.6933,-7.8022,-7.9152,-5.7740,-7.7399,-7.0926,-7.6282,-4.2164,-6.3406,0
355,7.0879,5.4129,5.4434,7.7435,6.2905,4.6637,5.5567,9.3311,6.7266,3.7164,2
356,1.0484,0.3700,-2.4180,0.5257,-0.7055,-0.8638,-1.4572,1.6459,1.2612,-0.9022,1
357,7.1190,4.9589,5.3813,8.2870,5.7636,4.2500,6.6454,8.1165,8.5250,4.7554,2
358,0.4888,2.4439,-0.0778,-0.6295,1.2054,0.1758,-0.1574,-0.6916,-0.5433,-1.2505,1
359,0.7095,0.7721,-1.0524,-0.0243,-0.6277,0.0136,-0.5565,-0.6936,1.3556,-1.7324,1
360,0.6985,0.3315,-1.3661,-1.3342,1.1655,-0.4513,-0.8110,0.5547,0.8386,2.0551,1
361,-5.5199,-4.9270,-7.5295,-8.3411,-5.1332,-6.1938,-7.8253,-8.2532,-8.3566,-6.6164,0
362,-7.1053,-6.2954,-6.7106,-8.6881,-7.1482,-6.3113,-7.5493,-7.1213,-7.8357,-6.6483,0
363,-5.8740,-5.5975,-6.3543,-8.6834,-6.5795,-5.4723,-9.3022,-5.9769,-6.3314,-5.3926,0
364,6.9173,7.4603,6.3024,6.3195,9.8035,6.0989,6.3983,7.6624,5.3651,6.1422,2
365,8.9705,5.9378,6.4408,8.0423,6.4723,6.5286,4.8813,8.7167,6.9346,8.6647,2
366,8.0892,5.2511,5.7347,7.2032,7.7546,6.9777,5.7681,8.4592,7.6716,6.5892,2
367,6.0610,6.6234,5.7876,6.7707,7.9813,6.3215,7.2910,8.7747,6.7132,5.0606,2
368,8.2455,8.0395,4.7603,8.2747,8.2063,7.9760,8.2492,8.2114,8.5304,6.0574,2
369,2.9342,0.0705,-0.6419,-0.2575,-0.2467,1.7708,-1.7952,0.1248,0.3956,-0.3445,1
370,-4.4627,-5.3317,-7.3839,-7.8087,-7.7947,-7.2202,-7.2587,-9.1089,-6.7569,-6.3688,0
371,8.8687,5.8894,5.6669,6.3959,8.6505,5.6710,5.5979,8.6574,5.8784,6.3187,2
372,1.3600,-0.6040,0.1308,-0.5302,2.2086,-1.5067,-1.2201,-0.1343,1.1124,0.3786,1
373,-5.9910,-7.8002,-9.1961,-6.9848,-5.9216,-7.7420,-8.9543,-7.3330,-7.1314,-8.2142,0
374,1.6234,-0.1644,0.1704,-2.0688,2.2564,-1.4232,-0.5519,-1.0428,2.5478,-1.3583,1
375,-0.5270,-0.1513,-2.6860,1.1910,1.0006,0.8091,-0.3660,0.1219,1.5929,-1.1293,1
376,-0.3778,-2.3970,0.5421,-0.3019,-1.6160,1.1233,-0.7128,1.2924,0.3761,-2.3707,1
377,0.2557,-0.1087,-1.0234,0.1053,1.6701,-0.1686,-0.5287,-1.5202,-0.2570,-0.4763,1
378,-6.1537,-4.7402,-5.1830,-7.1935,-7.1223,-7.0501,-7.9558,-6.6124,-6.6548,-6.0697,0
379,-5.8657,-4.9284,-5.8350,-7.8479,-7.2119,-7.9006,-7.4552,-7.9810,-6.4318,-6.8353,0
380,5.8280,6.7889,7.1339,9.1343,6.9916,5.4090,6.8875,9.1683,5.7788,6.1260,2
381,0.1343,-2.0166,-1.9566,-0.7673,-1.1656,-0.4760,0.0030,0.1242,0.2838,-0.1492,1
382,-7.5308,-7.4427,-8.4852,-8.4741,-6.3601,-7.7097,-6.0474,-6.0018,-4.7261,-7.3129,0
383,6.6864,3.6967,6.9336,7.9517,6.9335,4.4865,5.5952,8.1306,9.3382,5.6473,2
384,-0.1025,0.8540,0.8710,1.5059,-0.2763,0.7272,-0.8956,0.0114,1.8114,-2.4001,1
385,-8.1926,-7.9195,-6.2659,-7.8212,-4.4051,-7.7879,-8.5481,-7.4750,-5.3720,-6.6357,0
386,-6.1145,-4.8689,-6.5274,-8.7303,-6.3634,-6.9087,-6.6155,-7.1467,-6.1672,-4.6275,0
387,-5.5734,-4.2123,-7.7259,-9.4557,-6.4740,-8.0825,-9.0827,-7.8491,-5.1366,-4.8795,0
388,-8.5468,-4.1148,-8.0176,-6.8423,-7.0869,-6.2120,-7.4173,-7.7696,-5.8285,-6.2213,0
389,0.7526,-0.1551,-0.5206,-0.8427,1.0498,-1.1952,-2.2258,0.6100,2.8413,0.2863,1
390,6.8609,7.2036,7.9488,9.0054,7.7858,6.4547,5.7617,9.1864,6.3863,6.1010,2
391,-7.6991,-6.4985,-6.2546,-8.4637,-6.0957,-5.4029,-5.5281,-8.2515,-6.1002,-7.6653,0
392,7.7921,7.0558,6.8290,7.6368,7.2995,6.7758,7.3164,6.7798,6.3625,4.7538,2
393,-8.2304,-6.0241,-7.9419,-8.2296,-5.7922,-6.1719,-6.7011,-6.6779,-6.9639,-4.6717,0
394,-6.8208,-5.1470,-8.9326,-9.9230,-7.7365,-3.5038,-7.1441,-8.4403,-4.8790,-5.9328,0
395,-0.7238,1.2007,-0.1319,-1.3191,1.0574,-1.7676,-1.1143,1.9161,-0.4768,0.6234,1
396,6.7314,6.5042,7.9972,7.8327,6.0040,5.7659,6.9148,6.9701,7.0839,6.3695,2
397,8.3510,6.6308,5.0707,7.7227,7.5128,6.3857,7.0958,7.9996,8.5615,5.9777,2
398,-6.2957,-6.2281,-6.2005,-7.8526,-8.3989,-6.8113,-8.1788,-7.5725,-6.1115,-6.6328,0
399,8.1432,6.8057,6.4197,6.3441,6.6807,6.4714,5.1618,8.8578,6.2922,5.9862,2
400,0.8290,0.3656,-1.8401,-0.6059,0.9976,1.5574,-1.0266,1.7793,1.2862,-0.3405,1
401,-6.3494,-7.0817,-6.9413,-5.4582,-4.9392,-7.2993,-9.4059,-7.6412,-6.8974,-5.8736,0
402,0.2465,1.0582,0.1741,0.6389,-0.1546,-0.1839,-0.2224,-0.1179,1.5395,-0.2522,1
403,-9.0911,-7.3311,-9.2919,-8.0902,-7.1191,-4.7180,-7.3479,-7.5700,-6.7352,-4.1495,0
404,8.1013,7.9344,5.6064,7.1275,7.0608,6.2357,5.5911,8.5661,7.3312,6.4495,2
405,1.7730,-0.3364,-0.1161,-0.4405,-0.5212,0.0908,0.0391,-0.0794,1.8417,-2.5747,1
406,8.7439,7.2470,7.1658,8.1929,8.5080,5.1753,7.4746,8.1267,8.7045,5.3306,2
407,-0.2119,0.1865,-1.4090,-0.0351,1.2022,0.2543,-0.6094,-0.0697,0.9514,-0.2463,1
408,8.0847,4.8845,6.2105,6.4302,6.4000,6.8956,5.5395,7.8846,7.9425,6.9872,2
409,-6.2627,-8.9654,-6.6742,-7.3826,-7.2529,-5.7278,-8.3868,-6.2804,-5.9881,-6.6161,0
410,1.2756,-0.5194,0.2918,2.3218,0.5930,-0.7707,-0.3347,0.9572,0.1062,0.8283,1
411,9.2171,6.5259,5.7532,7.4371,7.7065,8.4449,6.5011,8.5664,8.0732,6.1011,2
412,-7.6134,-6.1399,-9.0161,-6.9923,-6.0588,-6.1324,-5.8055,-6.9661,-7.1741,-6.5777,0
413,8.6114,7.0954,6.0263,5.6813,7.4623,6.5009,7.2257,7.3852,6.6026,5.2302,2
414,-6.1903,-6.2314,-8.4706,-7.7649,-5.7093,-7.0707,-7.4078,-6.6938,-6.1923,-7.7194,0
415,-4.9933,-5.8652,-6.8074,-7.0845,-5.0992,-5.9348,-6.7158,-7.3125,-5.7374,-7.1064,0
416,-6.9247,-5.2112,-7.2575,-8.1022,-6.7222,-6.2459,-8.1321,-7.2753,-5.5362,-7.9527,0
417,6.6858,4.0852,5.9719,5.9240,6.9015,5.8553,7.1948,6.9297,7.1923,5.1147,2
418,-0.6342,-1.8791,-0.8304,0.1382,-0.2364,-0.8990,-0.6641,-1.0708,2.9243,-0.3811,1
419,0.5954,0.3489,-0.7812,-0.6286,1.7887,-0.3423,-2.2073,1.9670,0.9966,-1.8894,1
420,0.9162,1.0911,-0.1402,0.6631,0.2053,-1.1977,-1.5484,1.4149,1.6819,-2.1420,1
421,6.9609,5.1032,7.4493,8.3498,7.4179,7.0078,5.0212,8.1200,7.3474,5.1568,2
422,-6.3356,-5.4310,-7.5475,-7.5533,-7.8168,-6.7595,-7.1290,-9.2981,-4.7128,-7.1598,0
423,7.5348,6.7114,6.6819,7.5999,9.2291,5.8889,7.1619,7.5249,7.4905,7.3594,2
424,8.1402,5.6558,5.7717,8.2622,5.4835,5.5640,6.7353,7.6040,8.0069,5.5022,2
425,8.5425,7.0547,7.0986,8.1236,6.0672,5.7329,7.5489,6.8391,6.0390,5.0119,2
426,1.5205,0.6075,-1.1724,-1.3130,0.7310,-1.3056,-0.7994,-0.5950,1.8451,-0.1604,1
427,0.3997,-0.5100,-1.2118,-1.5357,1.4808,-0.7619,-1.1125,-0.6719,0.1895,-0.4273,1
428,1.6211,1.6029,-0.5006,-0.2946,0.2031,-0.2788,-2.2620,0.8622,2.4163,-0.6869,1
429,-6.9404,-4.8156,-6.2351,-7.7451,-7.4985,-6.4903,-6.6164,-6.5300,-7.0233,-6.2252,0
430,1.4091,0.0990,-0.6967,-0.9318,-0.2789,0.6802,-1.1092,0.8197,-0.4073,1.1665,1
431,0.5206,-0.6990,-1.4548,-0.2322,0.5869,-0.0335,-0.0828,0.6986,0.7004,-0.9691,1
432,-6.3475,-5.9271,-7.8758,-8.6217,-6.7901,-5.7886,-8.2300,-6.5469,-6.6780,-7.4225,0
433,7.8419,5.0975,6.4127,8.8219,9.0130,7.1839,5.8273,7.5329,7.9914,6.6166,2
434,-4.1003,-6.6045,-6.9060,-9.2608,-6.5528,-5.3239,-8.2616,-8.2335,-6.7716,-5.7098,0
435,-7.7279,-5.8071,-5.8575,-8.2816,-8.1413,-7.0931,-6.5698,-7.4214,-6.4053,-7.2947,0
436,-7.1940,-6.4634,-6.1368,-7.5821,-6.8067,-4.2309,-8.2154,-6.6449,-7.6807,-4.8823,0
437,-6.9359,-5.9228,-8.8517,-7.7383,-6.8664,-8.5747,-8.6036,-8.1352,-7.2319,-5.9957,0
438,8.6625,6.5238,8.4762,8.4362,9.3306,5.6046,8.3156,8.0057,8.0194,5.2313,2
439,-9.1638,-6.1358,-8.3453,-7.9391,-6.9871,-7.8570,-8.4807,-8.6008,-3.6334,-4.1863,0
440,1.6008,-0.0577,-2.6936,-0.7402,-0.5461,0.2710,-1.7165,0.4517,0.6734,1.0064,1
441,0.3433,0.7365,-0.5655,-0.6583,-0.5741,0.0703,1.1719,1.1596,0.1711,-0.7749,1
442,7.7807,5.9990,6.6551,7.3121,8.8379,6.1244,7.4674,8.3576,7.7783,5.0452,2
443,0.7822,-0.2494,-0.3619,0.6787,2.5795,0.1420,-1.5668,0.8928,1.1439,0.6061,1
444,-5.0149,-5.8101,-7.4854,-7.7436,-6.7042,-5.3827,-7.2935,-7.9480,-6.4329,-4.3140,0
445,10.1814,6.3442,6.2903,5.7467,8.1444,6.9054,8.3489,8.4568,6.7637,6.0889,2
446,1.4183,0.2610,0.8369,0.3386,-0.3762,1.4788,-0.9819,1.4336,0.4174,-0.8860,1
447,8.3232,5.0595,5.9414,5.7309,8.3870,7.0215,5.7518,6.6530,7.7653,6.3625,2
448,0.2276,-0.2796,-2.6496,-0.4816,1.4049,-0.0845,-1.3269,0.4192,-0.7136,0.0569,1
449,0.5443,-0.0649,-1.5995,-0.0665,0.3198,0.6674,-1.8946,0.2564,0.3077,-1.8227,1
450,6.9767,6.4318,5.5442,7.8383,8.2343,7.2033,6.4077,8.9024,6.6498,7.8832,2
451,0.7563,1.5116,-1.0995,0.7429,0.0233,-1.3467,-0.8537,1.5766,1.7421,0.2986,1
452,1.1102,2.4582,-0.1493,1.2482,2.6128,0.6707,-1.5014,-1.6232,0.8349,0.6089,1
453,0.6856,-1.0170,-1.3887,-0.6998,1.4960,-0.0693,-1.3353,-1.6961,2.3612,-0.5865,1
454,0.7740,-0.2914,-1.4614,0.9674,2.2495,1.3251,-0.7729,-0.3043,-0.8899,0.4676,1
455,-6.9165,-4.9869,-7.1938,-7.7390,-5.6238,-6.4112,-7.6104,-7.5095,-6.1636,-7.3567,0
456,-9.7699,-6.9125,-6.5622,-8.8513,-6.4731,-5.2874,-6.9737,-7.5053,-4.9464,-4.4898,0
457,7.9736,6.7063,4.8929,6.6486,7.4539,8.1815,6.8678,6.7377,5.6833,7.4068,2
458,-7.3360,-6.7560,-6.4921,-8.3868,-6.3460,-4.3209,-6.8057,-6.4838,-6.8636,-5.7744,0
459,-7.1875,-5.0119,-7.6770,-5.7955,-5.7178,-5.7411,-7.6382,-7.6708,-4.7894,-8.0034,0
460,-7.1237,-6.5436,-6.6521,-7.3297,-7.1397,-7.6621,-8.6416,-8.4996,-5.9309,-6.6481,0
461,6.9224,5.3546,6.5858,8.7217,7.8743,6.0908,5.8746,6.9882,6.8463,5.8592,2
462,-6.3135,-6.5986,-5.5739,-10.7141,-6.1939,-5.3275,-7.0901,-8.6071,-7.0604,-6.3114,0
463,8.5678,6.7585,5.3014,7.5996,8.2429,7.9665,6.8349,7.4213,6.1303,5.2753,2
464,8.7801,7.0270,7.6920,8.8311,7.7008,6.1294,5.2151,7.6320,6.6568,4.6783,2
465,-2.0667,-0.0075,-1.2328,0.6214,0.6009,1.6919,-1.1697,-0.0937,0.4645,-0.2218,1
466,7.4156,7.7173,7.1849,6.4982,7.1509,6.5107,6.0081,7.5173,7.0396,4.5312,2
467,-6.4341,-6.3756,-6.8481,-7.4900,-7.8059,-7.1435,-7.8815,-6.4680,-5.6824,-6.4689,0
468,-7.2589,-6.3828,-6.8413,-7.6290,-6.6517,-8.0927,-6.3295,-8.4203,-4.4257,-6.6304,0
469,1.8366,-0.2391,-1.9138,0.1988,2.0992,-0.1933,-1.6691,0.6117,1.0144,-0.8251,1
470,-6.4838,-4.7631,-7.4661,-8.5200,-5.2072,-5.9547,-9.2018,-6.9804,-5.7737,-7.3166,0
471,1.9763,0.0167,-0.2762,0.4775,0.6233,-0.7391,0.1496,-0.3439,0.9015,-0.5767,1
