v0,v1,v2,v3,v4,v5
0.110611,0.921352,0.287139,0.701818,-1.028089,-1.737924
3.164801,0.848946,-2.799407,-1.641045,-1.454934,-0.436026
4.462544,5.697150,-3.248111,2.539098,2.321809,-0.220017
1.959188,1.068732,-1.563566,0.025621,0.228465,-0.508533
2.547039,2.932923,-1.989346,2.732029,1.890979,-0.519080
3.224027,3.225006,-2.661985,0.950880,-0.411304,-0.905455
1.804686,1.369467,-1.734921,-0.739450,-2.850667,-3.117616
0.521069,1.031274,-0.031705,1.757841,1.300951,0.955639
0.569782,1.019740,-0.287764,-0.175261,-1.127963,-0.622666
-0.169393,1.267138,-0.254108,2.427828,1.667240,1.245307
0.741229,-0.959813,-1.091054,-0.692683,-0.301307,0.575479
2.962380,2.650352,-1.984830,0.962742,-0.249083,-1.173134
1.762027,3.153608,-2.404465,1.334326,1.533091,0.094722
3.896405,4.164839,-3.362317,2.448918,3.997832,1.776823
1.312621,2.131751,-1.785814,1.165881,1.245611,0.879788
1.735539,1.004273,-1.122239,0.514340,2.346606,2.893451
2.366392,1.586031,-1.517868,0.143754,-0.443224,0.586806
4.041957,1.981778,-2.996076,-1.230862,-0.369680,-0.561468
4.698477,4.669695,-2.751408,2.839528,1.620320,0.115895
1.119044,0.843146,-0.992303,0.176017,0.264662,0.816378
1.495604,0.389058,-1.021062,0.451111,1.342583,3.189308
0.136110,0.889083,0.514836,1.046548,-0.788725,-1.035891
1.688375,2.201080,-0.706083,2.255891,2.569637,0.231761
2.072515,1.665784,-3.185935,-1.153819,-1.675304,-2.374810
1.487986,3.107944,-0.177763,1.797412,2.564899,1.733746
4.523421,2.880367,-4.106974,0.127210,-0.915023,-2.370592
1.613174,1.269758,-2.149201,-0.901978,-1.531885,-1.464820
1.006460,1.377603,-1.293055,-0.036746,0.898457,-0.169531
2.154199,1.826162,-2.082825,-1.587415,-2.034175,-2.076960
0.752188,1.982809,-0.155989,1.328765,1.824468,1.228868
0.010401,1.144248,-0.573026,-0.605659,0.767826,-0.617835
3.661357,3.617796,-3.811594,0.107922,0.847389,-0.406452
2.001411,3.793979,-1.474926,0.870180,1.385918,-0.231840
4.161597,4.885491,-2.658692,1.908899,3.319418,-0.386876
2.647632,3.779044,-1.831639,2.770177,2.508640,-0.010409
1.433349,3.496022,-3.294582,-0.472300,-2.370553,-4.083464
1.907010,2.076274,-1.423842,0.161795,-0.854380,-0.126497
1.915732,0.882523,-1.817812,1.088349,1.089802,-0.146072
-0.908838,-1.351851,-0.193766,0.102653,-1.178547,1.467383
-0.677322,1.383915,-0.428106,-0.262145,-1.528827,-2.079199
4.456832,4.808470,-2.829087,2.770138,3.254434,1.037198
2.068542,1.665091,-2.189308,0.453534,1.362508,1.831166
5.357823,4.464434,-2.435318,2.418204,1.556123,0.369314
1.354336,2.510019,-1.096895,1.282541,1.448459,0.147875
0.804141,0.087844,-0.253172,0.982584,2.525479,1.983461
0.288356,0.256916,-0.286430,0.877272,0.478273,0.576104
-0.429466,0.842034,-0.199809,-0.253397,0.860118,0.907309
0.111575,0.689709,0.237550,-0.784985,-2.398548,-2.197081
1.216720,1.474223,-1.744938,0.924463,0.472424,0.514693
-0.378526,-0.082964,0.112391,-2.104399,-2.893450,-2.543997
1.424720,1.967962,-1.864556,-0.135391,0.146645,0.223853
1.132278,2.968527,-0.450703,4.220691,4.852728,3.270676
1.988372,1.304988,-1.699893,0.912365,1.070233,1.141179
-0.178201,0.640918,2.135267,-0.645748,-2.405711,-3.433560
0.492638,0.587984,-1.776893,-0.912783,-1.048828,0.278441
1.357018,3.994293,-1.054180,1.727934,0.701037,-0.943614
1.529395,1.988659,-0.022080,2.439941,2.100239,1.062896
4.169942,1.752281,-2.492367,0.879732,-0.256265,-1.608893
0.302033,-0.506062,0.273023,-0.192887,-0.566570,0.267349
2.641237,3.800897,-1.862362,1.071645,2.489289,1.603780
3.536135,2.477408,-1.984454,0.287715,0.814076,-0.297444
0.123203,1.541002,-0.884319,0.942050,2.077910,2.275249
1.974092,0.054376,-3.941450,-1.945089,-3.813423,-3.579805
3.157317,3.493150,-2.863312,-0.200540,1.183186,0.496148
2.700264,3.641138,-2.536036,1.001431,-0.095910,-0.440880
5.455832,4.519699,-3.047809,0.960556,1.314767,0.292070
-0.827585,0.387325,-0.210056,0.508466,-1.747036,-1.438520
0.916772,1.799010,-1.445694,2.349828,2.721206,0.771780
0.061978,1.187064,0.029372,1.059986,1.531134,2.011620
0.213795,1.689780,-1.771170,0.706191,-0.114059,0.161880
-0.094043,0.979535,-0.230970,-0.055997,-2.052167,-2.053805
1.528500,2.800424,-1.908953,2.167691,2.626693,1.817761
2.814039,4.843627,-1.472212,3.282752,1.662616,-0.704245
-0.192963,1.989039,0.613786,0.766942,1.096450,1.058666
-1.477259,-1.693358,-0.105448,-2.601905,-3.147175,-1.614026
-0.237304,0.886395,-1.083454,0.601520,-1.935417,-1.151789
2.740919,2.027900,-2.205263,-0.128526,-0.655287,-0.420154
4.295346,5.503463,-2.204002,1.318454,2.390090,0.478318
0.655396,1.844941,1.110341,2.227832,2.669714,0.977546
3.628028,3.424714,-0.639694,1.335673,1.200924,1.098878
2.725990,2.337618,-2.099742,1.261472,0.400626,-1.136082
3.729322,3.822232,-2.766973,-0.804446,-0.065919,-2.107859
2.420876,2.561479,-1.427825,0.173177,-1.309819,-2.957762
0.407633,2.273844,-0.876617,2.031728,3.115702,2.233868
1.312847,-0.866061,-1.122213,-1.010783,-1.746983,-1.349345
3.144328,5.570220,-2.715559,2.562968,1.038092,-1.850990
2.509443,3.775480,-3.413754,0.096208,-0.068592,-1.475682
4.662932,2.965734,-2.730511,0.952910,1.211924,0.260058
-0.650628,-1.144399,-0.131240,-1.102318,-3.088228,-3.157001
2.711620,2.273922,-1.523223,0.901770,0.063361,-0.052183
-0.321442,-0.491130,0.863578,-0.125421,-0.985162,-0.975114
1.507375,1.448704,-1.842321,-1.332890,-1.661354,-1.138424
1.562655,0.300346,-1.698358,-0.095660,-2.130102,-2.663269
1.312284,-0.807899,-2.397423,-2.039149,-2.293245,-0.322707
3.633837,6.426037,-1.416513,4.753631,4.537150,2.614854
1.268842,0.878805,-1.209463,-0.473283,0.375677,-0.294100
0.280722,1.995993,0.269371,0.485050,1.420811,1.422389
0.909884,1.803776,-1.139932,1.836284,1.257647,1.188469
1.468567,1.228126,-1.682443,-0.833287,-1.738435,-2.524221
1.325094,3.201096,-1.578417,1.824651,1.025357,0.811870
-1.420782,-1.455714,1.722685,0.837852,-0.024009,2.074397
2.541360,2.578260,-2.072774,1.366504,1.324403,0.212503
2.672410,3.715230,-2.235441,2.459145,2.676041,1.057999
0.559346,0.910524,-0.775799,1.098702,1.784279,2.837630
-1.103890,0.763400,0.979778,2.304386,2.375908,1.853848
2.093253,2.438371,-0.993420,2.237127,3.395450,1.625818
4.908320,3.206376,-5.488611,-0.132690,-2.357858,-3.860606
2.589991,1.333446,-2.345256,0.215406,0.368268,0.368622
1.963463,2.178200,-2.050250,-0.051691,2.251840,-0.139671
5.563860,4.779770,-4.017351,0.871930,0.363508,-0.390240
2.156767,2.628091,-1.068199,1.098898,1.796675,1.847404
2.918695,2.305112,-1.329309,0.086153,0.023424,-1.336369
2.589661,3.306870,-3.430899,-0.058766,-0.375174,-1.902559
2.918046,1.815834,-1.388718,0.806546,2.143881,1.968027
-0.212503,0.534506,-0.065059,-0.615763,-1.350616,-1.966759
2.529186,2.654628,-0.886308,2.764138,3.689872,2.277384
2.980443,2.664537,-1.918274,0.982473,-0.429583,-2.398325
1.658066,2.636881,-0.160276,1.825888,0.971388,-1.723723
1.014794,1.219420,-0.243324,1.777299,1.604108,2.397944
2.316409,3.834291,-1.351486,4.144347,5.920954,4.363381
2.779689,3.229322,-1.809548,1.338665,0.220263,-1.327176
-0.333210,-0.439942,-0.496143,0.175472,-1.125045,-0.741908
3.347184,3.688207,-1.441456,1.437383,-0.430033,-2.115502
1.145645,1.718497,-1.770022,0.765333,0.004491,-0.622041
1.815707,0.039713,-1.476584,-0.913042,-0.094004,-0.096982
3.173243,4.647569,-1.693339,3.074199,4.182586,2.256264
2.000140,3.256930,-2.105042,0.829074,1.689007,0.998343
1.416188,1.484352,-0.153229,1.468412,3.903663,4.178423
1.819835,1.032913,-2.403255,-0.677157,-0.056142,-0.156888
-0.276935,-1.111627,-0.452073,0.485213,-0.259753,1.293729
3.763627,3.040170,-1.448766,1.515393,1.480730,1.037184
1.471350,1.294239,-1.922527,0.794499,0.957682,-0.155978
1.592323,0.758758,0.023148,0.499197,0.626183,1.041378
2.604220,2.491054,-1.784325,-0.183481,-0.258845,-0.371125
1.509696,1.323210,-0.712731,1.297925,2.037439,2.239589
1.128159,2.634565,-1.309443,1.946876,3.706451,1.560348
0.025166,0.478806,0.516821,1.876069,1.211687,1.364688
-0.020946,0.057239,-1.269623,-0.944631,-1.843013,-1.544266
2.719762,2.540628,-1.214932,2.548924,1.749564,0.587134
6.001240,5.443452,-3.247313,4.026276,4.278053,1.786347
1.515857,1.012372,-1.272512,0.522542,-0.957705,-1.956865
3.458923,4.672657,-2.001319,2.124435,1.209334,-0.772097
3.428082,2.429215,-2.311986,0.585511,0.181717,0.630245
2.495291,0.162075,-0.478806,-0.419964,-1.694304,-1.113286
2.771964,2.418766,-2.793416,-0.853301,-2.661565,-2.591009
3.833898,3.641046,-1.525274,2.868417,4.004947,1.977477
2.564427,3.288541,-0.613144,2.458939,1.919841,-0.700851
3.096427,3.322164,-2.158564,1.270582,0.403653,-0.018289
0.085250,0.176142,-0.511986,-0.103350,-0.415882,0.263806
0.929609,2.019887,-1.554459,0.960459,1.568445,1.126362
2.110066,4.582079,-2.152571,3.184027,3.443909,1.482761
2.080277,4.038068,-3.605432,1.131165,1.722902,0.254377
-0.624250,0.216531,0.371873,0.813538,1.522170,0.666734
2.712542,2.222949,0.012546,2.380263,2.955799,1.637295
1.828965,1.742408,0.307816,2.188643,0.924121,-0.420028
2.855617,3.361499,-1.813651,0.497529,0.875262,-1.068083
2.900162,2.878123,-0.392102,2.651100,2.770752,1.330678
3.001825,1.994664,-2.590409,-0.624346,-0.435547,0.249735
1.821053,2.400134,0.039890,2.354046,0.100220,0.204512
1.903715,2.004518,-0.305534,1.434186,0.119707,-1.989734
2.267541,3.649514,0.365955,3.257956,2.847341,0.897139
2.275265,4.646944,-1.712298,3.086305,2.355657,1.820799
2.841050,3.425869,-2.217524,0.840936,1.226527,-0.285366
2.366402,3.909836,-2.114333,2.464381,2.171683,-0.621189
3.561754,2.467212,-3.558285,-1.396932,-0.549075,-0.958753
3.375381,3.625663,-3.415682,1.660042,1.712965,1.245996
1.929888,2.515511,-1.032231,1.641342,1.945303,0.504055
5.025923,4.316766,-4.277947,2.463315,1.915934,-0.081185
2.368620,2.569448,-1.628538,0.563959,-0.352658,-1.309659
1.387227,0.825501,-1.437508,0.495847,0.911539,1.280503
1.689997,2.472857,-0.705183,1.526084,2.082089,1.287586
4.230711,2.788288,-2.570876,0.108215,-0.530287,-0.504176
-1.043151,-2.914840,-0.750668,-2.393756,-1.613180,-0.547673
-0.869575,-1.025019,1.342203,1.138398,1.186264,2.183900
3.201255,3.218773,-2.873442,1.336506,1.114554,0.492939
1.955858,0.682356,-1.809651,0.124373,-0.423763,-1.137396
3.826698,3.920831,-2.514081,1.732304,2.190232,-0.211062
2.018081,0.349052,-0.817494,0.416626,0.436841,-0.104125
5.029200,3.655521,-2.937898,0.423005,0.240395,-1.900239
1.325119,1.850956,-2.768870,-0.183514,-0.796200,-1.453688
1.762381,1.461535,-1.686345,0.174682,-1.142936,-0.462195
3.639973,3.416782,-2.697406,1.757571,0.972829,-1.460485
1.502376,3.307352,-1.876057,1.250241,1.759745,1.058962
4.404575,3.436094,-2.803848,1.156836,1.963380,-0.042161
2.273956,3.852991,-3.201085,1.797130,2.220425,0.119891
3.253922,1.384025,-2.321052,0.253530,0.176679,-1.106612
2.012580,3.429729,-2.159882,2.117611,2.260272,0.909160
1.886992,1.616497,-1.003275,-0.784839,-0.805820,-1.711510
0.102962,0.327096,0.353075,-0.896015,-1.799112,-1.513421
2.115431,3.115093,-0.677081,3.377307,3.723692,1.420608
-1.694431,1.152446,-0.281762,1.423065,2.671225,1.925727
-0.692531,1.090958,1.620038,2.280462,2.299865,2.162495
-0.873550,-1.417436,-1.062723,-1.918975,-0.529449,-0.361715
3.256467,3.586185,-2.189363,0.459004,0.591229,-2.121640
2.020485,0.863726,-0.912077,-0.937480,-0.229602,-1.061820
1.076321,1.553898,-2.124609,-0.655260,-1.067464,-1.530065
3.882608,2.725512,-4.007588,0.532271,0.745497,-1.096462
3.045782,3.490597,-2.461322,2.124104,1.505807,-0.673566
4.686192,4.811227,-3.520828,1.888843,-1.152497,-3.419489
0.188905,0.854676,-1.344126,0.014202,-1.968835,-1.922155
1.091881,2.348185,-0.194473,2.520313,1.927266,1.574558
-1.310891,-1.409370,-0.032488,-0.257214,-0.797469,-0.454368
2.272080,2.582044,-0.321954,2.896358,2.697417,0.558110
-0.099275,1.450250,0.371801,2.105628,2.563378,1.617822
1.502347,3.330832,-1.684220,2.144420,2.630068,0.939916
3.393602,1.438612,-2.605536,-0.044389,1.102959,0.555123
2.548772,1.648361,-2.254949,0.799077,1.409250,0.992267
2.633343,2.196448,-3.351815,-1.185066,-1.014999,-2.307143
4.599152,3.644786,-3.000109,0.145664,0.982583,-1.008114
4.504820,5.046180,-3.315603,2.415512,2.119524,1.297770
1.009470,0.814458,-1.791348,0.562451,0.248010,0.181986
2.251094,2.134909,-0.388503,2.634335,1.498153,0.622252
0.544131,1.306612,-2.082698,0.574677,0.838522,-1.159702
-0.168954,1.998588,0.038407,2.259589,1.738650,1.435866
2.615792,4.366784,-1.378488,3.235801,3.161392,1.488038
-0.216012,-0.565160,-0.911047,-1.341523,0.858044,2.249430
3.081195,3.386574,-1.667367,1.325703,-0.172625,-0.775573
2.976093,1.481339,-3.241700,0.271943,0.582429,0.748653
2.321850,2.721383,-1.493866,0.533366,-1.232808,-1.120669
5.012505,4.134166,-4.102491,1.183149,-0.683757,-2.950838
1.367393,0.917543,-1.195528,-0.902705,-3.137044,-3.695669
0.202216,0.279805,-0.296019,1.293030,-1.805058,-0.706111
1.584421,0.408090,-1.618795,-0.422222,-0.573073,-1.620903
4.333664,4.900444,-2.913984,1.799983,1.466619,0.196333
1.152328,3.846561,-0.733870,3.192200,2.928959,1.107429
1.109813,0.273810,-2.173365,-0.144257,-0.366460,0.097720
1.436150,0.537301,0.763181,1.231134,1.796840,2.031021
3.531355,0.431010,-1.895424,-1.531248,-3.162838,-2.497275
1.092798,0.730746,-1.618151,-1.060746,-1.172389,-1.996046
-0.546049,-0.493962,-1.034260,-0.855672,-1.972763,-1.978972
4.228142,3.975253,-2.819459,0.394041,-0.532436,-1.462307
4.407526,4.632936,-2.516249,1.609119,1.039727,-1.361843
4.619118,3.895186,-2.740322,1.352817,2.632759,-0.236499
2.269089,2.388758,-2.967593,-0.108591,-0.400065,-0.879301
-0.176833,0.055826,0.969344,1.752473,1.341171,-0.146063
0.568131,3.041152,-1.308605,0.666099,1.457110,-0.484261
0.172722,-0.763488,-0.426193,-1.222788,-0.104731,0.885545
2.702541,0.367580,-3.899767,-0.866911,-1.783733,-1.504191
0.660755,0.829074,0.701841,2.323923,1.637662,0.669375
2.697363,2.941275,-1.992998,2.264308,2.854830,1.473505
3.265314,3.183541,-2.269142,0.474534,0.698732,0.173505
2.662503,4.675343,-1.694907,2.428467,0.902221,-1.201748
1.855047,2.493036,-2.451689,0.482297,-0.552835,-1.317516
4.086572,4.186418,-2.616097,1.342400,0.872611,-2.319348
1.829673,2.795956,-0.114399,2.645795,2.417370,0.694022
1.580187,2.767287,-2.715457,0.467402,0.884054,-0.222725
0.009346,0.151996,1.858181,2.696372,3.731156,3.605749
0.724927,2.340167,0.193162,3.067364,2.953199,1.056758
4.271098,4.913312,-3.023477,3.226737,2.351836,-0.001652
2.709848,2.019897,-2.009200,1.667911,3.171484,1.705856
1.245090,2.824741,-0.786668,2.434385,1.008897,0.324838
2.760095,5.275091,-2.194225,2.561400,2.670524,1.598348
3.493728,3.244564,-2.161769,1.401506,2.015827,1.066939
4.659359,5.317360,-2.130620,2.523640,1.503002,0.226711
3.095349,1.727756,-1.968659,0.376520,-1.643773,-1.895231
2.527081,0.692732,-2.737702,-0.431570,-0.640003,0.106719
3.056784,2.193866,-0.256160,2.166811,4.845458,3.070348
2.842977,2.032355,-2.299410,-0.785845,-2.370264,-3.835376
1.011795,0.598923,-0.215226,0.407632,-1.764681,-3.531252
1.002155,0.039690,-0.789223,-0.335882,0.067396,0.600683
4.564603,2.147219,-3.381234,0.048761,-1.836855,-3.085619
4.557163,3.764964,-3.417165,1.380701,2.181288,0.767957
2.100431,2.726029,-1.862716,0.411921,1.627658,-0.237766
1.778326,1.291316,-1.673839,0.026666,-1.968554,-1.870797
1.662065,1.328752,0.124126,1.660443,0.816039,1.065947
2.199842,0.762115,-2.742103,-0.619709,-1.026021,-1.010092
3.908480,5.606495,-3.479117,2.479839,1.077287,-0.659438
3.469471,2.054774,-2.907558,2.331870,0.358210,-1.165560
2.945823,1.539852,-1.775840,-0.424930,-0.742910,-1.123676
-1.303033,-1.118604,-0.498295,-0.287942,-0.296196,-0.791373
2.165320,1.291465,-1.402021,1.085155,1.381303,1.590620
2.901104,3.504760,-1.864251,1.644145,-0.658193,-2.097939
2.847706,3.378570,-3.479525,0.937321,-0.687725,-1.407958
1.594688,1.834514,-0.652849,2.041020,1.481382,1.167531
1.548854,3.085153,-0.671897,2.836430,3.167895,1.727178
2.695256,3.415884,-2.009552,1.808249,1.963780,0.075290
3.262544,3.850769,-3.020378,0.063466,-0.479941,-1.863977
3.594716,4.744594,-1.887381,2.645826,1.857002,-1.146580
0.584823,-0.820650,0.359633,-0.100337,-0.959936,-0.185003
2.087471,3.533252,-2.365911,1.461768,1.309297,-0.275862
0.259472,3.153531,0.341666,3.484324,1.942208,2.350565
0.737991,2.934105,-1.934929,1.883967,2.113029,0.388452
4.138471,3.078855,-3.836258,0.312005,2.558629,-0.293023
1.855592,1.469925,-1.958204,-0.715805,-1.806483,-1.613407
1.424240,1.367119,0.993751,1.685695,0.117166,-0.763506
2.566312,1.893663,-2.414927,-0.103667,0.553724,-0.245921
1.922997,1.630226,-1.986808,0.817973,0.024615,0.035650
3.579755,4.146394,-3.084846,1.185491,0.320516,-1.945642
2.139758,2.483377,-0.866100,0.941335,0.640418,0.258685
1.072316,1.411462,-1.856808,-1.480014,-2.607186,-0.803822
2.741082,3.543984,-3.006096,1.337831,1.813832,-0.250690
1.201754,1.250867,-0.957166,1.500070,0.041057,-0.688423
2.756854,0.959172,-2.586187,0.576869,-0.070635,-1.169077
2.902478,3.707118,-1.307487,1.877722,2.263773,2.200220
-0.768538,0.235367,0.682251,1.501999,1.742140,1.049166
-0.677721,-0.888009,0.586803,-0.161607,-1.071454,-0.678973
3.173923,2.735825,-2.185682,-1.559260,-1.890479,-1.432008
1.516062,2.759258,-2.422306,2.147166,2.456336,1.814122
1.396955,2.094424,0.729180,2.296842,3.285098,1.214598
0.283147,0.659966,-0.968050,0.891235,-1.010672,-0.859815
0.733028,0.541345,0.078174,-0.415824,-1.472079,-0.259951
0.649844,0.083836,-0.941155,-0.557341,-0.236073,-1.206517
2.717749,3.730301,-1.453732,1.911811,2.084291,-0.108693
2.296881,2.042434,-0.199889,0.808907,-0.144525,-0.588987
-0.420780,1.161617,0.899195,2.217254,2.778301,1.645733
1.354806,2.817061,-1.529712,2.254028,1.883903,0.130826
0.201742,1.160189,-1.479088,-0.337611,-0.834264,-0.152334
1.047227,0.003597,0.429618,-0.767787,-2.531515,-3.173018
0.885532,1.713995,0.327794,1.325463,2.092668,-0.297453
1.835329,2.802616,-1.395328,1.393898,2.004519,-0.393991
2.391724,2.296711,-1.418205,0.951247,-1.024068,-1.678557
-0.878441,1.185269,0.171753,1.034524,0.501670,-0.806956
1.377118,2.604251,-1.500729,0.001430,-0.057244,-0.433230
-0.307008,-0.357395,-1.038196,-1.060702,-2.334384,-2.640586
2.083286,2.357085,-2.047970,0.665922,1.223858,0.747600
3.123082,2.395328,-2.367793,3.349994,3.938973,4.082044
3.782135,3.600989,-2.963808,1.040722,0.358902,-0.942893
0.913292,0.522513,-1.312720,-0.075859,0.365024,0.046622
1.463584,2.025521,-0.448298,1.711177,1.618807,1.042044
3.511689,1.963327,-1.793594,1.970783,1.819778,1.231436
1.411492,0.572396,0.393123,0.815582,2.070730,1.918072
1.861180,0.983263,-1.800867,0.033350,-0.342591,-1.991713
1.745679,2.174993,-1.912396,1.094590,-0.630999,-0.666404
2.987052,3.336725,-3.114172,1.191405,2.485670,0.431807
1.608607,2.817395,-2.184083,0.908450,-0.817526,-2.015432
2.876813,2.550788,-2.822584,0.150927,0.596229,-0.248887
-0.389384,0.380333,0.703340,2.039603,0.185085,0.426031
4.839089,4.742614,-3.019747,3.247194,2.942972,1.649824
1.238910,-0.159815,-0.524361,-1.895491,-2.887965,-3.160262
1.178649,1.516383,1.056418,2.243770,4.014398,3.505409
5.216532,3.890018,-3.543949,0.941959,1.129519,-0.487958
0.213179,2.176143,-1.562989,0.417053,0.749742,-1.405404
3.769662,4.057820,-0.769683,2.081030,4.078052,2.245838
1.576681,2.034885,-0.552000,1.570492,1.678250,0.711499
0.469286,1.351803,-0.791298,0.332695,0.940092,-0.006222
-0.063017,0.350051,-0.087955,-0.914615,-0.558075,0.542880
4.699213,3.312570,-3.607916,-0.593446,-2.171108,-1.898058
3.416179,4.135309,-1.419617,2.931155,3.079092,-0.078162
1.036724,0.476618,-0.988500,-0.049436,-1.970637,-0.986449
0.790167,0.411740,-1.493336,-0.049390,0.378687,0.250158
1.747501,2.249266,-2.080959,-0.809361,-1.665417,-1.597366
4.806997,3.048226,-4.366862,-0.421147,0.121665,-1.589728
3.600039,2.990351,-2.808936,0.741120,0.205814,-0.304210
1.536885,2.757868,-1.611550,1.147450,2.090454,1.172063
5.232070,4.306642,-3.569393,2.157049,0.695540,0.602097
3.139656,4.197155,-1.746269,3.178754,2.407506,-0.369284
0.791036,-0.011561,-1.443364,-0.487153,-1.267317,-0.553017
2.805054,2.348522,-0.188467,0.234265,1.491108,-0.047250
2.480859,4.238029,0.038025,3.146484,4.305769,2.393815
2.255746,2.508452,-1.292731,2.092484,2.966642,1.230944
2.577402,2.690376,0.866269,1.988560,2.688730,1.924345
2.909460,2.834489,-3.063791,0.655522,-1.033400,-2.400687
2.618238,4.117355,-2.709364,-0.089181,-0.238775,-2.454545
2.800902,4.295601,-1.630193,2.531434,0.902815,-1.453392
2.100143,3.433885,-1.035431,2.385539,1.652826,1.008362
2.600097,0.690554,-3.305119,-1.278289,-0.701809,-0.107830
0.496869,-0.153223,-0.402937,1.063117,2.561133,2.492758
3.292510,4.164802,-2.254734,1.491078,2.117545,-0.499384
1.290153,2.476790,-2.353499,1.362467,2.032081,1.340840
0.396533,0.912599,1.106472,0.932517,0.831376,0.884872
2.130649,2.918702,-2.753052,0.820246,0.398281,-0.135794
0.314107,1.205457,0.641603,1.595895,2.249117,1.468715
0.800201,1.666469,-1.291034,0.166372,-0.027668,0.123434
2.780544,3.544173,-3.591317,1.638434,1.395540,0.033089
1.033544,-0.282147,-0.115658,1.266280,4.066701,3.712113
2.664904,3.194888,-2.664650,1.214886,1.462987,-0.151022
0.859341,1.349112,1.414074,2.515340,2.734927,3.523089
2.652007,3.414964,-2.967410,-0.431311,-2.606631,-3.243717
2.010268,1.725767,-2.172937,1.632155,2.628302,0.592447
0.804170,2.135924,-1.129896,1.539847,2.392787,0.657367
0.735795,2.088278,-2.376570,-0.876511,-0.551266,-1.846735
2.976763,4.112700,-1.345814,2.467697,1.606698,-0.278351
1.050579,2.038360,-2.121283,0.279764,-0.551953,-1.441632
1.903272,1.603891,-3.618249,0.810063,-0.329907,-0.709652
2.417978,2.040799,-2.944997,0.929856,1.202870,1.019545
3.808885,5.112278,-3.143679,2.961133,2.178946,-0.273384
2.018999,2.057124,0.558768,2.058322,0.979310,-0.768492
3.200902,1.962255,-1.720340,1.359273,2.186590,1.218043
1.195557,0.901216,-0.548579,1.236094,1.894530,1.894206
2.724612,3.311574,-1.496663,3.309098,3.326090,1.394010
2.352144,3.917500,-1.718225,1.204526,0.462053,-0.795309
5.644194,3.584890,-2.434506,0.805227,1.367258,-0.586387
1.308474,0.454042,-1.649455,-0.445071,-0.722941,1.293519
0.814222,0.226107,-0.580836,0.338305,-0.751155,-0.447167
3.349225,2.542993,-3.151263,0.853370,-1.451802,-3.000705
2.919820,2.358371,-2.526374,1.074734,1.819914,-0.178066
2.087126,3.127251,-0.655882,2.144074,2.451841,1.216458
0.621020,0.284708,-1.901383,-0.844436,0.386065,0.525318
2.657782,3.772472,-2.043872,3.408874,3.737916,1.258154
1.455941,1.876882,-0.488777,1.345125,0.984788,-0.928817
1.752930,1.265330,-0.935073,0.583933,0.598906,-0.258190
2.584482,3.473956,-1.158726,2.531694,4.075194,2.979798
1.414750,1.019890,-0.804257,-0.089391,-1.098267,-0.534710
3.367510,2.070708,-2.253447,0.428247,1.812372,1.048371
2.303397,2.204771,-0.297381,0.825651,-0.900663,-1.644632
1.941359,2.402020,-2.233274,0.723223,1.651416,0.314307
3.689990,3.632146,-2.168164,2.084136,1.884540,0.947750
2.121585,1.867460,-1.977115,-0.638351,-1.909072,-0.904861
0.120068,1.595577,-1.208668,1.212233,2.396372,2.396051
3.615652,2.960834,-1.710507,3.031880,3.385697,1.787784
0.816990,1.619075,0.813898,2.720979,3.302488,3.236735
3.417353,1.498101,-3.420468,1.098904,0.713003,0.256729
2.945776,2.477969,-3.011694,-0.026012,0.532661,-1.818751
-1.289140,-0.556829,-0.102481,0.396872,1.326571,1.782160
0.306098,0.964459,-0.599075,0.601270,1.729367,1.441516
1.132505,0.851019,-0.209513,0.243387,1.053816,1.638023
3.255438,5.528579,-2.925453,2.079556,1.778376,-0.221928
0.828559,2.719699,-0.977203,2.258275,2.958265,2.302688
-0.151169,-1.106798,-0.241657,-1.147088,-2.343682,-1.941002
5.703373,5.693529,-4.570428,1.796736,2.639009,0.451747
1.817172,2.855134,-1.716094,0.158231,-0.187105,-0.755438
3.596588,3.580423,-2.711340,1.403322,0.921951,-1.458533
-3.041901,-2.495682,-0.364622,-1.110682,-1.489062,0.023697
2.231600,0.482753,-0.432659,1.680996,2.332001,0.910875
2.474528,2.025103,-1.401311,1.762276,1.728757,1.881192
1.406970,2.390164,-0.106940,1.478030,2.082662,0.466686
1.578945,1.639491,-0.728374,1.382415,0.047346,0.454888
2.127668,2.177695,0.080402,1.927630,3.376443,2.037921
2.352614,0.980186,-2.022672,0.468461,0.125101,-0.079631
1.617106,1.905099,-0.307371,0.919422,0.673841,1.180808
1.001110,1.196956,-0.318006,1.544137,1.623628,1.681683
1.666681,0.009664,-1.229656,1.068979,0.466261,2.172764
-0.208715,0.675347,-0.032201,0.460883,0.661062,-0.469241
0.785517,1.250628,-2.525774,-0.122895,-1.195307,-1.306511
3.845927,3.278136,-3.954807,-0.338612,-1.197486,-2.513488
-0.232960,-0.464534,-1.803732,0.071838,0.289400,0.792671
2.723774,0.731314,-2.977977,-0.973531,-1.408376,-2.579203
1.908186,0.640176,-1.613397,0.435062,1.290365,1.750437
3.302032,3.796509,-0.265299,2.777957,4.695535,2.742346
1.799924,1.567693,0.678013,1.265195,-0.456474,-0.328108
2.265909,3.084357,-1.125140,3.182204,3.000377,1.674928
2.344743,0.555221,-2.648827,-1.556830,-1.783741,-2.121099
3.703511,3.247753,-1.547111,2.858757,1.279582,-1.188031
1.044392,-0.446978,-0.368402,-1.874892,-2.480097,-1.657878
