id,x0,x1,x2,x3,x4,x5,target
348,1.451519,-0.062951,-1.836580,0.028439,0.761316,1.451434,6.134778
349,0.171574,2.630962,1.947733,-2.657389,-1.808432,-2.381591,7.603066
350,-0.994577,0.351715,-0.531911,-1.112206,-1.562981,1.384098,3.102108
351,1.681687,-2.036196,-1.659713,0.682766,-0.433746,-2.301857,4.998036
352,-0.603800,0.665624,1.055069,-1.806478,0.113578,-1.563185,5.299130
353,0.270381,0.100347,-1.790028,1.454249,-2.711578,-0.060795,4.050796
354,2.783491,2.765346,-1.893705,-2.077334,-0.457444,2.686647,7.831909
355,2.915275,1.286657,0.076775,1.007081,-1.808023,-2.754895,7.559710
356,2.126769,-1.930336,2.182896,1.583835,-2.457176,1.693541,4.320353
357,1.888789,-0.965864,1.590920,-2.837065,-2.277840,0.536836,6.314622
358,0.401858,2.167426,-2.017930,0.354726,0.751290,-2.183964,5.184812
359,-0.923508,-0.906104,0.719489,1.008716,-2.916973,-1.724538,1.685836
360,-2.446623,-1.414268,-1.082657,2.013217,-0.904022,0.884827,-1.575230
361,-0.057416,-2.921661,-0.586866,-2.580510,-1.360320,2.610831,4.893558
362,1.152955,1.675921,-1.754358,-1.971625,-0.802390,1.082870,7.888650
363,1.935258,2.888369,1.693646,0.017654,-2.499790,0.337345,5.146987
364,-1.131344,0.603489,0.968739,1.503765,1.532134,-2.304228,1.504880
365,1.664622,-1.693217,2.010783,-1.033236,1.034849,-0.559516,5.967375
366,1.968972,-1.627147,1.110386,-2.793761,2.167848,0.012866,6.153615
367,0.901755,2.790532,1.558973,-0.872159,0.082047,-1.373866,4.955057
368,-1.549367,-2.468054,1.025065,-0.840783,0.333067,0.164456,2.826749
369,0.226834,-0.393880,-0.905766,2.685941,-0.036501,0.512106,1.043582
370,-2.861929,1.899536,0.721985,-2.551204,-1.898428,0.212482,3.241679
371,2.663588,2.269730,-2.750911,2.526912,0.392796,-0.335122,7.644938
372,2.242186,-2.471080,1.388478,-1.936632,0.141724,0.832513,7.466095
373,-0.797154,1.974999,-0.984615,0.950303,2.790178,0.504291,3.214151
374,0.226073,-0.571135,1.614102,2.713113,0.949668,0.185426,1.704413
375,-1.799809,-0.500016,-1.125604,0.508526,0.913197,2.619486,1.408439
376,2.249071,0.326181,0.593816,-2.603887,1.347162,2.939839,8.589322
377,-1.271395,0.924359,-2.930881,0.171094,-2.343192,-2.752932,8.949372
378,1.974508,-1.719699,2.765946,0.624192,2.102382,-0.857288,6.612920
379,2.320431,-2.132093,-1.544132,2.754211,-0.850373,-0.347039,3.920295
380,-1.245127,1.460877,1.830582,-1.562352,0.827696,-2.681556,5.418878
381,0.919239,-2.985974,-0.404906,-1.277320,-2.047635,1.726403,4.863835
382,-2.153199,-1.065071,0.586192,0.563621,1.414190,-0.519567,-0.720094
383,-2.789079,1.949067,-2.297135,-0.313820,-0.619985,-0.920712,4.290120
384,-1.359382,-1.626678,2.642220,-1.670959,-0.814502,2.211545,4.788578
385,1.983124,2.689427,-2.375811,0.865303,0.432248,0.693225,6.590067
386,-1.515273,2.944161,-0.679354,1.573195,-0.318687,-1.650815,0.010675
387,-2.036799,-0.283210,1.911569,2.786914,-2.963894,-1.548241,1.686419
388,1.897585,-2.576337,0.873624,-1.505921,2.595748,-2.236906,4.980590
389,-0.066641,2.524866,2.345571,1.028434,2.849292,1.171447,5.609043
390,0.125208,2.897327,-0.007679,-0.812057,-1.700544,1.422235,2.257455
391,2.419497,-0.216149,-0.956744,2.866408,-0.716245,-0.968068,3.413849
392,-2.035994,-0.453721,-0.579384,-0.805066,0.096914,-0.659904,1.104291
393,-0.361769,-0.222346,-2.839731,2.811450,2.369220,2.300645,5.702055
394,-0.498859,1.426277,0.734087,-2.149661,1.811014,1.572564,6.381385
395,0.038423,-1.575901,-1.436613,1.048051,1.188337,-0.706654,1.879773
396,1.770981,-2.547969,-1.939683,1.285845,-1.294481,-1.410759,6.269439
397,-1.313188,-1.553917,2.810282,-0.073286,2.678158,0.720029,5.039306
398,-2.287447,2.912968,-0.298006,2.955528,-1.939969,-0.546347,-1.660168
399,-0.421307,-1.509917,-0.103851,-0.184695,-1.701153,1.191037,0.955215
400,2.004045,-0.665388,2.625141,-0.684300,2.826021,-2.097417,6.180961
401,-2.569363,0.700167,2.390063,-1.239470,-1.085513,1.307195,5.162152
402,-2.753258,-0.618262,-0.820847,2.420813,0.602109,0.167498,-1.818333
403,0.416923,2.625821,-1.107559,1.010259,-2.896721,-1.714144,4.146654
404,1.499975,1.599667,-2.180380,1.344179,0.159280,0.620788,7.033481
405,-1.292471,1.456662,1.069480,-0.760126,-1.943524,0.528719,4.011527
406,-0.164008,-2.171130,-0.527318,-1.000644,0.898079,-1.508137,2.914041
407,-2.473180,-1.486601,-2.448698,2.937063,-0.887347,-0.823007,0.589455
408,-1.685056,1.398091,-0.873996,1.087102,-0.885702,-1.910413,2.885032
409,-1.736998,-1.376611,2.921873,0.002469,-2.037726,-1.386051,5.043121
410,1.156352,2.103138,1.613330,-2.116444,2.176818,-2.090769,6.240696
411,0.679552,-1.860862,0.598849,0.572984,-0.883791,2.600175,1.889577
412,-0.225236,-0.841503,0.536628,-1.179086,0.662971,-1.496621,2.274750
413,-0.639668,2.361859,1.706879,2.912314,0.156712,0.762618,1.971836
414,2.907751,-2.068349,2.178959,1.702642,-0.372580,1.753057,6.023366
415,-1.068463,-1.196345,0.803637,2.893366,2.526555,1.111659,-0.361720
416,-2.229315,-0.235778,-2.882869,-1.388621,-2.892966,-1.589679,6.848409
417,-2.694393,2.413283,2.735959,0.269955,-0.155456,-1.013085,4.174240
418,1.486559,-0.004549,-0.089965,1.439661,0.615639,-0.644084,3.226777
419,-1.887824,-1.621090,2.344562,-0.967150,1.617096,-1.444382,2.939307
420,-0.930926,-1.638412,1.695071,-0.259759,2.248310,0.542760,2.898908
421,-2.690294,-0.098909,1.160259,-1.133528,-2.990920,-1.578674,3.046209
422,-1.060910,0.218143,-0.003739,-0.845847,1.251591,2.268870,3.738926
423,-0.132500,-2.626364,2.450234,1.168078,0.504264,1.265815,5.601535
424,0.135830,2.788521,-2.043303,0.700822,2.071640,-1.144748,3.475524
425,-2.240811,-2.885316,0.869179,1.225239,-0.756581,0.590907,1.192803
426,1.401100,1.520993,1.627819,2.337826,1.076242,-2.103885,4.669255
427,-0.902407,2.627775,-2.929127,2.322011,-1.573891,-1.209754,4.948814
428,-1.792055,-2.118069,-0.930798,-2.290030,0.939622,-2.127505,2.393794
429,0.092642,-1.308143,2.168627,-1.027283,1.381106,-0.173215,4.705916
430,-0.069263,0.185377,-1.171731,-2.101477,-2.549535,-1.471710,6.367347
431,-0.835405,2.368410,-2.245889,0.075795,-0.027269,2.426729,4.788211
432,-1.600637,-2.794533,-2.029006,2.849627,-2.495439,-1.197066,3.030403
433,2.271306,-1.418248,2.088271,1.775865,2.569919,-1.114527,3.917267
434,2.147731,0.297078,1.516956,0.861745,-0.989850,1.566650,5.619968
435,1.804766,-2.138713,-2.340679,-2.717096,-2.515209,-0.993791,9.395703
436,-1.380131,-0.313428,1.405143,-2.526353,-2.736176,-1.811606,5.197975
437,0.546395,-2.606861,-1.763924,-1.114096,-2.852429,1.321723,5.227545
438,-2.188030,-1.259959,2.120951,0.201980,-0.222890,2.742719,1.588929
439,1.993040,2.120892,-2.022416,2.875316,2.829659,-1.906674,4.002335
440,-0.465833,1.317348,0.332961,-2.622822,-0.863172,-0.482803,5.962300
441,0.063380,-0.007213,-2.957067,0.383923,-0.051360,2.055300,7.120899
442,2.215695,-2.553080,-0.264761,-0.098607,2.767785,-0.931839,4.700492
443,0.880308,-2.209238,-0.263701,-1.681413,-1.687078,2.757381,3.468194
444,-2.586996,2.144327,0.677650,2.880645,1.274802,2.155692,0.057148
445,0.340993,-0.561143,-1.598591,-0.170188,-2.324342,-2.059120,4.967216
446,-0.847856,-0.325180,-0.847621,0.074677,-1.321020,-1.218054,2.371796
447,1.795657,-0.026228,-2.792491,1.027430,2.020941,0.993663,8.250201
448,1.824544,0.540707,-0.353274,-2.302266,2.397134,0.636012,7.602256
449,-2.436920,2.291627,2.037541,1.823760,-2.033716,0.958453,1.345091
450,-0.374361,-2.911036,0.974582,1.092584,-2.879013,0.041553,3.182427
451,1.649689,0.912306,-2.874583,-2.759963,-2.043937,-1.981036,12.858209
452,1.276680,2.125447,0.897019,1.267626,1.137197,-0.333916,4.086416
453,-0.463298,2.728839,-1.090439,-1.154521,-2.098013,0.854262,2.984880
454,1.651874,-0.522920,-0.502949,-1.816782,-1.769427,1.476290,4.351778
455,2.511366,0.521347,2.766429,1.530035,2.367118,-0.265856,8.736301
456,-1.596625,2.293421,2.078031,2.446045,0.712787,-0.303013,2.179162
457,1.718529,-2.993988,-2.743791,0.640655,-1.686031,-0.549438,9.048906
458,-2.193335,-0.484455,-1.931054,0.889160,-0.348117,1.927916,1.275718
459,-1.703006,0.657838,-0.360062,-2.005808,-1.642240,-1.803820,4.733333
460,0.415603,-1.904972,-1.004510,-2.640586,0.985990,-2.455222,4.257743
461,2.398002,0.387557,1.472578,0.234967,2.381096,-2.950038,4.997776
462,-1.091498,-1.664065,-1.072565,-1.598045,-2.327586,2.653602,1.005985
463,-1.243676,-1.982937,1.202810,-1.287156,-1.941056,-1.918752,3.688046
464,-1.796539,-2.348525,-2.527642,-1.600528,2.107443,-2.967572,4.010724
465,0.582277,1.889254,-1.779646,0.291295,-1.951357,-1.835474,6.685481
466,-1.297492,-0.367794,-2.000916,-2.705101,-0.293605,-2.320079,5.253786
467,2.846822,-1.219566,1.100573,-0.747555,-0.226325,0.127143,5.284016
468,-0.572734,0.094976,-1.327061,-0.272848,1.285095,-1.397581,3.279490
469,0.664036,-2.254354,-1.887900,-2.696630,-1.164004,0.036533,6.963605
470,1.924357,0.641107,-1.434786,-0.127098,2.730987,0.317194,7.103106
471,0.317569,2.940194,0.083223,-2.678550,-0.337047,-2.107754,4.460835
472,-2.325340,2.461056,-1.933421,-1.962508,0.116215,0.347444,4.079256
473,-1.498187,-1.396532,-2.449755,2.588955,-2.021236,1.061282,0.945443
474,0.665853,-2.271627,2.800811,-1.682840,2.285740,-0.313308,8.258183
475,-0.255295,2.148521,2.241355,-0.012485,-2.872420,-0.869110,6.393025
476,0.201928,-2.579507,-1.571772,-2.045008,-1.894212,-2.691964,7.417523
477,1.723889,1.493698,2.823908,2.741513,1.557715,0.342238,8.057691
478,-0.419935,1.338001,-0.735112,-1.723614,-1.277337,-2.256905,6.199638
479,2.091863,1.008483,2.907127,2.356116,-2.677258,0.036381,8.787767
480,0.990278,-1.506334,-2.224326,-0.057897,-0.576924,-2.212002,5.428400
481,-0.409435,0.354154,2.353154,-2.286714,2.761333,2.049109,9.037473
482,-2.540690,1.217965,0.309248,-1.018090,1.641713,2.378795,3.850074
483,-1.036723,0.960534,-2.160249,2.015005,1.263857,0.925859,4.610323
484,-1.943440,1.648802,-0.228986,0.095954,2.561987,1.440580,3.309299
485,1.989677,2.301798,0.805320,0.159787,1.917425,1.208391,5.790560
486,1.822244,0.464236,-2.149710,-2.503162,0.572642,-1.741184,9.248137
487,-1.991333,-0.472554,2.988383,-2.342257,-0.049077,-1.659803,6.525997
488,-0.547466,0.967614,-1.732114,0.799738,1.126166,-2.018183,4.211395
489,1.713531,2.327573,-2.685502,2.712046,-2.231721,2.264160,5.148149
490,-0.538899,0.310004,-2.437690,1.773424,1.876461,-1.383662,4.144721
491,-1.153262,0.756032,-2.426944,-0.564667,2.630435,-2.844791,4.596508
492,2.619955,-1.955779,2.264902,1.335461,2.579497,0.207256,6.332246
493,-1.602244,-2.869153,0.119460,2.154946,2.606657,-1.615762,-0.219348
494,2.066916,-1.232479,-0.214806,1.178775,0.761612,0.986023,2.846585
495,0.058548,1.636692,1.517999,-1.454816,1.258607,-0.568270,6.232872
496,2.114869,2.056820,-2.706634,2.490959,1.781022,1.571298,8.153474
497,-0.010587,1.359631,-1.201148,-0.039027,2.921889,-1.660938,3.898897
498,-0.310666,1.749139,-1.753803,0.090347,-2.424743,-1.684942,6.284450
499,-2.929732,-0.950417,-0.146669,0.328253,0.432218,-1.926402,-1.385994
500,0.885390,1.373877,-1.971082,2.176375,0.950359,-0.900155,5.369797
501,-2.234995,1.564408,0.473150,0.226376,-1.473423,2.840679,1.148241
502,-1.935439,-2.854016,-2.066406,-0.930191,-1.036079,0.407738,4.692511
503,-1.227638,1.477534,2.082451,-1.187735,-2.126524,-0.866911,6.670840
504,-2.344758,0.962255,-0.944690,0.227225,-2.026600,1.682036,1.653666
505,1.760354,-1.766340,-2.954602,0.278731,2.632814,-2.575806,6.011155
506,0.826799,-2.458503,0.334271,2.143205,-2.441345,0.894337,1.830106
507,1.602798,1.074352,1.771938,-0.538389,0.210060,2.193975,7.883316
508,-1.574557,-0.952013,-2.701811,-0.168924,0.775443,0.881066,4.198832
509,0.897239,-0.234260,-1.398219,-0.492368,0.659961,2.201697,5.073145
510,-2.365039,-2.988844,1.128233,2.923186,1.591668,-0.190940,0.333744
511,2.289558,-1.541301,-1.364303,0.358500,1.538172,-2.508662,3.504768
512,1.313620,-2.860355,-0.279537,1.984125,2.289381,2.989280,5.306905
513,2.536582,-0.454168,1.119198,1.328791,0.233064,1.237249,4.271771
514,1.000952,1.580874,-1.557767,-1.583931,1.312871,1.823976,8.060564
515,0.164545,-0.182572,1.952685,2.046007,0.075667,-0.263872,3.288213
516,2.320284,-1.381770,-2.576878,-2.117843,2.835220,-0.290706,8.320288
517,-0.076959,0.270954,0.220490,-2.196936,-0.042097,-2.615262,5.003426
518,-1.766685,-2.690216,2.282324,-1.614117,-1.606202,2.493587,4.630596
519,1.092163,1.547335,-0.654062,-2.935700,2.890481,-2.059162,6.030055
520,-0.913203,1.294015,-1.124159,-1.278085,0.664268,-0.299879,5.046162
521,2.875972,-1.880131,-2.874442,-2.422503,-2.633925,-0.786338,11.033982
522,-1.065292,-1.939872,-0.600966,-0.493109,-1.071819,-1.310710,2.105030
523,-0.765260,2.880724,0.618475,2.537967,-1.112635,1.464960,-0.475911
524,0.026083,2.123867,-1.408089,-0.744867,2.364853,2.311480,6.422841
525,2.528853,-0.347171,-2.268718,2.297196,-1.538293,-2.572121,6.620022
526,-1.413039,-0.390987,-2.524902,-2.105680,-2.456262,-2.932616,7.509277
527,-0.158795,-2.039172,-2.568675,-0.877808,-1.715621,-0.943628,6.515618
528,2.099835,-0.474609,2.782398,1.994944,-0.797983,-1.998870,6.953007
529,2.033681,0.588341,-2.749517,1.050514,2.627166,2.921747,10.763247
530,0.632572,-0.696098,1.516295,-0.684067,-0.900174,-2.124154,4.574831
531,1.669466,-0.602449,1.993448,1.125537,0.209819,-1.918106,4.613192
532,-0.781201,2.460341,0.829307,-2.301764,-2.039463,-1.192308,4.780397
533,-1.648265,2.968618,-2.564661,1.828480,-0.197904,-2.809598,2.743756
534,-0.328719,2.250662,1.614898,2.287539,2.031202,0.479023,2.949759
535,0.086148,2.860796,2.252249,2.264147,-2.904081,-2.766270,5.273075
536,-2.759108,-0.015191,2.324921,-0.632827,-1.207031,1.507733,3.179795
537,0.142994,2.194295,-2.734084,1.671339,1.677998,1.634111,6.780878
538,1.330335,-1.259432,-0.167004,1.737016,1.202747,1.966107,2.189609
539,2.439261,1.610913,-0.759122,-2.971315,-0.845351,-1.979898,9.194397
540,1.575989,-0.431932,-0.042203,0.213266,1.616549,0.329012,3.657508
541,-0.818855,-1.711053,-2.076071,1.827678,0.243865,-1.423128,1.940446
542,-1.634405,-1.673160,1.110171,-2.325604,-1.069782,2.643770,1.914083
543,1.143837,-2.665654,-2.331006,-1.243042,-1.073608,0.752528,7.859779
544,-1.961024,-2.202606,-1.835309,2.469054,1.211510,1.379499,1.224257
545,-0.449699,-1.768180,-1.257816,0.399060,0.114985,2.601375,2.136499
546,2.943163,-1.925434,-0.011370,-1.638802,-0.227776,1.939721,5.851197
547,-1.171252,-0.167498,0.793256,0.418909,-1.713215,-2.972540,2.937971
548,-1.007644,0.614880,-2.380780,-1.048559,1.161216,-0.422748,6.542101
549,0.717397,1.148183,0.999177,-2.831333,-2.330142,1.287449,6.772509
550,2.583820,1.358617,-0.108267,2.326876,-2.591081,-2.279194,6.552237
551,0.619167,-1.101508,-2.783137,-0.566281,2.790378,1.001903,7.138967
552,1.877338,-1.930065,-1.385208,2.006636,2.461028,2.298080,4.830632
553,0.963740,-1.281632,-0.497759,-0.964498,1.794481,2.872835,4.561565
554,1.098893,-0.239539,2.193764,0.017602,-2.113940,-1.069833,6.519423
555,-2.922937,-1.334889,-1.087845,0.295657,-1.358859,0.250706,-0.712155
556,-2.089194,-2.125864,-2.782169,0.086544,-1.701570,0.649268,4.136536
557,-2.413360,1.169031,2.876301,-1.616006,1.780213,0.912167,7.899874
558,-0.343482,2.489347,-2.745838,-2.421717,1.802507,-1.272347,7.450342
559,-0.211037,0.453344,-0.106267,-2.342038,2.605479,-1.771367,4.079472
560,2.872134,0.901116,-1.313627,-0.875358,2.480598,1.138489,9.056353
561,-1.466993,0.144043,-1.783064,2.599154,-2.608645,-2.078991,3.066423
562,-1.481459,2.980216,0.069566,1.596139,-1.217889,1.490244,-0.838348
563,2.858359,1.772082,0.214908,1.177172,2.226720,1.197669,6.478837
564,1.966868,-1.739698,-1.520718,-2.589751,0.834401,1.270188,6.925239
565,-2.335462,-0.696961,2.788817,-1.437325,-2.009951,2.179507,3.595885
566,-0.537124,1.495583,0.722022,1.286248,-1.161361,-0.172730,3.230522
567,0.752841,1.458348,2.026835,-0.702610,1.716067,-0.294291,7.423844
568,-1.585944,-2.967430,2.587152,2.190942,-0.196780,1.950686,4.208695
569,2.872202,0.822373,-2.958795,1.470081,1.334647,-2.039030,9.480277
570,1.035338,-0.352100,0.985425,-0.819467,0.122546,0.935733,4.400952
571,0.247912,0.157672,-2.011481,1.547478,-1.653075,-1.979172,5.265802
572,0.167773,0.603600,0.202470,-2.836582,1.706312,0.059636,6.171778
573,-1.580273,-2.442279,0.789363,2.776673,2.209501,-0.093838,-0.059494
574,-0.981757,-1.643362,2.522126,-2.141267,-0.623137,-1.272348,5.812083
575,-1.506115,-1.208079,-0.296029,-1.763201,-2.837749,-2.256734,3.123565
576,2.741573,0.783353,2.211859,-2.095952,-2.744037,-1.616255,11.681255
577,-2.045530,-2.821253,-0.685085,-1.197035,1.814361,1.239331,3.496721
578,-1.596013,1.546891,-0.334986,2.608374,-2.114137,1.512554,0.260954
579,-0.802819,0.913740,-0.732976,2.558978,1.035035,-0.997868,1.795199
580,-2.881226,1.425166,-0.955891,-1.180330,2.382803,-1.025134,2.424051
581,-0.054214,-2.148039,2.460679,1.628708,-2.088582,-1.801813,5.300462
582,2.705301,2.965001,-0.914686,2.981354,-1.764801,-2.858928,4.111856
583,-1.257907,-0.362686,0.219188,2.922474,-1.617909,2.518860,-1.808550
584,-0.476759,-1.991730,-1.634652,-2.176278,1.080522,-1.841478,4.198360
585,-1.996818,-1.918800,-1.801279,0.317340,-0.938564,-0.383788,1.848997
586,-1.981251,-2.784197,2.095711,-1.143381,-0.509592,-1.509244,5.049352
587,-0.941410,-1.186496,-1.902396,0.368700,1.383741,0.709837,2.550316
588,2.038227,2.316700,-1.823562,2.622700,0.174213,-2.918261,4.715428
589,-0.940129,-1.071962,1.032054,-1.475879,0.592444,-1.756853,2.081291
590,-0.788473,-2.180360,-2.587244,0.683545,1.622722,0.654954,5.001262
591,2.116590,1.302851,0.505955,2.361076,-1.390476,2.104699,4.037979
592,-0.837923,2.901505,0.614656,1.241882,-1.155905,-2.036044,1.328607
593,2.959001,-1.149360,1.204077,-0.286134,-2.345873,-2.025350,6.380207
594,0.188774,-0.221299,0.429264,-2.209477,1.767170,1.286981,4.980013
595,-2.172747,-0.249361,-0.332296,-0.399776,-1.572352,-2.628420,1.966851
596,-0.041117,2.379633,-1.105103,0.755370,-0.636053,-2.403792,3.494369
597,-2.540940,-2.783388,-2.027888,-2.075461,0.077571,-0.041866,4.863858
598,-1.999377,-1.625428,-0.777767,-2.507770,-1.522446,-2.389181,2.968648
599,-2.171820,-0.546164,0.422801,0.597265,1.306297,-0.337125,-0.306020
600,-1.747446,-0.870421,-1.780499,2.678089,0.778459,1.357000,0.134717
601,-2.929189,-0.534069,-0.358502,0.259026,1.913297,2.577820,0.583932
602,0.986852,1.767450,-2.221312,0.799608,0.355498,-1.726678,6.688241
603,-2.762356,2.943596,-2.197071,-2.244249,-2.223457,1.657847,2.691047
604,2.265288,-0.977736,-2.707262,1.092206,-1.872249,-0.067798,6.633003
605,-2.816248,0.246307,0.509644,1.594857,0.005704,2.727554,-0.076608
606,-1.263049,2.984423,-2.830323,2.522405,1.725701,0.553623,3.399687
607,1.833424,0.709594,-1.532516,-2.547800,-2.913679,-2.759687,10.733991
608,2.322965,-1.581304,1.024823,1.975147,-2.186877,-1.910562,4.039127
609,-2.801643,-2.655838,-0.585555,-1.853113,0.472072,1.646283,2.569841
610,-1.446452,1.031007,2.429036,-0.504740,-1.086692,-0.985948,6.632452
611,1.578812,1.673388,-1.831535,-0.551146,1.591339,-2.455110,6.659079
612,0.239301,-1.525912,0.834623,-2.234237,-1.381809,0.218706,3.769731
613,1.706315,-0.795379,2.869388,0.117556,-2.278338,-1.801564,8.393146
614,0.366590,-1.859818,-0.314095,2.237125,2.489183,-1.243778,0.112111
615,0.643924,-2.493487,-0.888602,-2.452283,1.220712,-2.721834,4.999977
616,0.760210,-1.104800,-0.976262,0.678895,-2.539142,-2.951098,4.171475
617,-1.151032,2.754962,-0.135552,-0.471291,-2.940045,1.642371,0.499866
618,0.949200,1.362318,-0.880338,-2.300296,0.709162,-1.487399,6.960317
619,1.345686,0.434860,0.180709,-1.277836,1.167522,1.220356,6.228086
620,1.470797,-2.481109,0.396240,-0.904494,-0.031788,2.221456,5.134964
621,2.542911,2.981370,1.589464,-2.399932,1.950681,-1.176629,6.719984
622,2.858499,2.600899,0.206492,-2.053649,-1.181956,-0.418901,6.823096
623,-0.946060,-1.086756,2.276217,2.238685,-0.282443,0.979201,1.720348
624,-2.542078,1.829308,2.652264,2.180220,-0.484638,-1.745415,3.882728
625,-2.504535,-2.681399,-0.344166,-2.460456,0.690798,-0.404488,2.930063
626,2.248588,-1.572073,2.803266,1.137598,0.885960,-2.147626,6.434531
627,-0.467662,-1.544777,2.859461,0.566796,0.161207,-1.256921,4.951759
628,2.866236,-0.132182,0.750368,-0.814313,-0.781516,0.789914,6.037437
629,0.225457,-2.971229,-0.859296,2.308923,-1.099966,-0.743503,3.084512
630,0.285785,-2.273544,-2.707755,1.038249,1.452267,2.479584,6.837776
631,1.867467,-2.893927,-0.442484,-2.234716,2.766758,-0.691872,6.678390
632,-2.224009,-2.881690,1.623842,2.981304,-1.002457,-0.631481,1.183980
633,-2.034661,-0.854567,2.126194,0.075363,-1.011171,1.998444,1.616649
634,-1.566244,0.200476,-0.241008,0.747922,-0.478988,1.775468,1.244021
635,-2.774032,2.508508,2.749290,-0.218244,-1.148512,0.699507,4.067734
636,-1.887275,0.792961,-0.846061,2.382291,2.969923,1.063625,1.982308
637,-0.211887,-0.546301,-1.561554,-2.672788,-0.113263,0.180402,4.981599
638,-0.477206,0.441731,0.068506,1.126487,-2.902082,1.334043,1.576932
639,-1.912822,1.310415,-1.796518,2.022679,-1.337924,2.840692,1.913849
640,-2.043762,1.336292,-2.069321,-2.731982,-0.283799,1.661975,6.476795
641,2.409378,2.127973,-0.636314,-2.530388,0.310886,2.110361,7.819257
642,0.618565,-2.445655,0.981856,2.442883,-0.292935,1.674295,2.258945
643,1.646496,0.728950,-0.993145,-1.796345,1.784659,-2.384528,6.305417
644,1.400738,-2.737107,0.680561,-2.299144,-2.992650,-2.118406,8.253133
645,0.268263,-0.827601,2.640462,2.445203,-2.746206,1.320698,2.877074
646,2.738147,1.421313,-1.202006,-2.333465,0.193711,-1.821887,9.078604
647,2.842550,1.503725,2.496235,1.400505,1.257521,1.040666,9.318719
648,-2.497797,-0.489314,-1.908708,-0.151526,-1.756452,-0.435449,2.039147
649,0.861170,2.708671,2.702593,0.490869,1.362046,2.135488,7.291736
650,1.190190,1.077911,-1.259711,0.416695,2.456370,0.277202,6.123083
651,-2.719331,0.352435,2.102208,-0.503248,1.870074,-0.189474,3.645157
652,-0.306307,-2.469539,0.057577,2.875963,2.899467,-0.959613,0.113471
653,-0.244938,2.771727,0.264940,0.118191,2.737091,0.998419,2.791511
654,1.510703,2.471546,-0.435524,-0.576927,0.423115,-2.417173,4.502737
655,-1.356463,1.743363,-2.769618,0.965129,1.295527,-1.829532,5.421193
656,-0.923977,1.636853,1.830828,-2.019275,0.736245,-2.152787,6.049933
657,2.819013,2.654055,2.296854,-1.802768,-0.013219,-0.742619,9.013954
658,1.067339,-0.924356,-0.526045,-2.499057,2.506597,0.328576,4.748512
659,2.940587,-0.244312,1.914093,2.843423,1.789370,2.882123,6.340094
660,-1.121923,2.226329,0.849246,-0.559638,2.830101,-2.319769,1.444119
661,0.830145,0.535396,2.359338,-0.972527,-1.264045,-1.656461,8.632229
662,-1.298828,1.675155,-1.767269,-0.678953,-0.430833,-2.365452,5.272704
663,-1.244812,2.460742,-0.041035,0.800485,-2.053078,-1.878427,2.204034
664,-0.436432,-0.140331,-2.604646,0.147936,-0.154382,1.426280,5.586710
665,0.296901,2.728550,-1.353470,0.397262,-2.848080,2.196680,1.788689
666,2.994374,0.517764,-1.615172,-0.815721,1.027827,-1.981579,7.933920
667,-2.036116,1.926238,1.999436,-0.954242,1.167464,-1.034479,4.365653
668,1.741713,0.837131,-1.529839,-1.883367,2.469863,0.844656,8.817804
669,-2.311529,1.919814,-0.767809,2.761931,-2.448767,-2.083594,1.399207
670,2.677857,1.517731,1.704239,-1.360766,-1.596938,-0.737468,9.397500
671,-0.315036,-1.454397,0.830294,2.295851,0.905315,2.718478,0.740372
672,-0.744620,-1.578841,-0.535723,-1.948229,2.090402,0.041344,2.618014
673,-1.443959,-0.161856,-0.156409,1.659587,0.483055,-0.501921,0.197935
674,2.519392,0.290155,1.470762,0.885890,-0.975827,1.379499,5.908010
675,0.502999,2.353730,-1.109293,-1.797992,-0.945039,-1.685632,5.839119
676,0.298554,-2.304791,-2.094614,0.263833,2.245846,-1.330560,4.327866
677,1.759255,2.236138,1.723446,1.985284,1.364648,-2.394605,4.187268
678,-0.411186,2.050585,-0.047042,0.148490,-1.809558,1.033745,2.700750
679,1.803658,1.512726,2.668370,-2.647509,2.673744,-1.388429,10.400366
680,-1.137905,-0.905646,-1.436827,-1.106574,-1.776809,-2.149605,3.444558
681,-0.862174,2.684685,-2.209310,-2.199505,-0.834625,-2.055145,6.154960
682,2.750086,-0.620247,-2.186300,0.485630,-1.148646,-1.111432,6.833805
683,-1.809884,2.366370,2.319712,-0.670837,1.523060,0.096563,4.659363
684,0.229808,2.661560,0.464167,2.507601,-1.021395,-1.894206,1.604601
685,-1.919485,-2.048618,-2.152544,2.876798,-1.558557,1.757245,0.246248
686,0.433860,-0.123692,2.106145,1.728907,0.926419,2.739717,4.808544
687,0.150882,-1.589725,2.022128,2.070583,-1.613926,0.093120,2.461922
688,2.668028,-2.326110,-1.503084,-1.323843,-2.002232,-2.843013,8.716309
689,-2.309995,-1.796706,1.392395,-2.468503,1.026326,2.297778,3.197894
690,-1.386629,1.012984,-1.034483,1.827826,1.524321,0.854995,2.688566
691,-1.127992,-0.966311,-1.608764,-2.929873,1.536078,-1.877894,3.277339
692,-1.364532,-1.936850,-2.305108,0.561866,-1.189449,1.179896,2.866874
693,1.383199,-1.234586,-0.434990,1.403997,1.292913,0.186857,2.017904
694,0.439695,0.135927,1.674767,-2.707788,-2.608834,1.477264,5.976217
695,-0.668634,1.172720,-2.692159,0.309875,2.015735,-0.090022,7.158315
