ph,temp,do_sat,turbidity,nitrate,conductivity
1.305026,-1.398138,1.615802,3.626395,2.050159,-2.140825
-0.754196,0.702843,-1.706926,-1.012879,-0.283395,0.298995
1.433806,-1.474598,1.856557,2.113122,1.904498,-2.075368
0.997374,-0.716426,0.273667,0.729877,0.880262,-1.589853
1.949555,-1.090780,2.137640,2.888999,2.249171,-3.046607
1.684806,-2.058946,2.320853,1.411955,1.848920,-2.452558
2.098727,-1.557568,1.762777,3.474082,2.453895,-2.384409
2.107629,-1.560793,1.899313,1.774103,0.947174,-1.762570
-0.434488,-0.142942,-1.014786,0.190892,-0.698876,-0.026387
-1.851010,0.910976,-3.154839,-3.947708,-1.232346,1.165776
-0.031575,0.150557,-0.888440,-0.729275,0.587392,-1.004775
0.647708,-1.069836,0.898062,1.902101,1.654320,-2.830206
-0.590244,1.555510,-1.015674,2.292594,-0.588075,-0.091189
2.506836,-2.121481,2.624723,4.378138,2.461356,-3.171780
0.306101,0.094571,0.160990,1.012891,0.786528,-0.951937
-0.364062,0.911509,-0.595998,-0.983515,1.440487,-1.232140
0.278742,-0.400625,0.369711,-1.538685,1.265951,-1.035772
0.456271,-0.444939,0.409448,2.359004,0.855709,-1.242380
0.766104,-0.015778,0.660655,1.201326,0.711027,-1.946400
2.443221,-2.269137,2.724119,2.770626,2.185114,-2.818235
-0.548081,-0.006785,-1.099759,0.806178,0.255792,-0.290616
-0.138457,0.124358,0.168949,0.845844,0.992246,-1.700867
2.565467,-1.060143,2.847002,3.982679,2.430590,-2.922263
0.132487,-0.259591,-0.433150,-0.265437,1.291519,-1.341500
1.404156,-1.020714,1.850988,2.873157,1.296667,-1.253327
1.153580,-0.936707,0.519601,2.076071,0.672522,-0.360678
-0.279942,0.249592,-0.592021,-0.650295,-0.596343,0.352606
0.763279,-0.604643,0.486825,-0.464904,0.457171,-0.432450
-1.476193,1.183784,-1.500201,-0.930665,-0.020142,-0.853610
2.636731,-1.682109,3.533224,4.759208,2.529921,-3.134079
0.564031,-1.003723,0.981665,3.042155,1.580095,-2.063816
0.148143,-0.267342,0.447091,-0.004788,0.853502,-1.794909
-1.145976,-0.152383,-2.111818,0.014706,-0.790078,0.642329
-1.476504,1.109881,-1.730690,-2.207067,0.353199,0.337417
1.937917,-1.874896,2.213547,2.145966,2.208574,-2.061166
-0.599134,0.341268,-1.081907,-1.000872,0.000385,-1.509584
1.807336,-1.914133,2.253555,2.916095,1.898272,-2.319018
-2.285124,1.437169,-2.801292,-2.507523,-0.516100,0.309983
1.924614,-1.626951,2.187280,2.555876,1.935474,-2.870195
5.330005,-3.604590,6.102903,6.713967,3.572925,-3.348286
-1.551263,0.736679,-2.803939,-1.328309,-0.683966,-0.858306
-1.522583,1.520720,-2.188556,-1.386016,0.272667,-1.042772
-1.502687,1.229855,-2.681167,-1.795060,-1.351818,1.148362
1.348605,-1.380735,1.520136,1.892305,1.572509,-2.052139
0.034392,0.172462,-1.028277,-0.592152,0.099584,-1.235995
-0.613581,0.243542,-1.488876,0.340237,0.451954,-1.362124
-0.010397,0.222370,0.403116,0.260309,0.442817,-1.464469
1.435687,-0.802380,2.140068,2.927845,1.801341,-2.729120
0.280602,-0.462311,-0.454988,1.142562,0.561312,-0.449951
-2.027417,0.488093,-2.908489,-3.529082,-1.585550,1.182193
-2.042233,1.546867,-2.663749,-1.999756,-1.979361,0.980381
1.123309,-1.266073,0.952756,1.579209,1.406291,-2.142089
0.720466,-0.580866,1.538970,1.939725,1.421934,-2.100945
0.037171,-0.338003,0.677043,-0.140767,1.490329,-2.883147
-2.074890,1.136538,-2.618576,-0.655266,0.188053,-1.432644
-2.985608,1.522180,-4.020881,-2.978166,-2.581130,2.989935
1.407977,-1.084928,1.452772,2.018483,1.102442,-1.526038
-0.073093,0.192830,0.058162,0.315272,0.704707,-1.183592
2.860016,-1.849549,3.127896,2.790010,2.131725,-2.626834
2.285210,-1.349312,2.284399,2.323080,1.447971,-1.767230
0.292508,-0.581030,0.239013,1.055688,1.197868,-1.987431
0.302588,-0.843567,-0.409835,1.829815,0.087947,-0.397185
1.194956,-0.663571,0.841638,2.211812,0.903032,-1.158499
-2.688233,1.986924,-3.258393,-2.625759,-1.346727,-0.877256
-1.893560,1.274307,-2.780438,-1.402088,-1.504851,0.952387
-1.359103,0.368774,-1.848882,-1.821208,0.393272,-0.770190
1.349882,-1.084174,1.199754,1.236135,1.506324,-2.254999
-0.740800,1.046823,-1.238124,0.777350,-0.347669,-0.268028
-0.858117,0.069995,-1.776519,-0.525453,-0.510229,0.520186
0.494305,-0.761429,-0.283537,0.891744,0.656555,-1.516090
-1.957749,1.994561,-2.940483,-1.873016,-0.882790,0.336432
-1.239758,-0.074189,-1.637098,0.553685,-0.090153,-0.986814
0.668719,-0.147187,0.191923,1.256361,0.494531,-1.103088
0.993548,0.511182,0.709699,3.006525,1.512420,-2.586923
1.009024,-0.499195,1.165624,2.968670,1.827767,-1.589786
-0.385031,0.415212,-0.297274,0.969578,0.818999,-0.769990
-1.333717,-0.609588,-2.298587,-0.676255,-0.708525,0.019168
-0.449052,-0.743243,-0.586234,0.039561,-0.269294,-0.761195
3.792721,-2.296809,3.745692,3.522894,3.035039,-2.160920
-2.036341,1.405924,-2.877532,-2.250794,-1.279427,1.467928
-3.574465,2.721459,-4.664078,-3.706589,-1.047338,0.675427
0.545060,-1.062085,-0.494251,2.036386,0.447875,-1.514287
2.000804,-1.884105,2.167586,2.571402,2.053381,-2.368366
-0.853417,1.161330,-1.179898,-0.128027,0.292796,-1.147566
2.017890,-0.742011,1.445952,2.414449,1.962858,-3.304495
-1.076251,0.461619,-1.714685,0.518448,0.061460,-0.890564
-2.585821,1.837753,-3.325482,-2.555361,-0.178192,-1.160138
0.316103,0.197178,-0.381799,1.654855,0.386040,-0.961155
-2.722020,0.534509,-4.105990,-1.001989,-1.853024,1.750768
0.908514,0.147877,-0.043098,0.563778,0.764479,-1.103734
0.489856,0.034862,0.048083,1.617202,1.171204,-1.839621
-1.528214,1.603526,-2.251182,-1.139082,-0.563263,0.370980
1.635163,-1.342519,2.243369,3.004252,2.291321,-3.970231
1.020114,-1.004206,1.011038,0.984723,1.182244,-1.427252
0.096560,0.440996,-0.291279,0.158216,0.882471,-2.053801
0.979926,-2.274837,1.467134,1.287538,1.840705,-1.833028
1.301516,-0.650085,1.819385,0.351776,1.724465,-2.357738
1.305258,-0.841082,0.882853,1.480984,1.061407,-1.555929
1.593390,-1.617073,2.167814,2.528427,1.978617,-1.966857
0.931388,-0.631729,0.840318,0.484886,2.298521,-3.496384
-0.548135,0.554113,-0.891628,-0.692653,-0.021653,-0.079077
1.631187,-1.406977,2.211507,3.804499,1.614192,-2.077432
0.579609,-0.714395,-0.270504,0.343517,0.439305,-1.249132
-3.480744,1.716671,-4.480142,-2.117299,-1.895101,0.514731
-0.812790,0.689131,-0.836886,1.218681,-0.106688,-0.037035
2.094958,-0.866179,1.903278,0.775094,2.249613,-2.317521
1.227044,-0.556310,1.399294,3.053500,1.065906,-2.012874
1.870032,-1.541367,1.613711,2.273124,1.189634,-1.112141
0.879213,-0.810423,-0.196571,2.062581,0.824966,-1.386860
2.056230,-1.744801,2.498759,2.722036,2.551339,-3.195395
-0.891431,0.141210,-1.410682,1.229902,-0.278604,-0.277635
2.474626,-0.720814,2.334566,3.499303,1.898859,-1.976923
0.519281,0.344899,-0.257822,-0.749657,0.582392,-1.725045
0.772239,-1.253123,0.762387,1.404182,1.680563,-1.879887
1.510145,-1.341807,1.998254,2.527831,2.089697,-2.044220
2.688052,-1.540011,2.906453,3.485102,2.543943,-2.987996
1.334228,-0.567820,0.583053,0.766123,1.019092,-2.864459
0.437046,0.553941,-0.246803,0.476337,0.504463,-1.077083
-0.499258,0.688790,-1.032530,1.767374,0.690780,-1.763592
-1.634505,1.231262,-2.345625,-2.919624,-0.449838,-0.482201
0.118127,-0.324295,-0.332731,0.676041,-0.222507,-0.902808
1.786514,-1.710084,1.877016,2.444733,2.296882,-2.233987
-1.258466,0.893518,-2.305908,-2.151551,-0.496085,-0.314258
-0.611288,0.135707,-1.171650,-1.188092,-0.372988,0.275860
-0.638031,-0.632106,-1.120290,-1.021286,1.042591,-1.240731
1.899608,-2.042667,1.374408,1.160604,1.228172,-1.062396
1.900679,-1.561970,1.488903,1.551134,1.548844,-2.301846
-1.295629,0.337694,-2.325066,-0.299026,-1.259463,1.040200
-0.796078,1.085664,-1.799928,0.980173,-0.336326,-0.779179
-0.821047,0.417414,-1.544987,-0.157272,-0.258574,0.160822
1.980604,-1.237925,1.813957,2.333386,0.986588,-1.514360
0.026791,-0.909586,0.141746,0.075027,-0.202767,-0.157606
-1.210886,0.858582,-2.446430,-2.595582,-0.353172,-0.592578
-3.461516,2.798991,-3.652783,-1.880614,-0.401166,0.125543
-0.681598,0.658619,-1.002139,-0.758079,0.604167,-1.235208
0.609716,-0.756375,0.184270,-0.120174,0.726536,-0.624136
-2.451193,0.676825,-3.513316,-1.743242,-1.612254,1.329039
-0.535505,1.325370,-1.463516,-1.571422,-0.888370,-0.460785
-2.502456,1.671931,-3.625352,-1.238550,-1.036659,0.584031
-0.312743,0.893939,-1.130385,0.190783,0.947696,-1.167052
-0.214805,-0.374347,-0.322364,0.008457,0.799879,-1.181378
1.415952,-1.893554,1.494553,2.307735,2.059492,-2.678728
-0.074165,-0.817278,-0.898232,-1.278361,-0.212449,0.445750
1.749268,-1.368216,2.171026,2.286303,2.167449,-1.690231
1.681446,-0.463772,2.233179,3.901817,1.295931,-1.840702
2.030419,-1.236182,2.319020,2.190043,2.284683,-2.286824
-0.256826,-0.187174,-1.498747,0.561428,-0.242282,-0.280909
-0.432873,0.390565,-0.644016,0.895556,-0.186550,-0.328021
2.088390,-1.175412,1.908871,2.400873,2.290993,-1.252411
-4.092637,3.152443,-5.593949,-4.267413,-2.336215,1.820142
0.426942,-0.207637,-0.195272,-0.544333,0.726276,-1.102815
0.481616,-0.896867,-0.434437,0.610517,-0.068433,0.307296
1.421621,-0.797879,1.698834,1.405497,1.130878,-1.218677
-0.676183,-0.107269,-1.305049,-1.427748,0.072958,0.259886
-0.344368,0.786080,-1.138553,-1.820569,0.758446,-0.892681
3.671362,-2.081152,4.847150,3.463445,3.608762,-3.635788
2.028059,-1.647933,1.718852,2.628119,1.714969,-2.648051
1.168863,-1.569728,1.277771,2.265264,1.874392,-2.636398
-3.218260,2.455154,-4.263794,-1.828153,-1.614055,0.672359
0.180852,-0.193283,-0.358431,-0.245773,0.514260,-1.276007
0.075345,0.121112,-0.278739,1.018321,0.172986,-0.392268
0.778433,-1.555388,0.755968,2.284209,1.152421,-2.792454
-1.935747,1.685758,-2.946990,-1.739528,-1.009061,0.530627
-0.310135,0.244267,-0.689573,0.178328,0.968089,-1.344659
-1.450231,1.639936,-1.935743,-1.612742,0.019897,-1.089835
1.683398,-0.670209,2.651192,1.802351,2.058285,-2.432881
1.315998,-1.041001,1.317206,2.471755,1.233434,-1.639297
-3.036045,1.651840,-3.954898,-3.078422,-1.263274,1.170338
4.385560,-2.872626,5.393055,5.060331,3.941780,-3.471098
1.714878,-1.431084,1.583980,1.191258,1.968062,-2.264034
-1.597303,1.000875,-3.198962,-2.295863,-0.917859,0.733051
0.350539,-0.672268,0.097383,2.410782,0.493637,-1.058910
0.880918,-0.680432,0.065118,0.166208,0.926017,-0.961062
-0.278110,-0.186108,-0.348354,0.329479,1.080484,-1.660071
0.064802,-0.118912,-0.276380,0.871166,0.771968,-2.216333
0.353562,-0.334030,-0.347265,1.340857,0.215659,-0.209952
1.901119,-1.038113,1.917653,1.887591,2.130819,-2.523051
-0.490217,0.460196,-1.284840,-0.127485,0.120390,-0.977103
2.512357,-2.140571,2.688187,4.642566,1.744366,-2.245034
-1.594472,1.509329,-2.299632,-0.546220,-0.747836,0.248786
0.751521,-0.195723,0.854440,2.028358,1.278785,-1.627269
0.292816,0.101884,-0.367171,0.852192,0.230309,-1.305082
0.721389,-0.839781,0.466116,0.826011,0.709543,-1.968761
0.037703,-1.346633,-0.425349,0.609869,0.206156,-0.351611
-2.839477,1.479937,-4.293959,-3.289106,-1.593936,0.988976
0.091368,1.099268,-0.105890,1.352627,1.432123,-2.152452
-0.016528,0.026837,-0.169535,0.050994,1.421622,-2.244369
0.548114,-0.549716,0.388554,1.579037,1.212256,-2.442551
-0.972064,1.322234,-2.045498,-1.951005,-0.860311,0.412615
-0.225965,-0.723924,-0.398397,0.899559,1.482073,-2.197757
-0.973477,0.563523,-1.699875,0.649344,-0.648683,0.445676
0.864255,-0.193908,0.647861,3.439785,0.644934,-1.307207
-0.521281,0.155732,-1.222921,1.134340,0.805424,-1.753661
0.240106,-0.757170,-0.526088,0.008625,-0.170929,-0.098826
-1.087577,0.363103,-1.550974,-0.535696,-0.329112,-0.318757
0.411780,0.046787,0.105372,1.872729,0.588728,-0.591876
-0.089562,-0.393498,-0.005571,0.528366,0.930733,-1.327619
-3.432332,1.917686,-4.455807,-3.128820,-2.402325,1.080751
0.413048,-0.470572,-0.107231,1.653436,0.302406,-0.561514
0.313067,-0.372957,-0.036780,1.654979,0.373457,-0.531302
0.525147,-0.682137,0.270637,1.125762,-0.168033,-0.838530
0.258717,-0.038402,0.398734,1.334151,0.811240,-1.348422
3.121658,-2.505235,2.873127,2.672201,2.090946,-2.665007
0.444814,-0.320974,-0.157797,0.854695,0.689117,-1.030680
0.312386,-1.205215,-0.360646,-0.113667,-0.159823,-0.071546
2.519411,-1.786667,2.838850,3.061035,2.190984,-2.309844
2.670720,-2.084465,3.321108,3.264676,1.893400,-2.936587
-0.979550,-0.369141,-1.582556,-1.576723,-0.745367,0.115967
2.030650,-2.050598,1.663678,2.750675,2.144771,-2.573215
0.143910,0.310600,-0.358304,1.075984,0.823112,-1.221675
0.953554,-1.725254,1.650760,1.415333,0.885847,-1.471581
0.114692,0.098123,0.870296,1.562181,2.119030,-2.657348
-0.887163,1.106614,-1.577085,-0.057084,-0.911983,-0.490083
-1.164714,1.203561,-2.262303,-1.627541,-0.077192,-1.180145
1.827390,-1.191571,1.455794,2.666970,0.964166,-2.301613
1.449616,-0.619054,1.175667,1.998647,1.186471,-2.023082
0.766609,-0.684331,0.637007,-0.340857,0.557582,-0.788794
1.372514,-1.970059,1.954691,2.221172,1.037127,-2.014310
2.217205,-1.411953,2.803489,3.723893,1.885262,-2.231384
3.124153,-2.964719,3.676541,3.942445,1.926680,-2.639125
-2.750190,1.918157,-4.102339,-4.203577,-0.665245,-0.811441
1.061422,-0.511666,0.539441,2.248641,1.208207,-1.964170
0.737186,0.171551,0.230088,1.286517,1.301407,-2.483595
-0.143644,0.282116,-0.796676,2.452269,-0.223403,-0.090145
-2.780597,1.236949,-5.033226,-5.577097,-2.623000,2.540188
0.307606,-0.358920,-0.483399,1.168684,0.693240,-1.306993
-0.053379,0.395354,-0.545213,-2.014787,0.767053,-0.657661
2.593277,-1.429955,2.500810,4.433979,1.249933,-1.894706
-3.195759,2.160441,-4.278448,-2.537309,-1.072611,-0.052416
-1.334290,0.315267,-2.562015,-1.630728,-0.570432,-0.510975
-1.691877,0.900196,-1.799553,0.776818,-0.399782,0.238533
0.963754,-0.239534,0.346746,-0.477467,0.606783,-0.422704
0.450911,-0.632807,0.460632,2.430240,1.411506,-1.961109
-2.028028,0.188164,-2.829313,-1.383360,-0.437555,-0.411405
-0.638670,-0.043138,-1.522669,-0.199903,0.929282,-0.845096
-0.623424,1.187467,-1.463816,-1.606178,-0.028411,-0.797003
2.289303,-0.978407,2.780682,2.458693,2.032435,-3.184535
-0.090149,-0.056337,-0.135324,1.468533,0.694110,-0.460085
-0.673784,0.293078,-0.577306,0.256811,0.083160,-0.728738
2.336551,-2.467186,2.632594,1.620090,2.154530,-3.143791
-2.617161,1.504119,-3.213168,-3.988681,-1.272839,0.146598
-1.297613,1.578660,-2.289328,-0.386108,-0.511159,0.095067
0.156951,0.616409,-0.529696,-0.252812,-0.047333,-0.373572
-0.808912,-0.291157,-1.533338,-0.278611,-0.470110,-0.256747
-0.616162,-0.118670,-0.882099,-0.231395,0.720324,-1.183309
1.354918,-1.028122,1.199889,2.905484,1.791801,-3.211851
-0.689727,-0.412447,-1.138857,1.706065,-0.325207,-0.597959
-0.553725,0.454346,-1.278370,1.667623,0.150066,-1.466209
1.816551,-0.837321,2.108523,2.915413,2.512661,-2.743855
1.371736,-0.949409,1.146095,1.578260,0.758710,-1.395943
0.954819,-0.412663,0.959277,2.611395,0.111625,-0.655714
-1.544896,0.738894,-2.596125,-4.345879,-0.280117,-1.354059
-0.237456,-0.039385,-0.880513,-0.307743,0.338683,-0.852081
-2.411434,1.059559,-3.652710,-2.700536,-1.704900,1.341481
0.285938,-0.197183,0.325265,2.247683,0.987556,-2.447726
0.662693,-1.367833,0.153689,2.226531,0.365147,-1.369345
0.416559,-1.524096,0.919374,1.433012,0.504344,-1.307848
-0.185994,-0.251733,-0.974343,0.225879,-0.043342,-0.698145
0.060664,0.148718,0.015659,1.279209,0.454928,-0.936214
-1.483833,1.180638,-2.013945,-1.952311,-0.581163,0.494321
-1.925243,1.181777,-3.024591,-0.574295,-0.808884,-0.331212
0.014106,0.088657,-0.288730,1.372334,-0.119495,-0.462815
2.421236,-1.884455,2.267147,3.106610,1.798464,-1.627140
0.345287,-0.556710,-0.544176,0.544439,0.455547,-0.276647
-0.000040,0.170018,0.173354,-0.110851,0.805090,-0.572711
-1.074801,0.575765,-2.193882,-2.259337,-0.597898,0.264966
1.260907,-0.688809,0.929058,2.209406,1.069979,-0.738271
3.181055,-2.035254,4.378308,5.369061,2.294361,-3.690836
-0.211803,0.412479,-1.006807,0.192195,0.385076,-1.530244
2.323633,-1.390508,2.821506,4.390301,2.498692,-3.598893
-1.899505,1.919175,-2.437533,-0.878182,0.012554,-0.067203
-2.035485,1.622402,-2.749021,-0.389439,0.271284,-0.790897
0.207228,-0.476070,-0.041139,0.097800,0.920966,-1.900271
-0.026262,1.072060,-0.748839,-0.981473,0.250448,-1.023827
1.043627,-1.047315,0.639998,0.176719,1.292439,-1.802023
1.576020,-1.485886,1.705382,2.022983,2.397666,-2.326558
2.327720,-2.032988,3.066938,4.471691,1.974131,-2.559180
1.491835,-1.472679,2.333877,2.986381,2.328165,-2.826201
0.503575,-0.829009,0.567245,1.087538,0.654254,-2.100554
0.376188,-0.562188,1.067039,2.994307,0.980344,-1.859508
2.102321,-1.818513,2.559558,3.735597,1.170657,-2.010203
-1.075248,0.168692,-2.252325,-0.903827,-0.897040,0.424782
0.969916,0.180372,0.188916,2.167656,0.534364,-1.317162
2.966945,-1.684868,3.012710,2.294582,2.471707,-3.100749
-2.333386,1.364089,-3.150124,-2.708232,-0.535451,-0.170627
2.332830,-2.106173,2.798724,3.510394,1.665232,-1.967099
3.832522,-3.035509,4.680906,4.914441,3.153557,-3.385759
-0.964535,0.705612,-2.163210,-2.911823,-0.017313,-0.205063
-0.828570,0.453483,-1.502992,-0.159831,0.269917,-0.935449
-1.489015,-0.046168,-2.726079,-1.219506,-0.642539,0.174153
-0.340861,0.179023,-0.666675,1.613789,0.927322,-1.479984
2.074799,-1.106019,2.764746,2.158997,1.745158,-2.018555
-0.480629,-0.401216,-1.109959,0.271091,0.426243,-1.160733
-0.081645,0.031324,-0.356167,1.113595,-0.190926,-0.051470
-0.315424,1.775310,-1.267586,-0.862256,-0.267005,0.090725
-0.678671,-0.428138,-1.020591,0.027016,0.009980,-0.688703
2.026623,-1.566479,1.817230,2.590381,0.891720,-1.798427
-1.096636,0.198312,-2.231476,-1.025687,0.081558,-1.081717
0.767894,0.519408,0.452040,2.410519,0.468083,-0.378620
-0.176037,0.178929,-0.156046,1.020697,0.000414,-1.543907
-1.530089,0.890922,-2.478435,-1.353918,-0.100789,-0.029466
2.735092,-2.439504,2.937274,5.157256,2.057384,-1.941328
-0.524697,0.134258,-0.678220,0.795147,0.225733,-0.301689
-1.596671,0.776360,-1.905555,-0.551194,-0.324578,-0.132043
-0.771097,-0.147494,-0.895075,1.055405,0.799920,-1.635012
-0.736231,0.386552,-0.479067,-0.386075,0.577648,-0.647406
0.057011,0.371844,0.095514,1.113092,0.356180,-1.775355
1.740933,-1.646376,2.022523,2.276831,2.085037,-2.339837
1.332643,-1.359348,1.485033,2.953245,1.814237,-2.213697
-0.375464,0.382725,-1.398111,-0.814852,-0.243368,0.142529
1.564541,-0.760934,0.932875,2.507458,1.450483,-2.664909
-1.938099,0.392763,-1.826099,0.815096,-0.189444,-0.429563
-1.024133,0.280049,-1.263380,-1.736097,-0.095859,0.212578
-1.833169,1.296805,-3.493521,-2.186118,-1.175331,0.056369
-1.335456,1.475695,-2.077965,-0.348311,-0.425844,-1.035360
2.303192,-0.928085,2.688384,1.892164,1.624724,-2.615503
0.803642,-0.444621,0.850009,3.528216,1.260944,-2.024198
0.537811,0.217617,-0.171308,-0.947187,0.640350,-1.950113
1.904211,-1.213063,1.967093,2.623659,1.138025,-2.275568
1.253424,-0.710729,1.139906,1.341244,1.277868,-1.252174
0.965286,-0.765091,0.444120,-0.464281,0.964198,-0.856493
1.694359,-2.142733,2.010222,1.881228,1.685010,-2.075740
0.719217,-0.120518,-0.060075,1.422277,0.292544,-0.781904
-2.658480,1.516122,-2.921767,-3.260007,-1.746248,1.011936
0.708772,0.127367,1.318671,0.928484,1.130124,-2.382242
1.487646,-1.388403,1.553155,1.871487,0.529744,-1.237671
2.651500,-1.871854,3.453117,4.489698,2.457521,-3.495948
-2.032309,1.123784,-2.353041,0.371505,0.018764,-0.162924
-0.229036,0.228339,-0.681527,1.239145,0.335082,-1.825788
2.166057,-0.381900,3.026631,3.879213,2.541100,-2.092490
-0.644532,1.038343,-1.567526,-1.562538,-0.211413,-0.146252
2.006924,-0.044666,2.442005,3.368179,2.240920,-4.277008
0.447671,-0.411835,-0.162977,-0.497999,1.193415,-1.283194
1.039773,-1.680492,0.979454,2.541232,1.573833,-2.637973
-1.730800,1.184317,-2.851664,-3.968519,-1.713373,0.336830
0.674523,-0.075990,-0.244301,0.668971,0.534876,-1.306330
1.964025,-0.894914,2.396073,4.765198,2.121018,-1.871415
1.537413,-1.305058,1.781554,1.682069,1.735939,-2.180518
0.068187,-0.526353,-0.321371,-0.053563,-0.041234,-0.063000
-2.249909,1.254425,-2.685991,-2.677039,-0.789262,-0.728841
0.989611,-0.177684,0.377533,1.109361,0.697224,-1.087307
-1.994123,1.559952,-2.843543,-1.236361,-0.480716,0.000541
-0.215491,-0.022994,0.035809,1.147788,-0.142001,0.182519
-0.305705,-0.680916,-0.745522,0.226587,0.651215,-1.320181
1.429694,-1.621935,1.734755,3.320713,1.360723,-2.198915
1.014184,-1.101676,1.430207,0.564679,1.750169,-2.040046
1.196296,-0.298530,0.958477,1.227219,1.184554,-1.608203
2.000890,-1.824095,2.481987,1.695174,1.879182,-2.331868
-0.039267,0.382833,-0.261057,0.827228,0.604431,-1.414458
2.939955,-1.948251,3.689306,5.032023,3.388694,-3.034041
1.422120,-1.215980,1.896422,2.977104,1.997621,-1.728212
1.378920,-0.881990,-0.108818,2.018978,0.914091,-1.134445
2.047610,-1.246386,1.783199,3.352495,1.494283,-1.566610
0.009470,0.195661,-0.184465,0.394113,1.471890,-1.650782
-0.521210,0.456314,-1.304043,0.288667,0.375652,-1.449907
-3.101316,1.470263,-4.758720,-4.502420,-1.339473,1.546165
-1.609643,1.949896,-2.030264,-1.204948,-0.957314,-0.563970
1.320420,-1.576037,0.947069,2.453806,1.261162,-1.644170
-1.052191,1.033110,-1.860238,-1.072332,-0.878937,0.735495
-2.133169,1.791519,-2.389690,-2.893963,-0.673923,0.527314
-0.817558,0.932377,-1.432317,0.270857,-0.770486,-0.086904
0.924082,-1.530619,0.331597,1.614179,1.312004,-1.457060
2.302603,-2.287595,2.623846,2.998012,2.041928,-2.888864
1.592821,-1.032125,1.895275,2.387281,1.485627,-2.034376
-2.223759,0.917675,-2.698269,-1.859522,-0.018540,-0.339866
1.390325,-1.276465,0.538770,0.710536,0.415339,-1.526694
-1.382316,0.835621,-2.036823,-1.436341,-1.092558,-0.850242
1.156379,-1.090840,1.282091,1.542201,1.265055,-1.000175
0.928593,-0.625768,0.897326,1.891906,1.139531,-1.701439
0.292214,0.243257,-0.678483,-1.193611,0.496045,-1.424340
-0.675085,0.509403,-1.975734,-0.079921,-0.243172,-0.742353
0.226180,0.222058,0.645081,1.726759,0.731231,-0.636805
1.955502,-0.795326,1.419376,2.441625,2.033271,-2.079122
-3.144111,1.714126,-4.370943,-3.031470,-1.187369,-0.390349
3.036485,-1.626596,3.154228,3.893162,2.602384,-2.840623
0.412963,-0.146225,-0.077821,0.799108,0.909984,-1.204710
-0.834856,-0.357558,-1.302840,1.257461,-0.611586,0.424229
0.159932,0.157240,0.142358,0.259110,0.618730,-0.959404
-2.344817,1.813514,-2.771209,-1.100051,-0.818514,0.555017
1.920868,-1.054635,2.420472,3.187744,2.677121,-3.188356
0.005846,0.703275,0.199099,2.422369,1.543899,-1.346948
-2.694532,1.466927,-3.749813,-1.938860,-1.789695,1.531862
-2.501869,1.056915,-3.583265,-2.704023,-0.338533,-0.691357
1.401182,-1.529897,1.478881,2.831886,1.952602,-2.806057
0.939520,-0.564757,-0.221307,-0.069518,0.823909,-0.827221
1.671255,-1.329744,1.312739,1.776898,0.564187,-1.111649
-0.163390,-0.909672,-1.209392,1.514406,0.274918,-0.697956
-0.858481,0.264299,-0.525400,1.357120,0.347718,-0.389084
1.681644,-1.535221,1.522292,3.556638,0.626442,-1.329433
1.327937,-1.038695,1.419688,1.412294,2.082290,-1.961718
-1.093251,1.152026,-1.973708,-0.521818,-1.090672,-0.028080
0.893413,-0.568300,1.477151,2.666928,1.776630,-1.079860
-2.042651,0.883449,-2.809954,-0.626292,-1.061347,-0.033937
2.696550,-2.554462,2.530625,4.130393,1.308800,-2.236492
0.387446,-0.243860,0.203712,0.747889,-0.272728,-0.437228
-1.878185,1.661290,-2.824680,-1.074531,-0.465335,-0.046889
1.324737,-0.175210,1.385858,3.071216,1.533791,-3.177428
-1.131247,1.018622,-1.680170,-0.279727,0.023830,-0.988533
4.416183,-2.176059,5.192037,6.171259,3.570569,-3.451474
-0.575595,0.507202,-0.709974,1.316463,0.090929,-1.526969
2.002830,-1.214821,2.346398,3.440778,1.837417,-2.496282
3.369879,-1.886725,3.617257,3.305347,2.286865,-3.457088
-0.303927,-0.804576,-0.538059,0.137467,0.348157,-0.991057
-1.622942,1.374262,-2.292347,-1.824639,-0.911725,0.469149
0.213122,-0.338422,-0.908561,-1.568078,-0.060526,-0.819889
1.226075,-0.545086,1.804071,0.959770,1.083156,-0.755415
2.727299,-1.604296,2.909887,3.049721,1.907387,-3.383505
0.130220,-0.313234,0.075998,3.391204,1.117843,-1.671651
0.318219,0.203739,0.086312,1.843080,1.603473,-0.993346
-1.969462,0.509285,-2.725736,-1.152164,-0.614277,0.359313
-0.681144,-0.196270,-1.176955,-2.280102,0.795522,-1.158797
3.373503,-2.372805,3.838170,4.612207,2.989525,-3.458817
0.323030,-0.423966,0.369355,3.033954,0.050773,-0.455516
-1.583357,0.823796,-1.969995,-0.653515,-0.432291,0.482357
0.668541,-0.840704,0.857888,1.080217,0.947292,-1.659784
-3.382243,1.946015,-4.708633,-4.943353,-0.975207,-0.092756
-1.216859,-0.415407,-1.784249,-0.481289,0.783744,-2.701966
2.304029,-2.302593,3.285921,2.351387,1.968033,-2.971161
0.437568,0.001627,0.288469,1.739015,-0.136073,-0.643539
0.296508,0.143295,0.373638,2.019671,0.134277,0.503444
-0.784453,0.205856,-0.843745,-0.918173,0.215787,-0.446465
-0.057988,0.088044,-0.077605,1.161856,0.819237,-0.996897
0.472930,-0.745435,0.421742,1.768555,1.602327,-2.661598
