x0,x1,x2,x3,x4,x5,x6,x7,label
0.977107,0.447437,2.012321,-0.109610,-0.718634,0.708279,-1.887326,1.779595,1
2.286847,1.534950,0.676585,-0.078302,0.721849,-0.626943,0.531497,0.282241,1
0.739880,-0.950643,0.488414,-0.202707,-0.775634,-0.583919,0.223826,0.465569,1
-3.019021,-0.536664,1.529646,1.835594,0.464655,-0.136790,-0.621719,1.781752,0
-0.025280,0.794307,-1.378704,-0.663185,1.557356,0.786634,0.218813,-1.504707,0
0.481502,0.550692,1.136531,-1.237734,-1.077259,0.083988,0.014765,-0.289958,1
-0.534787,-0.961194,-0.020950,-1.118108,-0.391749,0.568580,-0.841479,-0.257601,1
2.026953,-1.208938,-0.530751,0.159066,1.292289,0.757003,1.270171,0.814884,1
-0.678610,-0.529285,-0.067383,0.208819,1.113167,-0.393426,0.337788,0.839901,0
-1.583564,0.301537,0.067842,-0.378223,-0.502368,-2.181782,-1.476591,-0.066766,0
-0.713823,0.996668,-0.930818,-0.845327,0.890298,-0.085621,0.836199,-0.734552,0
-1.005047,1.162278,0.736867,-1.166536,-0.851111,2.184636,0.217308,2.410642,0
0.153378,0.002964,0.505288,1.388182,0.036791,-0.192401,-0.220542,-0.302736,0
0.411382,1.466779,0.561548,-0.547160,-0.221096,-0.679374,-0.024546,-1.386926,0
0.802025,0.179218,-0.419717,-0.061742,-0.040095,0.171406,0.092386,0.954352,1
0.787379,-1.974640,0.262421,2.164489,-0.600490,0.371106,-0.420033,-1.580246,1
1.184677,0.710434,-2.154585,-0.258006,0.511185,0.607047,-1.427220,0.671193,0
0.139249,-1.374733,-0.266449,0.631961,0.954891,-0.172394,1.357359,0.005508,1
0.366698,0.800800,-0.920856,0.086195,-1.123221,-1.496397,-0.640389,-0.737139,0
-0.073057,0.527649,-0.074326,-0.665931,0.225004,-0.942692,-0.031518,1.175109,0
-0.116626,-2.060738,-2.427620,0.853473,0.673886,-0.040658,1.074549,0.421379,0
0.569214,-0.857660,1.176508,1.889094,1.566121,0.221228,0.398929,1.225045,1
-0.259869,0.973014,-0.648557,1.446517,1.344930,1.524179,0.591062,-1.041219,0
0.383361,0.346412,-0.075905,0.038477,2.126757,0.493634,1.157116,0.680117,1
-0.489958,0.469586,-0.145153,1.005387,-0.674158,-1.038893,0.075467,0.301911,0
-0.384987,-0.342585,0.206994,0.029771,-0.236944,0.928264,0.223930,0.960076,1
0.595291,-0.682932,-0.080710,1.032193,0.293359,1.756964,0.078544,-0.156068,1
-0.933182,-1.822047,-0.915275,1.666136,-1.613995,1.537549,0.859327,-2.098530,0
-0.665218,1.183952,1.269842,0.799181,0.381517,1.114729,0.492136,-1.805268,0
-0.705095,-1.580882,-0.258750,1.641057,-1.067324,-1.831067,0.404872,-2.425175,0
-0.224549,0.173968,1.527955,0.399455,1.911775,-0.528846,0.611705,-0.905043,0
0.558405,0.987082,-0.636537,0.057035,0.076410,1.665638,0.078030,-0.242300,0
-0.244521,-2.604316,-0.394079,0.497291,-0.448435,-0.281339,0.140298,0.927038,1
0.230040,0.174878,0.252690,-0.970316,-1.128809,-1.124020,0.246550,-1.103791,1
0.563987,-0.908222,-0.185395,0.981025,2.318450,0.362006,-2.158040,-0.358766,1
0.469941,0.668282,-0.859296,-2.082115,-0.164606,-0.798243,-0.898403,-1.813976,1
-0.047205,-2.041036,-0.757861,-0.409275,-0.524826,-0.186060,1.278673,1.430826,1
-0.289214,-0.985477,-1.334233,-1.265221,-1.045010,0.561092,0.270959,-1.197412,1
-0.875662,1.038831,-1.966765,0.266320,0.934706,-0.683666,0.449150,0.338429,0
-0.036133,-1.285678,-0.250356,-1.415312,-1.181433,1.111534,-0.578761,-1.777673,1
0.624622,1.039562,1.121734,0.549880,0.226727,-2.532660,0.650951,-0.887373,0
-0.278464,0.677085,0.417264,0.092456,1.191173,1.655817,-0.525481,-0.689995,0
2.219997,0.996214,0.047996,-0.674107,0.590289,1.956819,-0.480386,0.804026,1
-0.902422,1.156546,0.354555,1.805172,0.740037,0.358135,-0.500917,-0.681076,0
-0.160115,0.826046,0.294430,0.492592,0.407541,1.083386,1.887737,0.448299,0
1.035857,-1.284487,-1.731940,-0.767087,0.668846,-0.942757,-1.008383,0.814480,1
0.087688,-0.001541,-0.549383,0.793563,0.355708,0.106070,-0.913822,-1.156582,0
1.685270,-0.514479,-0.318814,-0.524695,-1.193838,-1.104562,0.357368,-1.927461,1
1.106821,-1.396247,-1.786596,-2.068330,0.028974,2.189111,1.011526,0.614607,1
-0.207672,0.797505,0.349121,0.286853,0.454153,1.808288,1.279420,1.787352,1
0.114114,1.300612,0.891077,-1.145155,-0.703542,0.985506,0.181763,1.139575,1
0.269703,0.103052,-0.638110,-1.818247,1.035246,-0.412070,-0.047852,-0.542232,1
0.612709,-0.230854,-0.528014,-0.505303,-0.485053,0.029487,0.439272,-2.594114,1
-0.852466,-0.220617,1.084100,0.797697,-0.530955,-0.917908,0.022170,-0.883993,0
0.662387,1.717400,1.188376,1.005418,-0.701051,-1.933991,-1.016787,0.534738,0
1.969203,1.217622,0.469948,-0.691378,0.558499,-0.602760,-1.252734,-0.704703,1
-0.875508,1.690585,-0.561641,1.129235,0.317346,0.148137,0.517583,0.468346,0
2.216392,-0.880679,-0.284238,0.523080,0.938489,-1.078815,-0.187825,1.452075,1
0.032906,-0.060927,-0.140207,-0.527433,1.039392,-0.932182,0.628708,0.499006,0
-1.216833,0.624202,0.952637,1.908921,0.662887,0.126310,0.463242,-1.090315,0
0.879534,0.918149,-1.025439,-1.734890,-1.268241,-0.247424,-0.458020,1.328278,1
0.371752,-0.331884,0.744216,0.200751,-0.600129,-0.823509,-0.279923,1.394820,1
0.927182,2.085742,-0.328367,0.590572,-0.565904,-0.525053,-0.861914,-1.374606,0
1.114635,-0.205986,-1.280830,-1.356346,-0.127732,0.152510,0.236897,-1.131227,1
-1.285852,-1.786375,0.408167,-0.101555,1.409838,-0.350558,0.270486,-0.552256,1
-1.567108,1.073823,-1.580643,0.742783,1.170564,-1.049998,-0.463642,-0.150059,0
-0.515690,0.777942,-1.644695,-1.398834,0.128335,-0.955478,0.628462,-0.998076,0
-0.772243,1.298859,-0.726607,-1.053818,-0.228671,0.033421,-0.026464,-0.232706,0
1.644999,-0.988146,-0.103690,0.586012,-1.207905,0.831265,0.520368,-1.125370,1
1.195088,1.209911,-1.239913,0.722140,-0.645202,-0.151461,0.426400,0.472866,0
-0.275477,-0.838458,1.006061,-0.673802,-0.190689,-0.628970,0.032966,-0.889964,1
0.102063,0.043927,0.395128,0.592455,1.922595,-0.054345,-0.043884,-0.447552,1
-0.838903,1.401944,-0.516938,-1.527628,-0.691063,0.830312,-1.146427,1.464779,0
0.797580,0.136077,-0.676174,-0.660709,0.730307,0.309333,-0.437684,-1.617488,1
0.460049,-1.389330,0.432453,-0.333989,-0.335172,-0.299113,-0.853020,-0.216419,1
0.540004,0.121597,0.512993,-0.152640,-0.052690,-0.909313,-1.277839,1.837217,1
0.351373,1.152741,-0.470098,1.715576,1.924749,-0.522393,0.866100,-1.812831,0
-0.413501,-0.042737,0.487076,0.856997,-0.258007,0.509918,-0.069369,2.119942,0
-1.609316,-0.406051,0.149671,0.153936,-2.407595,-0.899873,0.591835,0.340701,0
-2.311414,-0.445216,0.293664,-0.122728,-0.412215,-2.290798,-1.330474,-0.477658,0
1.229072,-0.747431,0.001754,-0.965864,-0.023802,1.265039,-0.247306,-0.198893,1
1.085480,-0.989928,-0.001957,-0.798788,0.908205,-0.319372,1.088222,1.784551,1
-0.829438,1.271542,1.329438,-0.205044,-0.800189,1.105307,0.033164,-0.379801,0
0.302053,-0.189329,0.247122,1.004425,0.486491,-0.696419,0.229603,-0.944883,0
-1.303154,0.202370,0.832311,-1.859713,1.213448,2.391355,1.797613,-3.246135,0
0.665096,0.209320,0.865559,1.424417,0.314753,-1.603977,-0.673197,0.168578,1
0.232523,0.771856,0.139544,1.545460,-0.933443,-0.574033,0.944390,0.433029,0
2.135562,-0.939324,-1.924773,-0.309433,1.229988,-0.760273,-0.994777,0.675959,1
0.156390,0.259701,-0.193980,-1.385098,2.430248,-0.680305,1.171635,-1.712668,0
-0.607231,-1.666319,-1.422974,-1.574960,0.572248,-0.160253,0.414714,0.393702,1
-1.465843,-0.347372,-1.728973,1.654414,0.690538,-0.198763,-1.905368,1.104067,0
-0.785310,-1.348979,-1.915442,1.648570,1.030833,-0.541870,0.837998,-1.919445,0
1.379400,0.213812,1.798295,0.565042,-0.745701,-1.682924,1.158449,-1.209532,1
0.893273,1.117656,-1.009500,0.669924,1.173154,0.221236,-0.716589,-1.974373,0
0.574228,-0.334846,-0.933081,-0.669240,-0.267722,2.376838,-0.082508,1.106406,1
-0.904789,1.613058,0.011687,0.423892,-0.631101,-0.539958,-1.156698,0.848604,0
1.148222,0.806646,0.026297,0.231517,1.329733,0.006193,-0.412107,0.249834,1
