wavelength,intensity
27.960000,0.705575
27.980000,0.704739
28.000000,0.703917
28.020000,0.703110
28.040000,0.702317
28.060000,0.701539
28.080000,0.700775
28.100000,0.700025
28.120000,0.699290
28.140000,0.698570
28.160000,0.697863
28.180000,0.697171
28.200000,0.696494
28.220000,0.695830
28.240000,0.695181
28.260000,0.694546
28.280000,0.693926
28.300000,0.693319
28.320000,0.692727
28.340000,0.692149
28.360000,0.691586
28.380000,0.691037
28.400000,0.690502
28.420000,0.689981
28.440000,0.689474
28.460000,0.688982
28.480000,0.688505
28.500000,0.688041
28.520000,0.687592
28.540000,0.687158
28.560000,0.686738
28.580000,0.686332
28.600000,0.685941
28.620000,0.685564
28.640000,0.685202
28.660000,0.684855
28.680000,0.684522
28.700000,0.684204
28.720000,0.683901
28.740000,0.683613
28.760000,0.683340
28.780000,0.683081
28.800000,0.682838
28.820000,0.682610
28.840000,0.682397
28.860000,0.682199
28.880000,0.682017
28.900000,0.681850
28.920000,0.681698
28.940000,0.681563
28.960000,0.681443
28.980000,0.681338
29.000000,0.681250
29.020000,0.681178
29.040000,0.681122
29.060000,0.681082
29.080000,0.681058
29.100000,0.681052
29.120000,0.681061
29.140000,0.681088
29.160000,0.681131
29.180000,0.681191
29.200000,0.681269
29.220000,0.681364
29.240000,0.681476
29.260000,0.681606
29.280000,0.681754
29.300000,0.681920
29.320000,0.682104
29.340000,0.682307
29.360000,0.682528
29.380000,0.682768
29.400000,0.683026
29.420000,0.683304
29.440000,0.683601
29.460000,0.683918
29.480000,0.684255
29.500000,0.684612
29.520000,0.684989
29.540000,0.685386
29.560000,0.685804
29.580000,0.686244
29.600000,0.686704
29.620000,0.687187
29.640000,0.687691
29.660000,0.688217
29.680000,0.688766
29.700000,0.689337
29.720000,0.689931
29.740000,0.690549
29.760000,0.691191
29.780000,0.691857
29.800000,0.692547
29.820000,0.693262
29.840000,0.694002
29.860000,0.694767
29.880000,0.695559
29.900000,0.696377
29.920000,0.697221
29.940000,0.698093
29.960000,0.698992
29.980000,0.699920
30.000000,0.700876
30.020000,0.701861
30.040000,0.702875
30.060000,0.703920
30.080000,0.704994
30.100000,0.706100
30.120000,0.707238
30.140000,0.708408
30.160000,0.709610
30.180000,0.710846
30.200000,0.712115
30.220000,0.713419
30.240000,0.714758
30.260000,0.716134
30.280000,0.717545
30.300000,0.718994
30.320000,0.720481
30.340000,0.722006
30.360000,0.723571
30.380000,0.725176
30.400000,0.726822
30.420000,0.728510
30.440000,0.730240
30.460000,0.732015
30.480000,0.733833
30.500000,0.735697
30.520000,0.737607
30.540000,0.739565
30.560000,0.741571
30.580000,0.743626
30.600000,0.745732
30.620000,0.747889
30.640000,0.750099
30.660000,0.752363
30.680000,0.754681
30.700000,0.757056
30.720000,0.759489
30.740000,0.761980
30.760000,0.764531
30.780000,0.767144
30.800000,0.769820
30.820000,0.772561
30.840000,0.775367
30.860000,0.778241
30.880000,0.781184
30.900000,0.784198
30.920000,0.787285
30.940000,0.790446
30.960000,0.793683
30.980000,0.796998
31.000000,0.800392
31.020000,0.803869
31.040000,0.807430
31.060000,0.811077
31.080000,0.814812
31.100000,0.818637
31.120000,0.822556
31.140000,0.826570
31.160000,0.830681
31.180000,0.834893
31.200000,0.839207
31.220000,0.843628
31.240000,0.848156
31.260000,0.852796
31.280000,0.857551
31.300000,0.862422
31.320000,0.867415
31.340000,0.872531
31.360000,0.877774
31.380000,0.883148
31.400000,0.888657
31.420000,0.894304
31.440000,0.900092
31.460000,0.906026
31.480000,0.912111
31.500000,0.918349
31.520000,0.924746
31.540000,0.931307
31.560000,0.938034
31.580000,0.944935
31.600000,0.952013
31.620000,0.959273
31.640000,0.966722
31.660000,0.974363
31.680000,0.982204
31.700000,0.990249
31.720000,0.998505
31.740000,1.006978
31.760000,1.015673
31.780000,1.024599
31.800000,1.033761
31.820000,1.043166
31.840000,1.052821
31.860000,1.062735
31.880000,1.072913
31.900000,1.083365
31.920000,1.094098
31.940000,1.105120
31.960000,1.116440
31.980000,1.128066
32.000000,1.140007
32.020000,1.152272
32.040000,1.164871
32.060000,1.177814
32.080000,1.191108
32.100000,1.204766
32.120000,1.218796
32.140000,1.233210
32.160000,1.248016
32.180000,1.263227
32.200000,1.278853
32.220000,1.294905
32.240000,1.311393
32.260000,1.328329
32.280000,1.345724
32.300000,1.363588
32.320000,1.381934
32.340000,1.400771
32.360000,1.420111
32.380000,1.439964
32.400000,1.460341
32.420000,1.481251
32.440000,1.502705
32.460000,1.524711
32.480000,1.547278
32.500000,1.570414
32.520000,1.594126
32.540000,1.618420
32.560000,1.643300
32.580000,1.668772
32.600000,1.694836
32.620000,1.721494
32.640000,1.748746
32.660000,1.776587
32.680000,1.805014
32.700000,1.834018
32.720000,1.863589
32.740000,1.893715
32.760000,1.924380
32.780000,1.955563
32.800000,1.987241
32.820000,2.019388
32.840000,2.051972
32.860000,2.084956
32.880000,2.118300
32.900000,2.151959
32.920000,2.185880
32.940000,2.220008
32.960000,2.254281
32.980000,2.288629
33.000000,2.322980
33.020000,2.357253
33.040000,2.391363
33.060000,2.425219
33.080000,2.458722
33.100000,2.491772
33.120000,2.524260
33.140000,2.556074
33.160000,2.587101
33.180000,2.617219
33.200000,2.646310
33.220000,2.674249
33.240000,2.700916
33.260000,2.726186
33.280000,2.749940
33.300000,2.772062
33.320000,2.792437
33.340000,2.810960
33.360000,2.827531
33.380000,2.842057
33.400000,2.854457
33.420000,2.864659
33.440000,2.872603
33.460000,2.878242
33.480000,2.881540
33.500000,2.882477
33.520000,2.881046
33.540000,2.877254
33.560000,2.871122
33.580000,2.862685
33.600000,2.851989
33.620000,2.839095
33.640000,2.824075
33.660000,2.807010
33.680000,2.787993
33.700000,2.767123
33.720000,2.744507
33.740000,2.720258
33.760000,2.694493
33.780000,2.667332
33.800000,2.638898
33.820000,2.609312
33.840000,2.578698
33.860000,2.547176
33.880000,2.514865
33.900000,2.481881
33.920000,2.448335
33.940000,2.414334
33.960000,2.379982
33.980000,2.345374
34.000000,2.310603
34.020000,2.275754
34.040000,2.240907
34.060000,2.206136
34.080000,2.171509
34.100000,2.137088
34.120000,2.102929
34.140000,2.069084
34.160000,2.035599
34.180000,2.002514
34.200000,1.969866
34.220000,1.937685
34.240000,1.905999
34.260000,1.874831
34.280000,1.844201
34.300000,1.814125
34.320000,1.784616
34.340000,1.755684
34.360000,1.727336
34.380000,1.699578
34.400000,1.672412
34.420000,1.645840
34.440000,1.619860
34.460000,1.594470
34.480000,1.569666
34.500000,1.545444
34.520000,1.521797
34.540000,1.498717
34.560000,1.476198
34.580000,1.454231
34.600000,1.432806
34.620000,1.411914
34.640000,1.391545
34.660000,1.371688
34.680000,1.352333
34.700000,1.333470
34.720000,1.315086
34.740000,1.297171
34.760000,1.279714
34.780000,1.262703
34.800000,1.246129
34.820000,1.229979
34.840000,1.214243
34.860000,1.198911
34.880000,1.183971
34.900000,1.169413
34.920000,1.155226
34.940000,1.141402
34.960000,1.127929
34.980000,1.114798
35.000000,1.101999
35.020000,1.089524
35.040000,1.077362
35.060000,1.065506
35.080000,1.053947
35.100000,1.042675
35.120000,1.031683
35.140000,1.020964
35.160000,1.010508
35.180000,1.000309
35.200000,0.990359
35.220000,0.980651
35.240000,0.971178
35.260000,0.961934
35.280000,0.952911
35.300000,0.944104
35.320000,0.935506
35.340000,0.927112
35.360000,0.918915
35.380000,0.910909
35.400000,0.903090
35.420000,0.895453
35.440000,0.887991
35.460000,0.880700
35.480000,0.873576
35.500000,0.866613
35.520000,0.859807
35.540000,0.853154
35.560000,0.846649
35.580000,0.840289
35.600000,0.834069
35.620000,0.827985
35.640000,0.822034
35.660000,0.816212
35.680000,0.810515
35.700000,0.804941
35.720000,0.799485
35.740000,0.794145
35.760000,0.788918
35.780000,0.783800
35.800000,0.778788
35.820000,0.773881
35.840000,0.769075
35.860000,0.764366
35.880000,0.759754
35.900000,0.755235
35.920000,0.750807
35.940000,0.746468
35.960000,0.742215
35.980000,0.738045
36.000000,0.733958
36.020000,0.729951
36.040000,0.726021
36.060000,0.722168
36.080000,0.718388
36.100000,0.714680
36.120000,0.711043
36.140000,0.707475
36.160000,0.703973
36.180000,0.700537
36.200000,0.697164
36.220000,0.693854
36.240000,0.690604
36.260000,0.687413
36.280000,0.684280
36.300000,0.681204
36.320000,0.678183
36.340000,0.675215
36.360000,0.672300
36.380000,0.669437
36.400000,0.666623
36.420000,0.663859
36.440000,0.661142
36.460000,0.658472
36.480000,0.655848
36.500000,0.653268
36.520000,0.650732
36.540000,0.648239
36.560000,0.645787
36.580000,0.643376
36.600000,0.641005
36.620000,0.638673
36.640000,0.636379
36.660000,0.634123
36.680000,0.631903
36.700000,0.629719
36.720000,0.627569
36.740000,0.625454
36.760000,0.623372
36.780000,0.621323
36.800000,0.619307
36.820000,0.617321
36.840000,0.615366
36.860000,0.613442
36.880000,0.611547
36.900000,0.609680
36.920000,0.607842
36.940000,0.606032
36.960000,0.604249
36.980000,0.602492
37.000000,0.600762
37.020000,0.599057
37.040000,0.597377
37.060000,0.595721
37.080000,0.594090
37.100000,0.592482
37.120000,0.590897
37.140000,0.589335
37.160000,0.587795
37.180000,0.586277
37.200000,0.584780
37.220000,0.583305
37.240000,0.581849
37.260000,0.580414
37.280000,0.578999
37.300000,0.577603
37.320000,0.576226
37.340000,0.574868
37.360000,0.573529
37.380000,0.572207
37.400000,0.570903
37.420000,0.569616
37.440000,0.568346
37.460000,0.567093
37.480000,0.565857
37.500000,0.564636
37.520000,0.563432
37.540000,0.562243
37.560000,0.561069
37.580000,0.559910
37.600000,0.558766
37.620000,0.557636
37.640000,0.556521
37.660000,0.555420
37.680000,0.554332
37.700000,0.553258
37.720000,0.552197
37.740000,0.551150
37.760000,0.550115
37.780000,0.549092
37.800000,0.548083
37.820000,0.547085
37.840000,0.546099
37.860000,0.545125
37.880000,0.544163
37.900000,0.543212
37.920000,0.542272
37.940000,0.541343
37.960000,0.540425
37.980000,0.539518
38.000000,0.538621
38.020000,0.537735
38.040000,0.536859
38.060000,0.535992
38.080000,0.535136
38.100000,0.534289
38.120000,0.533452
38.140000,0.532624
38.160000,0.531806
38.180000,0.530996
38.200000,0.530196
38.220000,0.529404
38.240000,0.528621
38.260000,0.527846
38.280000,0.527080
38.300000,0.526322
38.320000,0.525572
38.340000,0.524831
38.360000,0.524097
38.380000,0.523371
38.400000,0.522653
38.420000,0.521942
38.440000,0.521239
38.460000,0.520543
38.480000,0.519854
38.500000,0.519172
38.520000,0.518498
38.540000,0.517830
38.560000,0.517169
38.580000,0.516515
38.600000,0.515868
38.620000,0.515227
38.640000,0.514592
38.660000,0.513964
38.680000,0.513342
38.700000,0.512726
38.720000,0.512117
38.740000,0.511513
38.760000,0.510915
38.780000,0.510323
38.800000,0.509737
38.820000,0.509156
38.840000,0.508581
38.860000,0.508012
38.880000,0.507448
38.900000,0.506889
38.920000,0.506336
38.940000,0.505788
38.960000,0.505245
38.980000,0.504707
39.000000,0.504174
39.020000,0.503646
39.040000,0.503123
39.060000,0.502605
39.080000,0.502091
39.100000,0.501582
39.120000,0.501078
39.140000,0.500578
39.160000,0.500083
39.180000,0.499593
39.200000,0.499106
39.220000,0.498624
39.240000,0.498147
39.260000,0.497673
39.280000,0.497204
39.300000,0.496739
39.320000,0.496278
39.340000,0.495821
39.360000,0.495368
39.380000,0.494919
39.400000,0.494473
39.420000,0.494032
39.440000,0.493594
39.460000,0.493160
39.480000,0.492730
39.500000,0.492303
39.520000,0.491880
39.540000,0.491460
39.560000,0.491044
39.580000,0.490632
39.600000,0.490223
39.620000,0.489817
39.640000,0.489415
39.660000,0.489015
39.680000,0.488620
39.700000,0.488227
39.720000,0.487838
39.740000,0.487451
39.760000,0.487068
39.780000,0.486688
39.800000,0.486311
39.820000,0.485937
39.840000,0.485566
39.860000,0.485198
39.880000,0.484832
39.900000,0.484470
39.920000,0.484110
39.940000,0.483754
39.960000,0.483400
39.980000,0.483048
