step,c0,c1,c2,c3,c4,c5,c6,ambient
308,-0.341513,-0.342746,-0.0904,1.271339,0.174718,-0.507526,-0.423396,-0.902799
309,-0.033662,0.90571,0.311587,1.079219,0.970461,0.236176,0.092762,-1.969931
310,0.628075,1.281862,0.482265,-0.535682,1.583522,0.616788,0.766367,0.357503
311,-0.01146,-0.78838,0.248233,-0.317616,-0.840029,-0.232857,0.995701,-2.435705
312,-0.733926,0.359905,-0.866711,0.632841,0.623183,0.909305,0.107841,0.246568
313,-0.71526,-0.638771,0.004934,0.023696,-0.397802,-0.333604,0.308327,-0.605082
314,-0.608727,-0.961976,-0.826245,0.181675,-0.520799,0.230588,-0.678381,-0.793265
315,0.454406,0.775917,0.957581,0.652869,1.058137,0.707303,0.987663,0.22362
316,-0.623719,0.319583,-0.636683,-0.162138,0.410359,1.728104,1.248655,0.161649
317,-3.073152,-3.011965,-1.275728,-2.212519,-2.195346,-2.672457,-0.052426,-0.859083
318,1.460922,1.581846,1.565955,0.908439,1.261202,2.186294,1.596575,0.614653
319,0.068612,1.404564,0.169528,0.646341,1.226439,0.224631,-0.360616,0.075348
320,-1.124874,-0.836383,0.399857,-0.708118,-0.089372,-0.046919,1.539149,0.298478
321,1.849301,2.345577,2.65807,2.440739,2.139752,3.161205,2.829814,0.787354
322,-0.220793,-0.524749,0.405408,-0.325948,-0.207126,-0.330428,0.557517,-1.102711
323,-0.074647,1.048406,-0.132432,-0.033614,1.864998,1.115178,0.329861,0.203433
324,-1.496002,-1.280745,-0.763525,-1.927925,-1.765754,-1.087761,-0.663475,-1.261401
325,-0.864682,-0.960981,-0.858521,-0.695744,-0.858207,0.011414,-1.416698,0.18436
326,0.481752,0.996635,1.245633,1.46927,1.553865,1.595493,1.302633,0.200447
327,-0.492102,-0.938869,-0.776864,-0.270976,-0.505659,-0.502373,0.433853,1.323038
328,0.416904,0.13689,0.725963,0.972193,0.409319,0.301531,1.832058,-0.856645
329,0.718076,1.82491,0.929838,0.672479,1.909032,1.840061,1.024099,0.160023
330,-1.361642,-0.732744,-1.361473,-1.064357,-0.53345,0.324149,0.452982,-1.372928
331,0.362574,0.240591,0.392274,0.648755,-0.222733,0.060354,0.890129,-0.425169
332,0.183982,-0.04445,0.600027,-0.542958,0.44177,-0.09224,1.476807,-0.998691
333,0.005264,0.317585,-0.036054,0.909059,0.408307,0.538382,-0.126665,1.500733
334,1.946758,2.737845,1.665649,2.487561,3.559756,2.118929,2.183327,-0.737745
335,-0.550199,0.040368,0.364948,0.676476,0.180806,0.55599,0.946304,1.877411
336,-0.79729,-0.240673,0.168567,-0.174041,-0.650656,0.560378,-0.115283,-0.00015
337,-1.437645,-1.526939,-0.308255,-0.809268,-0.868018,0.336437,0.055936,-0.265851
338,0.621648,1.311709,0.674688,-0.255295,1.100222,2.139191,0.4324,0.406434
339,0.563792,1.134085,0.993465,1.195466,1.523419,1.624686,1.480357,-0.52922
340,-2.13459,-2.00142,-0.701453,-1.362616,-0.518202,-1.605827,0.464684,0.652086
341,-0.677299,-0.698405,0.136335,-0.600999,-0.938131,-0.456983,0.621717,-0.674871
342,-0.235695,-0.315647,0.659649,-1.251024,1.199182,-1.081896,0.701902,-1.056311
343,0.848463,1.574288,0.788025,1.627265,1.693854,1.85631,0.848617,0.14175
344,-0.708629,-0.660963,-0.609207,-0.371126,-0.252777,0.042457,0.634645,-1.075954
345,-1.94216,-1.587218,-1.166939,-1.304445,-0.862608,-0.996362,-1.46182,0.499453
346,-0.838984,0.404272,-0.507813,-0.212339,1.00022,0.5086,0.639186,0.189835
347,1.19697,2.305735,1.163956,0.851087,1.36768,2.574326,1.673665,-0.534888
348,0.110155,-0.990889,0.71973,0.396648,-0.962355,-0.994216,1.011864,-0.925057
349,1.409961,1.84697,1.732611,1.663301,1.94886,2.461366,1.756511,2.045933
350,-0.886334,0.347529,-0.490575,-0.204371,0.79549,0.199072,0.332564,-0.677856
351,2.03404,1.995228,1.877744,1.365018,1.196201,1.379782,2.897119,-1.532674
352,-0.654633,-0.41817,-0.406458,-0.552026,-0.324856,-0.467899,0.636575,0.076954
353,0.010419,0.676703,-0.341081,-0.795105,0.653998,0.72902,0.272346,-0.106497
354,0.73679,1.321612,0.919558,1.072379,2.098735,1.071768,0.577163,1.575457
355,0.638141,0.0368,1.092599,0.891196,0.623754,0.035775,1.143568,-1.884644
356,-1.819024,-1.505522,-1.554701,-0.375136,-0.371802,0.471914,-2.260261,0.517969
357,-1.299617,-1.028354,-0.307224,-1.602173,-0.495028,0.007278,0.465027,1.399096
358,-0.623023,1.613802,-0.447363,-0.197014,2.309999,1.592399,0.089555,-0.595494
359,-1.246932,-1.083263,-0.453587,-0.67009,0.06275,-0.396272,-0.753975,-1.304416
360,-1.464657,-1.293065,0.140084,-0.203017,-0.888191,-0.392414,1.06851,-1.500347
361,-0.418832,0.263264,-0.127715,-0.830462,-0.012576,0.467683,1.042929,0.847938
362,-0.814285,0.33057,-0.474776,-1.224982,-0.138261,0.601464,-0.025275,-0.534497
363,1.575746,1.953107,1.748188,1.540864,1.864707,2.026833,2.005935,0.54956
364,-0.992402,-0.432047,-0.069674,0.051438,-1.172204,-0.928342,-0.717146,0.096242
365,-0.919584,-0.164709,-0.255856,0.784163,0.888681,0.179299,0.05279,-0.340792
366,-0.206713,0.627638,0.972703,-0.377485,0.292751,0.21207,1.553471,0.593585
367,2.117185,1.45761,2.634443,1.636225,1.366287,1.060547,2.670498,0.831872
368,0.456304,1.435747,0.663257,1.533254,1.718298,2.675538,0.726707,-1.324557
369,0.93132,2.072713,1.243906,1.030962,2.526094,1.798121,1.190371,-0.348989
370,0.9133,0.162883,0.820613,1.733426,0.930529,0.809939,1.926907,-1.580855
371,0.029939,0.839758,-0.233893,0.656291,-0.365895,0.716994,0.261926,0.297526
372,0.59981,0.624493,-0.396196,0.396221,0.347592,2.167436,-1.025702,0.13897
373,0.286249,0.261805,1.172183,-0.173041,-0.028187,0.937614,0.960802,-0.359751
374,0.24422,0.315301,0.694138,0.307542,0.145262,0.209211,0.991691,0.777187
375,1.07237,1.369846,1.601995,1.412549,2.390511,1.6186,2.125822,-1.070523
376,0.293551,0.607405,0.313534,0.598077,0.347282,1.400792,0.153554,0.088952
377,0.500443,1.484508,1.572459,-0.409295,2.266372,1.609207,1.569664,0.219648
378,0.685806,0.800147,1.441751,-0.712469,0.107203,0.065057,1.435358,-0.215454
379,-0.550128,-0.443557,0.424208,0.060322,-0.178569,-0.227578,1.110744,-0.100993
380,-1.071015,-0.92201,-0.497413,-0.154742,-0.885284,0.150918,-0.716533,-0.265239
381,0.123619,0.993599,0.492582,0.506545,2.131996,1.412086,0.202596,-0.939623
382,-1.861542,-2.426175,-1.142805,-1.516758,-0.992908,-1.44273,-0.917374,0.233651
383,1.161131,1.872924,1.277095,1.442353,1.980925,1.254299,0.581383,-1.039388
384,-1.31442,-1.732744,-0.567581,-0.032451,-1.399218,-0.84509,-0.020394,0.419064
385,2.423211,3.813744,2.191626,2.714787,3.909034,3.464064,3.24453,-1.773126
386,-1.19719,-1.647178,-1.714004,0.130691,-0.385158,-0.261162,-1.626754,-1.168423
387,1.301041,1.598192,0.251979,2.255941,2.698888,1.543611,1.141358,0.248409
388,0.641141,0.616068,1.465576,0.641898,0.983863,0.643679,1.392593,-0.8695
389,0.60967,2.02736,1.203956,0.373791,2.690413,2.079543,1.872221,1.003486
390,0.588518,1.207179,0.342651,1.108075,0.71637,0.076933,0.059882,1.221624
391,-0.808072,-1.45891,-0.163933,-0.722323,-1.433683,-0.223057,0.887726,-0.197947
392,-0.491718,-0.808398,0.518273,-0.098012,-1.197551,-0.950125,0.894863,-0.761735
393,0.535044,0.571774,0.280735,-0.225108,0.325171,0.658766,0.857447,-1.081151
394,-1.121071,0.313985,-0.988282,-0.536392,0.177151,-0.388346,0.354141,-0.009561
395,-0.804436,0.09008,-0.589694,-0.554862,-0.17508,0.179947,0.098079,-1.678247
396,0.435513,-0.392399,0.186883,0.557775,0.06074,0.538072,0.018066,0.290561
397,0.565844,0.847825,1.788703,0.158642,1.127052,1.991721,1.470868,2.157148
398,-0.706941,-0.153367,-0.294751,-0.179153,0.71001,0.152066,-0.062146,0.649932
399,1.230662,1.074556,0.669966,1.080577,1.708986,1.386,0.240779,-0.57149
400,-0.124854,-0.287089,0.181736,0.106964,0.791194,0.792553,-0.060829,-2.349564
401,-0.172454,0.09913,0.213257,-0.379633,0.697235,0.018079,1.492246,-1.91869
402,-0.306267,0.056664,-0.660865,-0.25962,-0.782958,0.018245,0.667367,0.195163
403,0.532202,1.152261,0.609761,0.071223,0.879479,1.805223,0.248235,-0.851127
404,0.537031,1.784492,0.448231,0.413315,1.645356,1.00322,1.013204,-0.753128
405,-1.164686,-0.600181,-0.598183,-0.240147,-0.414011,0.444921,-0.27832,-0.324649
406,1.31115,1.699497,0.933552,0.890641,0.878537,1.398489,0.820339,0.289097
407,0.394463,1.176039,1.238626,0.736283,1.591393,1.560934,1.477013,0.031412
408,-0.404528,-0.857697,0.563704,0.549889,-1.039505,-0.465477,0.112897,0.017897
409,1.140387,0.541854,0.208377,1.090105,0.50652,0.864043,0.864412,0.57409
410,2.14944,2.503768,2.34459,3.044281,2.258622,3.519774,1.507089,0.572155
411,-1.470331,-0.938674,-1.022584,-0.059303,-0.775709,0.081474,-0.971522,-0.427445
412,-0.019038,-0.159035,-0.077029,0.685514,-0.237747,0.119552,0.182333,0.640003
413,-0.62446,0.42037,-0.262408,0.051574,-0.269998,1.159388,0.160017,-1.349432
414,0.554106,0.709485,2.051492,1.033217,0.788618,-0.317281,2.074378,0.442363
415,0.589013,1.193489,0.104741,0.91359,0.630578,1.358982,0.261742,0.574483
416,0.359678,1.024448,0.320219,0.492282,1.25164,2.084949,0.541426,0.808339
417,-0.121679,-0.19863,-0.158154,-0.551349,-0.090801,0.775229,0.517347,-0.45046
418,-0.308045,0.759482,-0.753687,-0.72343,0.385715,0.791341,-0.684607,-0.595837
419,-1.005044,-1.543802,-0.327773,-0.495253,-0.560501,-0.672027,0.137887,0.145438
420,-0.107903,0.339105,-0.06568,-0.166052,-0.141982,1.117061,0.265254,-1.178999
421,-0.81694,0.01259,-0.002663,0.145982,0.903054,0.111468,0.172311,-2.60533
422,0.062993,0.085283,-0.073345,0.556619,1.148784,1.747665,0.547403,0.44333
423,-0.13003,0.847589,-0.111536,0.391144,0.86087,0.475867,0.620582,0.326545
424,-1.728275,-1.930389,-0.901022,-0.96907,-0.577179,-0.767508,-0.817731,0.71249
425,1.024663,0.836757,1.725851,1.192696,1.000032,0.202942,1.702519,2.277426
426,-1.578188,-1.227891,-0.696217,-1.551124,-0.633787,-0.986071,-0.315591,-0.80526
427,1.059764,2.356774,1.36508,1.300763,2.589811,2.582824,1.687652,-0.329555
428,1.603803,1.296324,0.994878,1.437758,0.316684,2.210763,-0.273089,0.68672
429,-0.275798,0.633911,0.829145,0.559767,0.555816,0.00438,0.747283,0.117947
430,0.855509,0.905442,1.144713,1.302022,0.257389,0.397518,1.646068,1.165361
431,0.567315,1.79063,1.141383,1.510859,2.027927,1.705505,1.46105,-1.99242
432,-1.025139,-0.153959,-0.045919,-0.940396,-0.107804,0.401221,0.896049,-0.121853
433,0.074865,0.111265,0.061139,0.583123,-0.357584,0.129707,0.655744,0.447656
434,-0.599033,-0.350854,-0.278263,-0.81743,0.023788,-0.413933,-0.272001,-1.240661
435,0.367167,0.748424,1.14362,1.459719,0.377608,1.45057,0.875141,0.580353
436,-0.54945,0.150656,-0.019129,0.094305,0.299891,0.406516,0.503467,-1.300135
437,-0.519922,0.206968,0.117975,0.118759,-0.436714,0.905955,0.563401,0.944003
438,-0.132294,0.533923,0.430983,0.594903,0.257784,1.169417,1.219095,-0.992728
439,-0.640353,-0.915642,-0.593547,-0.411312,-0.715205,-0.462148,-0.447699,-0.893886
440,-1.465242,-1.805214,-0.713079,-0.525554,-0.598571,-1.667479,-0.009449,0.81513
441,-0.182261,1.140595,-0.616234,0.362904,1.420801,1.223473,-0.696049,-0.915529
442,0.009667,-0.330805,1.184286,1.355266,-0.013329,-0.572141,1.351829,-0.006784
443,0.076843,-0.273057,-0.414049,0.509841,0.569337,0.738346,-0.227705,0.290137
444,0.759611,-0.019616,1.658949,0.599435,-0.024368,0.022876,2.03403,-0.687717
445,-0.508824,-0.912715,-0.657404,-0.151939,0.401796,-0.939696,-0.961115,0.52507
446,-0.527787,-0.600975,-0.55641,-0.687091,-0.647472,-0.124588,-1.519432,-0.980702
447,0.414099,0.784476,1.22834,0.13176,1.211506,0.862569,0.762458,-0.519344
448,0.755404,2.287278,1.920847,0.105721,2.351642,2.726942,1.811813,0.536758
449,-0.916246,-0.443306,-0.468489,0.396992,-0.596671,-0.389042,-0.410368,1.503161
450,-1.367158,-1.264364,-1.110183,-0.104819,-1.23741,-0.826037,-0.340004,-0.925647
451,-1.46137,-1.094985,-1.313607,-0.910055,-1.457046,-1.200985,-0.871219,0.684084
452,-0.482234,-0.567108,-1.095277,0.199364,-0.469296,0.575557,-0.567723,1.918145
453,0.978223,1.310728,1.099523,0.820988,1.312963,0.430608,2.167079,-0.445834
454,-0.136259,-0.065309,-0.037908,1.015535,0.122838,-0.087325,0.508977,-0.069053
455,0.893135,1.566055,0.747652,0.222492,1.527497,1.023371,0.890462,1.721902
456,1.202901,1.482718,1.719352,2.475917,2.860239,1.001466,1.47626,1.674423
457,-0.958366,-1.651809,-1.703889,-0.366674,-0.854908,-0.517281,-1.187391,-0.231206
458,-0.271398,0.031983,0.223468,0.762654,0.443542,0.739252,0.279549,0.694462
459,1.473639,2.081685,0.633714,1.702339,2.095427,1.947541,0.962928,0.144701
460,0.196793,1.276265,1.018837,1.322125,1.481954,1.316792,1.308731,-1.060988
461,1.064151,1.241128,0.213972,0.605528,0.817962,1.396414,1.658635,-0.566306
462,1.223834,0.970828,2.131386,1.500698,0.88505,1.436953,2.070884,0.495665
463,-0.757453,-0.115949,-0.842968,0.621592,-0.171562,0.461118,0.263365,-0.276871
464,0.627231,1.076312,0.214879,0.708588,0.533065,0.444894,0.27369,2.02043
465,-2.186428,-1.869765,-1.327854,-2.132391,-2.128672,-1.505143,-0.50786,-0.352898
466,-1.710847,-1.012167,-1.24973,-1.635949,-0.788484,-1.475104,-0.563542,-1.160098
467,-1.067496,-0.308624,0.208566,-0.955589,0.684304,0.128723,0.918179,2.387108
468,-1.13696,-0.5061,-1.372904,-1.460507,0.079869,0.285129,-0.781648,-1.200554
469,-0.571408,0.204079,-0.921222,-0.95238,0.207675,0.780494,-0.744406,-1.522659
470,0.70385,1.730663,0.967723,0.422648,1.912809,1.268243,1.255463,-0.207648
471,1.091347,1.356136,1.934413,1.453295,0.897922,1.238011,2.668691,0.135629
472,-0.176245,0.053277,-0.250396,0.08348,-0.013607,0.609338,1.339345,-0.065139
473,-0.117448,0.311679,0.343653,-0.093747,0.6982,0.938014,1.16367,-1.696973
474,-0.064528,-0.695127,0.584081,0.552346,0.045591,-1.053596,-0.010176,-0.369558
475,0.941506,2.090119,1.034336,0.444116,2.096022,1.99302,1.193969,-0.07006
476,-0.343812,-0.593151,0.412059,1.279245,0.617604,-0.552134,0.783334,0.766871
477,-1.781085,-1.639432,-1.836778,-1.399245,-0.110424,-1.377235,-1.27943,-0.032895
478,-1.228613,-0.883828,-1.011188,-0.308219,-0.312877,-0.351252,-0.238529,-0.428302
479,0.41182,0.974506,0.853525,-0.076316,0.975087,1.360981,1.614471,0.664079
480,-0.856077,-1.360935,0.389091,0.207329,-0.622987,-1.984982,-0.006141,-1.751481
481,-0.859844,-0.975334,-0.377229,-0.212845,-0.17877,-0.229299,1.233349,-0.743826
482,-0.867152,-1.430839,-0.074349,-0.286593,-1.395785,-1.896253,-0.219959,-0.866121
483,-0.760873,-0.700393,-0.0345,0.362599,-0.316955,-0.567164,-0.532683,0.342053
484,1.427124,2.362855,1.828216,1.207769,1.788371,1.776183,2.063709,-1.124855
485,1.439675,1.245768,1.367954,0.692176,1.40079,1.93637,0.806914,0.010679
486,-0.216906,0.081985,-0.751975,0.595889,0.594539,-0.210224,-0.885519,-0.299772
487,-1.08397,-1.741344,-0.116349,-0.949868,-1.501662,-0.696449,1.074655,0.17992
488,-1.862154,-1.135054,-1.415217,-1.548743,-0.752649,-1.651072,-0.992886,-0.042286
489,-1.023118,-0.760299,0.181831,-1.890247,-1.132795,0.35232,-1.044552,1.767236
490,-0.225941,-0.047696,-0.235679,0.62863,0.051464,0.442565,-0.078257,-1.003262
491,0.463138,1.255442,0.719891,0.472113,0.449678,1.565868,0.504423,0.184551
492,0.35533,0.686489,1.000871,0.712977,0.452689,0.971173,1.245382,0.16283
493,0.134257,0.856395,1.178641,-0.433541,1.361751,1.240894,1.353929,0.103663
494,-0.313948,-0.294493,0.150059,0.178152,-0.832986,0.101415,0.190348,0.942144
495,0.030355,1.158794,0.228206,0.097357,1.230756,2.097942,1.457897,-0.296812
496,-0.273002,-0.302678,0.428828,0.69474,-0.149073,-0.088329,-0.049205,-0.991271
497,-1.199415,-0.392289,-0.464778,-0.950798,0.556002,0.062854,-0.264363,0.627255
498,-1.139066,-0.83611,-0.425091,-0.343362,-0.859646,-0.570217,-1.307546,-0.360122
499,-0.377903,0.14143,-0.133394,-1.046008,0.209553,0.21896,-0.06513,-0.010433
