id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,label
r00147,0.550867,0.387440,0.246369,-1.164551,-0.013339,-1.669137,1.135018,1.472833,0.164695,0.520070,-0.031529,-1.837353,-0.321134,0.932929,-0.082590,-0.830696,0
r00148,-2.930580,1.059315,1.643852,1.743601,2.571385,-2.203700,0.019904,0.664444,-0.565903,0.234370,1.157813,-0.593193,0.634838,-0.974254,-2.497923,0.021806,0
r00149,0.505515,0.505734,0.826828,-1.046592,0.651022,-3.193633,0.188621,-1.359382,0.010734,-1.232561,0.171487,0.870230,1.088586,-0.556974,1.403391,0.286910,1
r00150,1.401421,-0.056160,-1.102064,0.054315,-0.941223,-1.011193,-2.156509,0.158095,1.322634,-1.139649,-0.245063,-1.573887,0.376886,1.098575,-0.070606,0.673287,0
r00151,0.689180,-0.223881,0.752635,-1.739091,-0.184023,0.125547,0.634730,1.292556,-0.236555,-0.905870,-0.483865,-0.348874,-0.954897,-1.460226,0.261953,-1.259586,0
r00152,-0.057684,-0.028707,-0.105122,1.016032,0.350970,0.171670,1.462789,-0.401599,-1.413227,-0.584474,0.964326,-1.041883,-0.895134,0.441906,2.439926,-0.457484,0
r00153,1.067964,1.506905,-0.572812,-0.716871,-0.273753,-0.753082,-0.035369,-1.279050,-0.293468,-0.173598,2.051470,-1.427576,0.057971,-0.831258,-0.085449,-0.490145,0
r00154,-0.881482,-0.265213,-0.813428,0.148896,0.964871,0.459685,0.048753,0.618753,-0.252655,0.449642,2.672443,0.374167,1.988221,0.719827,-0.443837,0.244886,1
r00155,-1.073108,0.513394,1.175316,0.428529,0.841397,0.038882,-0.468290,-1.871698,0.446615,0.919064,0.822956,-0.282269,0.555411,0.508369,0.610571,-0.687488,1
r00156,-1.193396,-2.032129,-0.479049,-0.458928,-0.881007,0.106772,-1.370268,0.178657,1.510505,-0.228957,-1.822696,-0.098009,-0.654665,-0.029175,-0.381587,-0.696516,0
r00157,0.233137,0.964571,-0.254854,0.024360,-1.633056,1.955057,-0.956140,-0.059189,-1.491691,0.414578,-1.018780,-0.018053,-0.702104,-0.389223,-0.431071,-0.957786,0
r00158,-0.255762,-0.889072,-0.426255,-0.505111,-1.159355,0.108398,0.517421,0.049591,-1.649688,0.419997,0.726105,-1.785339,0.900623,-2.448232,0.191341,0.539324,0
r00159,1.142237,1.356988,0.323166,0.810832,1.411345,1.672770,0.184832,0.709093,-1.292419,-0.870979,1.278726,0.315026,-1.248793,-0.237443,-1.779192,-0.174149,0
r00160,0.874107,-1.783436,-0.142038,0.255117,-0.228113,0.042561,-0.747917,-0.864931,-0.038951,-1.892405,-0.168345,-1.528797,-0.800600,1.396217,-0.450281,-0.540067,0
r00161,0.769547,-0.829281,-0.650965,-0.128672,0.553125,-0.988951,-0.093255,-1.919304,-1.317072,-0.158675,-0.717217,0.168117,0.683551,-2.145142,0.253109,0.056175,0
r00162,-0.400750,0.076827,-0.847322,0.344502,0.098814,1.725708,-1.966919,-1.106901,0.334820,0.919523,-1.277153,-1.154346,-0.576823,0.280861,-0.975161,0.853294,0
r00163,1.420562,-0.296099,1.059959,-1.570107,-1.070212,0.514892,0.803717,-1.386815,-0.522394,0.381280,-0.095568,-0.826284,-0.070701,0.756769,-0.558250,-1.329592,0
r00164,1.231234,-0.514630,-2.066212,0.214827,0.859135,1.020049,0.897226,-0.071468,0.283473,0.401519,1.599621,0.278059,-1.580149,0.969008,0.117289,-0.197291,0
r00165,-0.272358,0.733801,-0.021020,0.240741,-0.028612,0.910882,-1.176321,0.361730,0.476374,-0.045383,1.438071,1.613679,-0.292222,1.209088,-0.720962,1.998511,1
r00166,1.190247,-0.521744,0.800437,0.536938,-0.368311,-1.238462,-0.190263,0.987591,0.941494,0.383581,0.447004,-0.883002,-0.592515,0.127576,-0.241409,-1.010205,0
r00167,-1.294831,1.136481,-0.116359,0.384687,-1.027031,-1.274856,0.869663,0.300674,0.899504,-0.783043,-0.440765,0.290833,-0.316548,1.291691,1.268556,-0.749962,1
r00168,1.003193,-0.201114,0.828902,0.383618,-0.228770,0.255010,1.917808,1.077040,0.422763,-0.326527,2.442045,1.384828,0.423349,0.734011,0.103464,0.675894,1
r00169,1.092050,0.216475,0.061709,-0.379199,-0.531837,0.028547,0.508744,-2.105804,0.872833,-0.873855,1.000261,1.235335,1.564396,0.733293,-0.647706,2.009036,1
r00170,-0.356692,1.602563,-0.739206,0.021724,-1.059596,0.058683,0.701680,1.043416,-1.519923,-0.311972,-0.737122,1.167855,0.388355,1.151572,0.112392,1.751701,1
r00171,0.301073,0.772719,0.763474,0.358261,-0.695742,-0.184301,1.534473,1.456583,-0.258420,0.647867,-1.545769,1.136323,-0.046485,-2.157815,-0.865934,-0.255475,1
r00172,-0.347061,-0.002739,-0.787208,-1.741101,1.624921,-0.952927,-1.087889,-1.441254,-0.330830,1.241851,1.218955,2.005474,-0.621017,-0.048079,1.384708,-0.137907,1
r00173,0.452417,1.879447,-0.979389,-0.994374,0.626695,-0.605454,-0.225111,1.279985,0.447947,1.482993,-0.661679,0.096186,0.421550,0.419576,-1.969013,-1.019345,0
r00174,0.564472,-1.858534,-1.641477,-0.731381,-0.463349,0.838377,0.635877,-0.440466,-0.924744,-0.906225,1.223805,0.415657,0.612069,-2.005163,-1.865953,1.047149,0
r00175,2.116219,0.514985,-0.768676,-1.654083,-1.259921,0.428066,0.324949,-0.632893,0.680145,1.528215,0.511604,-0.504885,-1.139303,-0.344913,-0.718262,1.785475,0
r00176,-0.356226,1.702081,-0.479417,0.294952,0.549008,-0.133514,0.196164,0.145855,-0.137478,0.187565,1.335944,1.968885,-0.042958,1.584510,0.037486,0.159999,1
r00177,0.509541,0.022629,1.057980,-0.318099,0.000637,0.310204,-0.549272,-0.677045,0.454702,0.970794,-0.220814,-0.887289,-0.598865,-0.242659,-0.273446,-0.106606,0
r00178,2.030656,-1.071536,-1.007024,-0.519563,-1.327582,1.000624,-1.384873,-0.745220,-0.946921,0.353498,-0.106651,-0.622884,-0.405213,0.621049,0.546000,1.919150,0
r00179,-0.621416,1.511065,2.168501,0.682622,-1.619100,0.322398,1.068823,0.841525,0.312773,-0.764507,0.819720,0.541979,0.204494,-1.681875,0.814211,0.347394,1
r00180,0.711760,-0.417832,1.725489,1.037965,0.461529,-0.983272,-0.547102,-1.575511,0.335683,-0.553951,-0.283012,-2.249682,0.293149,-1.179207,-2.192986,1.724456,0
r00181,1.805640,-0.076091,-2.112776,-0.085910,0.834847,-0.840751,0.929556,1.015169,0.598557,0.676062,-1.072584,-0.493156,-1.144473,-1.457769,0.817204,-0.274378,0
r00182,0.846164,-0.250656,-0.975058,1.368028,1.175738,-0.180231,0.530457,-1.793093,-0.550166,1.272165,0.187765,-0.076617,1.442746,1.427444,-0.954586,-0.421042,0
r00183,0.290426,-1.043606,0.596384,0.711291,0.095327,-1.429599,-0.149953,0.004333,0.405486,-0.008824,-0.311263,1.739139,1.410810,-0.582211,-1.222068,1.118516,1
r00184,-0.646611,-1.144087,0.280263,-1.237269,-0.751009,-0.183454,0.081789,-0.468610,1.164876,0.792895,1.952810,0.584501,0.394894,1.050143,-0.071774,1.144830,1
r00185,-0.493104,-0.441683,-2.584567,-0.730653,0.414525,0.566778,0.160159,0.447271,2.517128,0.194672,0.274989,-0.064856,0.656926,-1.139552,0.545057,1.996627,0
r00186,1.065475,0.953455,-0.725378,-1.368728,0.047076,0.566951,-0.567142,-0.611589,-1.293056,-1.009091,1.574579,0.326030,1.007249,-0.133992,-0.797286,-0.404983,0
r00187,0.517098,-0.485364,0.956759,0.694289,-1.220558,0.445650,0.655165,2.201926,-0.969234,-0.213479,-0.004935,-0.280066,1.667904,-0.902602,-0.046911,1.097916,1
r00188,1.720915,0.430996,1.328123,-0.223956,1.120179,-0.153159,1.302007,-1.419998,0.990779,-0.499125,-0.266025,-0.014332,0.409362,-0.129419,-1.186172,-0.662760,0
r00189,0.425887,0.825483,-0.041821,0.128855,-0.793027,0.576454,-0.307639,-1.519947,1.916308,-0.650086,-0.053938,1.373091,-0.620555,-1.650832,0.571788,0.693711,1
r00190,-0.655734,-0.571552,0.892744,-0.522653,-0.098902,-0.363195,2.150126,-1.605832,0.891646,-0.199282,1.429619,-2.474845,0.307060,0.244512,-1.529321,-2.562745,0
r00191,1.872264,0.364643,-0.607162,-0.959283,0.742496,0.929124,-0.670680,0.006463,1.328486,-0.963461,0.703555,1.203377,-1.925645,-1.364070,2.085499,-0.245821,0
r00192,0.985138,0.350695,0.948754,1.370981,1.631393,0.929663,-1.070687,-0.953375,1.896716,-0.684394,-0.158146,-1.397184,-1.156342,-0.349689,0.649723,0.119165,0
r00193,-0.388512,-0.959593,-1.842965,0.586206,-1.218565,1.057867,0.628811,-1.780847,0.131409,1.361397,-1.301453,0.274029,0.555773,0.334923,0.048877,1.750600,0
r00194,0.203510,-0.961328,-0.849269,-0.663485,-0.766219,-0.182859,-1.399005,2.091277,0.381118,-0.336548,1.467902,1.359558,-1.340308,0.497149,-1.085719,-0.821884,1
r00195,0.479739,-0.321525,0.497055,-0.595881,0.745701,0.385301,-1.793058,-0.168215,-2.319259,-1.279214,0.364351,0.905942,-1.195538,-0.598199,-0.394278,-1.120606,0
r00196,1.407329,1.032320,0.105941,-0.369745,0.041919,-0.100094,-0.560148,-1.278556,-0.126714,0.414312,-0.067049,1.399008,-1.791561,-0.385877,0.656654,1.227193,1
r00197,-0.097462,0.278778,0.186252,0.447408,0.149673,0.233718,0.933577,-0.142910,0.049153,-1.046168,-0.759661,-0.052653,0.647891,-0.235369,1.684483,-0.433974,0
r00198,0.296580,-0.341508,1.449602,-0.121403,-1.136710,-0.619173,-2.332884,0.831764,2.449348,-0.294197,0.774606,0.953752,-0.195416,-0.605911,1.292320,-1.058551,1
r00199,0.609249,0.576840,-0.871180,-1.872787,0.803944,-0.009143,0.683796,-1.139007,-0.480078,0.564787,0.209206,0.163517,-0.459727,0.215546,0.252021,0.844693,0
r00200,0.441231,0.505945,-0.107034,2.720450,-1.231101,0.637285,-2.451614,-0.642816,1.050122,-2.028768,1.133025,-1.181468,0.639714,-0.630994,-0.698551,-0.562040,0
r00201,0.704645,-0.356317,0.734541,-0.001293,-0.881160,1.391844,-0.625352,-0.303296,1.424931,1.463703,0.317096,1.151720,0.601439,-0.984121,-0.592155,0.086648,1
r00202,1.248425,-0.531007,-0.493084,-0.869940,-0.232775,-0.947830,0.406631,0.845791,0.147331,-1.991456,-1.462468,-0.129631,1.328113,-0.579857,0.754704,-0.114762,0
r00203,1.159563,-1.197818,-1.210547,-0.574616,0.090777,0.160095,2.064883,0.410383,-1.088460,0.810256,-1.921617,0.725288,-0.078358,-0.964968,-0.447283,-0.531270,0
r00204,0.553154,-0.207038,1.053513,-0.652926,1.724135,2.296769,0.475354,1.429262,-0.033143,0.535133,0.540352,-2.031799,1.163912,-0.938617,-0.365791,-0.456227,0
r00205,0.891122,-0.010876,-0.146738,-0.173940,-0.492659,1.112167,-1.018755,0.169657,-0.145303,0.131807,-0.568774,-0.743409,0.727890,0.623750,-0.795148,-1.445926,0
r00206,-0.428703,0.251171,-0.950939,-0.963476,-2.632061,0.273014,-0.811899,0.905529,0.524587,0.100365,0.220742,0.604064,0.218583,0.426125,1.163597,-0.645122,1
r00207,-1.281976,0.082889,-0.414674,1.963178,-0.093933,-1.050942,0.021409,0.002982,1.569369,0.354099,1.072230,0.210833,-0.955937,-0.110746,-0.695204,2.266414,0
r00208,1.608229,-0.475092,-2.396534,-0.570755,-0.215492,-0.692211,0.357493,0.432815,0.789725,0.603369,-0.533208,-0.428564,0.790446,0.443885,-1.985022,0.540441,0
r00209,1.439963,-1.173054,-0.119307,1.858091,-0.255288,1.302077,-0.711120,-0.156865,-0.755977,-0.198652,0.211201,-0.701014,0.127533,-0.633374,1.073439,0.058811,0
r00210,1.045378,-0.960952,-0.018044,1.186999,-0.719508,1.286312,-0.143901,0.588700,0.281584,-0.001720,0.576016,0.661339,-0.628155,1.104561,-0.580174,0.018172,1
r00211,0.754823,-1.378815,0.250538,0.554900,0.912878,0.773959,-1.044177,-1.206086,0.146550,1.997924,0.922965,-0.655141,0.450851,0.422607,-0.070420,-0.363751,0
r00212,-1.127041,-1.118022,0.559554,0.071758,0.061918,1.072031,1.056755,-1.445442,-0.119101,0.099575,-0.637371,-0.167102,-0.564826,2.247889,-0.235801,0.973868,1
r00213,-1.089336,-2.049971,1.237676,0.500495,-0.272519,-0.442074,0.722029,0.538218,-0.820357,1.313292,1.445179,-0.289314,-3.072642,1.452082,0.985967,-0.432727,1
r00214,-1.186376,0.224462,1.133869,0.882883,-0.265499,-1.104836,-1.886329,-1.106780,-1.101499,-1.059344,1.208673,-1.089874,-2.420578,0.656690,0.385701,-0.135262,0
r00215,0.603866,-0.000226,1.041807,-0.985005,0.178143,-0.904624,-0.140935,0.606653,0.355477,0.340126,0.897147,1.620198,-1.922117,-0.466500,1.072476,-0.091710,1
r00216,0.947179,1.907292,0.911432,0.782669,0.289605,-0.427165,-0.164351,1.442638,1.639410,1.150025,-0.019046,-1.271531,0.094494,-0.539995,0.712638,-1.019618,0
r00217,-1.365067,1.225521,-0.285848,0.078894,-0.086609,-0.258161,-0.647109,-0.268794,-0.885000,0.551545,-0.453350,-1.351038,-0.430773,0.578606,0.064548,-0.361395,0
r00218,-1.393829,-0.808982,-0.159794,-0.166884,1.245975,0.710118,0.321562,-1.379753,1.545170,-0.147627,-2.243861,1.124803,0.037799,0.484036,-0.183772,0.151332,0
r00219,-1.125239,-0.509872,0.516034,1.272738,-1.521512,0.296227,0.450436,-1.733572,-0.185708,-0.418665,-1.325479,-0.665332,0.324171,0.907847,-0.788761,-0.105007,0
r00220,0.712943,0.405939,-1.477221,0.886846,1.926350,-0.172434,2.233988,-1.784088,-1.384887,-0.104713,1.570788,0.288095,0.474674,-0.789267,-0.347263,-0.286172,0
r00221,0.977143,-0.405636,-0.684122,0.182646,1.699560,-1.798195,-1.036324,0.637735,-0.356818,1.516627,-1.414732,-1.320427,1.176902,0.131172,0.217893,-0.042773,0
r00222,-0.686149,-0.687611,0.631104,0.561783,0.675970,-0.160851,-1.981766,0.317415,0.164164,0.134840,-1.114851,-0.843368,1.855253,0.447242,0.148129,-1.337569,0
r00223,0.099890,2.264158,0.701370,3.737756,-2.076810,-0.691288,-1.309470,-0.383312,1.001398,-0.384876,-1.010653,2.411120,0.522426,-0.018799,1.068609,-1.311664,1
r00224,0.180765,0.706485,1.779434,0.678762,1.661964,0.928093,0.828947,-2.821985,1.387656,1.183086,0.420626,0.241890,0.312418,-0.453299,-0.245462,-2.921419,0
r00225,-1.041583,0.113823,1.125243,-0.870987,1.525528,-0.150737,-0.287910,0.101239,1.308487,-1.047285,0.985355,1.172891,-0.134404,1.068155,0.226061,0.348657,1
r00226,-1.550564,0.320636,-0.473975,-1.891888,1.409969,-0.865215,0.003810,1.726699,-0.049446,-0.493722,2.193989,0.203443,0.951578,1.785778,0.985527,-0.341831,1
r00227,-0.383049,-0.068369,1.726759,0.905825,-0.553524,-0.541517,0.142657,0.372368,0.077900,-0.793238,1.756340,0.618823,-0.238764,0.560028,-0.876276,-0.382937,1
r00228,-1.093228,-0.176788,-0.761855,-0.200917,-2.499761,-0.024986,0.252476,1.010483,-1.063528,0.257628,-0.771805,1.175344,0.520974,-0.231984,-2.644122,0.914153,1
r00229,1.537069,0.008211,-0.799701,0.876327,-0.112358,-0.761117,1.306650,0.576932,1.098408,-0.086544,1.103616,-0.473290,-0.632975,-1.328891,0.155025,-1.441865,0
r00230,-0.619761,-1.451169,-0.027753,2.070526,-0.911909,-0.748971,-0.623017,-0.675825,0.136853,2.213454,0.222755,0.914135,-0.982959,-0.636970,0.666951,0.436526,1
r00231,0.055625,-0.541146,-0.479260,0.055704,2.456795,1.278200,-1.043351,0.415449,0.530161,0.263153,-2.296890,-0.227662,0.933973,-0.382735,-0.704449,-0.053291,0
r00232,0.275169,-0.471223,-0.225143,0.612484,-0.136750,-2.007532,-0.834529,0.325983,0.395701,-0.228501,0.081384,-0.871183,0.644848,-0.421060,1.349654,-1.411094,0
r00233,-0.261844,0.623210,-0.266797,-0.293585,-0.761427,-0.397299,-0.233824,-0.409604,-0.294955,-0.731308,-1.423873,-0.731717,0.441704,0.769862,-0.340368,-1.489744,0
r00234,0.189569,-0.153618,-0.712678,0.592674,0.878811,-0.782156,-0.277597,0.519949,-0.854622,0.313454,1.397274,0.185235,0.782683,-0.656259,-1.957787,0.625092,0
r00235,2.441803,-0.712225,-0.015089,-0.636373,-0.589858,0.694113,0.561357,-1.664142,0.241041,-0.524778,0.462826,3.127323,-0.720823,1.133572,-1.427209,0.700638,1
r00236,1.813868,0.057834,1.296695,-0.831646,-0.917816,1.232918,0.416167,1.663054,0.407224,-1.278717,0.019787,-1.536531,0.260452,-2.144629,0.131741,-2.194249,0
r00237,-0.098143,-0.405984,0.676979,2.090377,1.709718,1.063056,-0.109419,-0.538275,1.199251,-1.039408,0.191434,0.897272,-0.596813,-1.266267,-1.701108,-0.974464,0
r00238,-0.818603,1.791128,1.903239,-0.424310,-0.691168,0.290250,-1.006093,-0.003291,-0.213806,-0.373082,-0.116773,0.422093,0.617918,0.601723,-1.711097,-0.452264,1
r00239,-1.470798,1.483760,-2.511414,0.047485,-0.447107,0.763377,0.933898,1.500749,-2.046948,-1.334744,-1.700795,0.037987,1.184386,1.989124,0.580108,0.287954,0
r00240,0.381992,-0.025314,3.079120,-0.825914,0.958998,0.410017,0.705452,-2.551877,-2.109862,-0.549633,-1.472701,0.757473,1.326252,0.613155,0.392382,1.552648,1
r00241,-0.048245,0.232478,-0.687768,0.227141,-0.115736,-0.004558,-0.643137,0.289793,-0.877779,1.056280,-0.075533,-1.144348,-0.738676,0.361935,-1.275147,-1.037140,0
r00242,0.034946,0.518030,-0.227810,-0.754627,0.053063,-1.271129,0.765734,0.504484,1.725728,-0.781313,-1.931723,-2.743420,1.750954,-0.078172,0.821832,-0.842954,0
r00243,0.643724,-0.509369,2.644430,-0.984667,1.071185,-2.301024,-0.629148,-1.371739,1.227980,1.038498,1.832354,1.117295,0.698069,-1.919953,-0.051142,-0.805539,1
r00244,-0.929301,-0.692691,0.963259,-0.944302,-1.343497,0.851025,0.260033,-1.396443,-1.017361,1.076605,-0.427580,-0.202824,-0.074141,0.557876,-0.485973,-0.037615,1
r00245,0.119057,-1.331618,1.013989,1.183127,0.057297,-0.252331,-0.116943,-1.127661,1.795063,-1.325525,-1.314354,-1.204507,0.630846,1.511328,-0.516352,-1.578680,0
r00246,-0.697631,0.220722,-0.440034,0.414686,-0.797647,-1.278015,-1.276901,-1.210852,-0.315760,1.328726,0.414305,-1.347446,0.370696,0.731611,-0.322075,0.803665,0
r00247,-0.390890,-0.891084,0.643756,2.348626,-1.920468,-1.063484,-0.454882,0.211791,1.990256,0.948159,0.390014,0.066087,-0.839929,-0.589871,0.885721,0.221457,1
r00248,-0.512025,-0.312982,-0.529267,0.530990,-2.091315,-0.072030,-1.422146,-0.890577,0.067184,-0.151171,1.501245,1.079263,-1.036558,0.054780,0.498603,-0.578727,1
r00249,-1.777982,0.231414,-0.096070,-0.361228,-0.132361,1.984208,-0.759724,-0.656460,0.979528,-0.735037,0.584662,-0.542641,-0.736295,-0.639610,1.465379,0.032973,0
r00250,-0.883470,-0.081931,-0.419302,0.949174,-1.758781,-1.938465,-0.340296,-2.378634,-0.076285,0.215767,1.077357,1.581883,1.362246,0.995994,1.755375,-0.104555,1
r00251,-0.674060,0.042763,0.349059,-0.549586,1.140263,0.047752,2.952452,-1.558406,-0.287107,-0.024666,-1.048526,0.231748,-0.550424,-0.802326,-1.637079,1.086869,0
r00252,0.221696,-0.725906,-0.290498,-0.084272,-0.161457,-0.002655,-0.674892,-0.725812,1.080868,-0.493159,0.841686,1.455937,-0.985753,0.807189,-0.147690,-1.001988,0
r00253,-0.313118,-0.056851,-0.140420,0.362142,-1.147186,0.020159,0.226709,0.918953,2.431729,0.155766,0.580394,-0.640110,1.615536,-0.094706,-0.853726,-0.050980,0
r00254,-0.564805,-1.792541,0.266840,-1.059711,0.489450,-0.500328,0.736405,-2.709269,0.581825,0.154166,-0.665513,-1.343572,0.132854,0.160914,2.713108,-1.307957,0
r00255,0.306506,-0.190209,-0.027493,-1.084812,-0.574573,0.621511,-0.248803,-0.976019,0.128173,0.220497,0.996794,0.320320,-0.204046,-1.291718,2.029783,-0.461569,1
r00256,0.979252,-0.768340,-1.531544,-0.151680,-0.412159,-0.461503,-1.055541,-0.322807,-1.157564,0.039343,-1.363180,-0.067395,-0.221680,0.532927,1.669350,-0.036714,0
r00257,-0.356813,1.841977,0.192879,-0.874711,-0.140766,0.644980,0.751910,0.080874,2.253677,-1.413397,-1.837773,-1.993279,1.192054,0.403961,0.769249,-0.143931,0
r00258,2.294330,0.332401,-1.814918,-1.476774,1.637027,0.939668,-1.727737,-1.019547,-0.094347,0.220579,-0.612074,-0.679384,0.320425,0.483760,1.145467,0.746273,0
r00259,0.073487,-0.433431,0.675240,1.734262,0.042740,1.331455,0.707168,1.703346,-0.374489,-0.212998,-0.776821,1.270701,0.041626,0.528245,-0.166331,0.126139,1
r00260,0.461054,0.176098,-0.563678,1.750104,0.788818,-0.618946,-0.118219,-1.861883,0.700895,-0.114056,-0.653830,-2.028257,-0.007038,-0.294410,0.861207,-1.478678,0
r00261,-0.236711,-0.166760,0.107186,0.059563,-1.274742,-0.445008,1.526091,1.128595,-0.459050,0.296794,-0.672130,-0.402111,0.151858,0.671344,0.107660,-0.443290,1
r00262,0.046630,0.544985,-0.755718,-1.300560,-0.520890,0.252310,2.278235,0.289971,-0.282409,-0.211727,-1.231392,-1.438340,0.688686,2.305424,0.528090,0.938231,0
r00263,-2.372861,0.983683,-1.623344,0.202473,-0.142089,-0.802613,-1.077210,0.274012,-0.324830,0.578693,1.539006,2.569159,0.530016,-0.264319,0.911711,-0.036035,1
r00264,0.068324,-1.120708,-1.036581,0.183546,1.186474,0.251225,-0.050593,2.246453,-0.550592,-0.598151,0.688624,-1.129358,-1.078850,-1.227766,-0.087436,-0.692279,0
r00265,1.112830,-1.213958,0.093563,-1.646932,0.280215,2.801559,-0.320100,-2.201575,-0.183669,0.836304,2.577577,-2.391211,-0.180451,-0.537946,-0.297843,1.215079,0
r00266,0.906084,0.051121,-2.086783,-0.925483,-0.780828,-1.961264,0.551124,1.951113,0.149233,0.746941,-0.410048,-0.627286,1.550340,0.119703,1.312603,0.562826,0
r00267,0.945796,0.719185,0.836977,-0.618674,0.597633,2.021339,0.984659,-0.563619,-0.054262,-0.746730,0.708322,0.087936,-1.438082,-0.999219,0.338898,0.435343,0
r00268,-0.228946,0.741447,-0.987873,1.338551,-1.086951,1.243149,-1.265604,-1.823472,-2.271413,-1.420003,-0.878804,0.899226,0.209738,0.643246,-1.166218,1.575508,0
r00269,0.904846,-0.634857,-0.533089,0.714232,-1.015011,-0.447103,1.525204,-0.067774,-0.821405,0.994106,-2.469037,0.556666,0.725217,1.652843,-0.207048,0.977208,1
r00270,0.734505,0.191296,-0.328987,0.711164,-0.340445,-0.379003,-0.429972,1.175080,-1.300013,-0.272407,0.359728,0.688669,0.380474,-3.027513,0.207346,0.368488,1
r00271,2.554296,-2.394404,-2.103073,1.476534,-1.786709,-1.203233,0.203516,0.055878,0.596083,-0.950679,1.344197,1.078320,0.655794,0.005082,-0.080463,-1.644862,0
r00272,-1.366369,-0.118333,-0.641180,-0.436399,-0.826911,1.122906,0.176790,1.757329,1.217760,-0.700911,0.414556,0.704429,-0.922994,-0.573836,-0.152368,0.120119,1
r00273,-0.745556,0.619056,2.221721,1.926337,0.389705,-2.563256,0.025268,1.513952,-0.147760,-0.739197,-1.325984,-0.898046,-1.047898,-0.691548,-0.015366,0.783954,0
r00274,-0.508827,1.062202,-0.590393,0.336694,2.895894,1.083326,-1.296159,1.630722,0.470308,-0.365414,0.276830,0.668152,0.707127,0.012515,-1.165030,-1.028124,0
r00275,0.567658,1.083785,-0.998017,-1.254087,-0.673726,-1.540340,0.450461,0.273953,-0.170422,-1.074798,-0.418146,-1.557028,0.220000,-1.563061,-1.917767,0.975687,0
r00276,-0.551687,-1.005815,0.412901,-0.818575,-0.753583,1.111333,0.645004,-0.079838,-0.117149,0.451692,-0.667309,-0.922712,-0.931256,0.130692,-0.882051,0.978488,0
r00277,0.618651,0.959980,0.721381,0.952354,-1.028821,0.024869,-0.715570,1.645192,0.114072,1.218663,0.932455,-0.206605,-1.329692,0.726398,-1.743103,0.029341,1
r00278,0.555809,-0.475579,-1.132288,-0.016918,-1.373019,0.377327,0.290416,0.757230,0.029366,1.069258,-0.332299,0.774520,1.310026,-0.459573,-0.181704,0.414251,1
r00279,-0.903507,-1.012887,-0.274333,-0.131066,-1.408956,-1.098095,-1.363313,-0.593356,-0.594084,0.776289,-0.108672,1.696218,-0.045851,-1.245678,-0.831968,-0.052707,1
r00280,0.277907,-0.047214,-0.788414,-0.340397,0.841587,-2.474873,-1.377177,-0.813661,0.829875,2.902146,-1.934559,0.607268,0.884335,0.152693,-0.197285,-0.581901,0
r00281,0.887476,0.054657,-0.656909,-1.879467,0.511675,1.240733,1.156860,-1.241856,-0.756945,-0.881515,0.112719,0.794937,-0.781389,-0.332217,-0.223743,-0.721226,0
r00282,-0.491087,-0.482040,-0.810254,-1.913294,0.807592,-0.659153,0.491638,-0.242912,-0.640392,0.512280,-0.259723,0.216043,-0.859865,1.037073,0.000473,-1.084242,0
r00283,1.327682,-0.695936,-0.109844,-1.906657,-1.046468,1.339789,-0.818027,0.092727,-0.759806,-1.368555,1.507716,0.477236,0.250056,-0.073589,0.992029,-0.352853,1
r00284,0.906554,-0.420656,-1.402535,0.406998,-0.231355,0.691767,-0.502433,-0.757321,0.818042,0.132235,1.296212,-0.990556,0.796193,0.889210,-0.500617,-0.363464,0
r00285,1.183254,-2.433540,-0.962848,-1.473549,-0.624159,0.425984,-0.908280,-1.824430,-0.053417,-0.569043,2.171055,-0.031756,-0.254803,-0.645826,0.234451,0.440525,0
r00286,0.261832,-1.235869,0.616895,-0.044029,-0.519588,0.622603,1.007098,-1.372882,-0.158448,-1.159580,-0.121710,1.000107,1.189737,1.038005,-0.985654,-0.762108,1
r00287,0.367452,-0.384806,-0.329301,-0.345651,-0.045555,1.452940,-2.025019,-0.158108,0.149481,0.931602,-0.603433,0.582788,-0.408559,-0.807969,-1.419862,1.029893,0
r00288,1.290463,0.675263,-1.028171,0.028618,-0.570412,0.223661,1.095654,1.155522,-0.339095,0.676962,0.420010,1.346760,-0.433902,-1.296531,1.066028,0.165605,1
r00289,-0.536096,0.316470,-0.034375,-1.015366,0.647819,-0.970254,0.111718,2.007460,0.864949,0.330783,-0.313856,0.365706,-0.546695,-0.646648,2.058493,-0.776007,1
r00290,0.638543,0.168012,-0.781525,-1.355537,0.114077,0.899039,2.329792,-0.209523,-1.024106,1.172849,1.436378,-0.269457,-2.041233,1.133782,-1.303280,-0.741835,0
r00291,0.272868,-0.190531,0.284856,0.231677,-0.454234,2.627961,-0.199019,-0.928960,-0.867266,-0.638208,-0.919712,0.075488,1.480148,-0.748737,1.279871,0.491983,1
r00292,0.909622,-0.382080,0.222487,0.231855,-0.936768,-0.229050,-1.447744,-0.454998,-1.254691,0.544321,-1.069495,-0.740551,-0.683854,-0.072560,-0.204206,1.484919,0
r00293,0.437168,-0.178996,1.037174,0.351945,1.922191,-0.743523,0.246691,1.355994,1.624660,0.797554,2.179242,0.995316,-0.530514,0.678444,-0.270833,0.412634,1
r00294,-0.430647,0.537416,1.101980,0.229484,0.845563,-1.456862,-0.491194,-0.136091,-0.738871,0.205119,-2.000313,0.494133,0.417546,1.161547,-1.058460,0.210826,0
